"src","tgt"
"Worker loading handicapped man in wheelchair onto a train .","Ein Arbeiter , der einen behinderten Mann in einem Rollstuhl in einen Zug lädt ."
"A woman walking in a street with a young boy in front of her , and a running man behind her .","Eine Frau , die eine Straße entlang geht , während ein Junge vor ihr geht und ein Mann hinter ihr rennt ."
"A woman is looking upset holding a water bottle in front of a wall with writing on it .","Eine Frau sieht aus , als ob sie durcheinander ist , und hält eine Wasserflasche vor einer Wand mit Text ."
"A group of African boys are looking at water pipes .","Eine Gruppe afrikanischer Jungen blickt auf Wasserrohre ."
"Three people on grass , one raking leaves , one mowing the lawn , another standing by a garbage bag .","Drei Personen auf dem Gras , eine recht Laub , eine mäht den Rasen , eine andere steht neben einer Mülltüte ."
"A boy with a yellow shirt and black pants welding something .","Ein Junge mit einem gelben Hemd und schwarzen Hosen schweißt etwas ."
"Man without a shirt is climbing a rock .","Ein Mann mit nacktem Oberkörper klettert auf einen Felsen ."
"A girl is winding up to throw a softball .","Ein Mädchen bereitet sich auf einen Softballwurf vor ."
"A man throws a small child up in the air .","Ein Mann wirft ein kleines Kind in die Luft ."
"A fluffy white dog is coming out of a blue striped obstacle shute .","Ein flauschiger weißer Hund kommt aus einem blau gestreiften Hindernis @-@ Tunnel ."
"Two children are sitting on the floor together .","Zwei Kinder sitzen zusammen auf dem Boden ."
"Young girl carrying camping gear and a stuffed brown dog .","Ein Mädchen trägt Campingausrüstung und einen ausgestopften braunen Hund ."
"A guy wearing a green shirt is cooking on a campfire","Ein Typ mit einem grünen Hemd kocht an einem Lagerfeuer ."
"A girl peeks through the leaves on a tree .","Ein Mädchen späht durch die Blätter eines Baumes ."
"A motorcyclist drives up the side of a green mountain while another bike remains stationary .","Ein Motorradfahrer fährt einen grünen Berg hoch , während ein anderes Motorrad stehen bleibt ."
"Young boy in climbing harness scaling a climbing wall .","Ein Junge mit Klettergurt steigt eine Kletterwand hoch ."
"A man wades in the water and watches a waterfall .","Ein Mann wadet im Wasser und beobachtet einen Wasserfall ."
"A black dog is walking through a stream of water .","Ein schwarzer Hund läuft durch einen Bach ."
"A man is surfing down a hill of sand .","Ein Mann surft einen Sandhügel hinunter ."
"A man with red @-@ rimmed glasses stands with arms folded behind a metal grate .","Ein Mann mit einer Brille mit roter Fassung steht mit verschränkten Armen hinter einem Metallgitter ."
"A dog runs while holding an object in its mouth .","Ein Hund rennt und hält ein Objekt in seinem Maul ."
"A dog with long hair and a red vest runs in the grass .","Ein Hund mit langem Fell und einer roten Weste rennt im Gras ."
"Two officers in uniform chatting in a golf cart .","Zwei uniformierte Beamte unterhalten sich in einem Golfwagen ."
"Younger man in a yellow shirt and tan shorts is moving a dry yard or field with a riding John Deere tractor mover .","Ein junger Mann in einem gelben Hemd und gelbbraunen Hosen gräbt einen trockenen Garten oder ein Feld mit einem Mähtraktor von John Deere um ."
"The security guard is smiling .","Der Wachmann lächelt ."
"A long day makes the woman tired and sleepy .","Ein langer Tag macht die Frau müde und schläfrig ."
"Beautiful brunette woman , draped in purple , blue and a scarlet scarves .","Eine schöne brünette Frau die mit violetten , blauen und scharlachroten Schals drapiert ist ."
"A small black dog is in the grass .","Ein kleiner schwarzer Hund ist im Gras ."
"A girl in a gray YMCA sweater looking through a telescope .","Ein Mädchen in einem grauen YMCA @-@ Pullover schaut durch ein Teleskop ."
"A baby carefully wrapped in a blanket sleeping in an infirmity crib .","Ein Baby , das sorgfältig in eine Decke gepackt ist , schläft in einem Krankenhausbettchen ."
"A young lady playing guitar on a stage in a park .","Eine junge Dame spielt auf einer Bühne im Park Gitarre ."
"Three little boys take a bath in a rubber bin on the grass .","Drei Jungen baden in einem Gummieimer auf dem Gras ."
"Several people are sitting at computer desks in a messy office .","Mehrere Personen sitzen an Computertischen in einem unaufgeräumten Büro ."
"Girl with half dreadlocks and earmuffs on makes a large bubble","Ein Mädchen mit halben Dreadlocks und Ohrenschützern macht eine große Blase ."
"Children and women gather outside a building .","Kinder und Frauen versammeln sich vor einem Gebäude ."
"A man crawls through a playground plastic tube towards a little girl with red @-@ hair .","Ein Mann kriecht durch ein Kunststoffrohr auf einem Spielplatz auf ein kleines rothaariges Mädchen zu ."
"A balding man is petting a white panda in a zoo .","Ein Mann mit beginnender Glatze streichelt einen Panda in einem Zoo ."
"A shirtless man in a blue hat and sunglasses runs waist @-@ deep through a large body of water .","Ein Mann mit nacktem Oberkörper , blauer Mütze und Sonnenbrille rennt durch hüfttiefes Wasser eines großen Gewässers ."
"A man in a black shirt and hat plays guitar .","Ein Mann mit schwarzem Hemd und Hut spielt Gitarre ."
"A man in a white shirt is plowing a field with two mules .","Ein Mann mit weißem Hemd pflügt ein Feld mit zwei Maultieren ."
"People playing in the water with a water bike .","Leute spielen im Wasser mit einem Wasserfahrrad ."
"A blond individual rides a jet ski in water near a mountain range .","Eine blonde Person fährt Wassermotorrad in einem Gewässer in der Nähe eines Gebirges ."
"Two man are sitting in white room playing guitar .","Zwei Männer sitzen in einem weißen Raum und spielen Gitarre ."
"Three women walking together down the sidewalk , one is wearing a short white skirt .","Drei Frauen , die zusammen auf dem Gehweg gehen , eine davon trägt einen kurzen weißen Rock ."
"A boy holds his hands on his head .","Ein Junge hält seine Hände auf seinen Kopf ."
"A man paint spattered clothing talks on a mobile phone .","Ein Mann mit Farbspritzern auf der Kleidung spricht an einem Handy ."
"A man in the window of a red big rig truck .","Ein Mann im Fenster eines großen roten Lkw ."
"A man in an orange raincoat is discussing something with another man wearing work clothes near a sewer manhole .","Ein Mann in einem orangefarbenen Regenmantel bespricht etwas mit einem anderen Mann der Arbeitskleidung trägt , in der Nähe eines Kanalschachts ."
"A man in a black shirt stands in front of a construction cone .","Ein Mann mit schwarzem Hemd steht vor einem Absperrkegel ."
"S large man in a blue shirt and shorts leaning against a van in front of a store called  Terrible 's ","Ein großer Mann in blauem Hemd und kurzen Hosen lehnt sich vor einem Laden namens „ Terrible ' s “ gegen einen Lieferwagen ."
"A videographer and female companion stand by a waterway .","Ein Videomacher und seine weibliche Begleitperson stehen an einem Wasserweg ."
"A rainbow is formed from a tank spraying water on a street .","Ein Regenbogen bildet sich , als von einem Behälter Wasser auf die Straße spritzt ."
"The man with the goatee and black shirt is walking along the street .","Der Mann mit dem Spitzbart und dem schwarzen Hemd geht die Straße entlang ."
"A man in a gray shirt and a hat holding a jackhammer","Ein Mann mit grauem Hemd und Mütze , der einen Bohrhammer hält"
"Two construction workers talk while looking at a Naval ship .","Zwei Bauarbeiter sprechen und blicken auf ein Schiff der Marine ."
"A person taking a jump off a rock on a dirt bike .","Eine Person springt von einem Stein auf ein Dirtbike ."
"A girl playing pool at a pool hall .","Ein Mädchen spielt in einer Billardhalle Billard ."
"A man climbs up a cliff and reaches an overhang .","Ein Mann klettert eine Felswand hoch und erreicht einen Überhang ."
"A group of people walking across a rope bridge .","Eine Gruppe geht über einen Seilbrücke ."
"Young man alone on a white @-@ sand beach enjoys a snack under a beach umbrella .","Ein junger Mann alleine an einem Strand mit weißem Sand isst eine Kleinigkeit unter einem Strandschirm ."
"A man is performing for a crowd on a tall unicycle .","Ein Mann gibt einer Menschenmenge eine Vorführung auf einem hohen Einrad ."
"A young boy runs down a field , wearing a name tag .","Ein Junge , der ein Namensschild trägt , rennt über ein Feld ."
"Earth , water and sky make this a great spot a time out .","Erde , Wasser und Himmel machen diesen Ort zu einem guten Platz , um auszuspannen ."
"A young baby wearing blue sleepwear has a pacifier in his mouth and is sleeping .","Ein kleines Baby mit blauem Schlafanzug hat einen Schnuller im Mund und schläft ."
"A man and woman walk down the street together .","Ein Mann und eine Frau gehen zusammen die Straße entlang ."
"A woman is smiling and reading a newspaper behind a bud light advertisement .","Eine Frau hinter einer Bud Light @-@ Werbung lächelt und liest Zeitung ."
"Two people look over a terrace wall .","Zwei Leute blicken über eine Terassenmauer ."
"A lady wearing a bonnet is sitting down with her hands on her lap .","Eine Dame mit einer Haube sitzt mit den Händen im Schoß da ."
"Three workers are working on a metal roof","Drei Arbeiter arbeiten auf einem Metalldach ."
"A woman with ripped jeans is laying on the ground with her forearm over her face .","Eine Frau mit gerissenen Jeans liegt mit dem Unterarm über dem Gesicht auf dem Boden ."
"Woman walking with face painted children while carrying a screaming child .","Eine Frau , die mit Kindern mit Gesichtsbemalung unterwegs ist und ein schreiendes Kind auf dem Arm hat ."
"A chef with glasses cooks french bread in a giant oven .","Ein Koch mit Brille bereitet in einem riesigen Ofen Baguette zu ."
"Two people stand outside a wine shop .","Zwei Personen stehen vor einem Weingeschäft ."
"A man and a woman tak outside of a coffee house .","Ein Mann und eine Frau sprechen vor einem Kaffeehaus miteinander ."
"A silhouette of a kid playing on a beach .","Eine Silhouette eines Kinds , das an einem Strand spielt ."
"A man wearing shorts , sandals , and a black shirt is talking on his cellphone .","Ein Mann , der kurze Hosen , Sandalen und ein schwarzes Hemd trägt , spricht auf seinem Handy ."
"Two men talk in a restaurant kitchen .","Zwei Männer sprechen in einer Restaurantküche miteinander ."
"A young girl sits on a rock overlooking a large field .","Ein Mädchen sitzt auf einem Felsen und blickt auf ein großes Feld ."
"A man in a green hat running .","Ein Mann mit einer grünen Mütze , der rennt ."
"Two males running , one wearing red and white , the other navy blue and black , outside on a cloudy day .","Zwei männliche Personen , die rennen , im Freien , an einem wolkigen Tag ; einer trägt rot und weiß , der andere marineblau und schwarz ."
"A little boy in a yellow shirt walking on stones .","Ein kleiner Junge in einem gelben Hemd geht auf Steinen ."
"A crowd of men and women sitting and standing by a we are demanding sign .","Eine aus Männern und Frauen bestehende Menschenmenge sitzt bzw. steht bei einem Schild mit Forderungen ."
"Five Asian friends posing together for a picture .","Fünf asiatische Freund posieren zusammen für ein Foto ."
"Four women and one man sitting on the sidewalk with sleeping bags .","Vier Frauen und ein Mann sitzen mit Schlafsäcken auf dem Bürgersteig ."
"A lot of people bundled up together","Viele warm angezogene Menschen"
"Three young people are snuggling under a blanket on a sidewalk .","Drei junge Leute kuscheln sich unter eine Decke auf einem Gehweg ."
"Two people are taking pictures .","Zwei Personen machen Fotos ."
"Three women and a man in a hat sitting cross legged in a group .","Drei Frauen und ein Mann mit Hut sitzen mit gekreuzten Beinen in einer Gruppe ."
"There is an Asian girl holding a green sign protesting .","Da ist ein asiatisches Mädchen , das ein grünes Schild hält und protestiert ."
"A man videotaping a group of people in front of a from new york banner .","Ein Mann , der ein Video von einer Gruppe vor einem „ From New York “ -Banner macht ."
"People in a courtyard plaza are sitting and standing .","Leute stehen und sitzen in einem Hofgarten ."
"A man in a lime green shirt waits for the subway while a woman films using her phone .","Ein Mann in einem zitronengelben Hemd wartet auf die U @-@ Bahn , während eine Frau mit ihrem Handy filmt ."
"Young people in yellow shirts prepare colorful food .","Junge Leute in gelben Hemden bereiten buntes Essen zu ."
"A woman in a yellow shirt is helping a little girl in a pink shirt .","Eine Frau mit gelbem Oberteil hilft einen kleinen Mädchen mit rosafarbenen Oberteil ."
"Youngsters are being served green eggs and ham .","Jugendlichen werden grüne Eier mit Speck serviert ."
"A man in a blue shirt holding a child while holding onto a stroller at a baseball stadium .","Ein Mann mit blauem Hemd in einem Baseballstadion , der ein Kind hält und sich selbst an einen Sportwagen festhält ."
"Little boys in white karate uniforms performing their martial arts indoors .","Kleine Jungen in weißen Karateuniformen , die in Innenräumen Kampfsport machen ."
"TWo people walking into a shadow in one direction while another walks in the midst of it .","Zwei Personen , die in eine Richtung in einen Schatten gehen , während eine andere mitten im Schatten geht ."
"A man , a woman with a child in a stroller on a crowded street .","Ein Mann , eine Frau mit einem Kind im Sportwagen auf einer belebten Straße ."
"The man is aiming to shoot something while his dog watches .","Der Mann zielt , um zu schießen , während sein Hund zusieht ."
"A horse is walking beside a boat under a bridge .","Ein Pferd geht unter einer Brücke neben einem Boot ."
"A young man is sitting at a table with a laptop and earphones .","Ein junger Mann sitzt mit einem Laptop und Kopfhörern an einem Tisch ."
"A man is playing the banjo at a concert .","Ein Mann spielt auf einem Konzert Banjo ."
"A lady with a satchel looks at merchandise in a flea market .","Eine Dame mit einer Tasche sieht sich Flohmarktwaren an ."
"A man is snowboarding over a structure on a snowy hill .","Ein Mann fährt mit einem Snowboard über etwas auf einem verschneiten Hügel ."
"The brown dog is laying down on a blue sheet .","Der braune Hund liegt auf einem blauen Betttuch ."
"A man in a black shirt reading a paper .","Ein Mann mit schwarzem Hemd , der eine Zeitung liest ."
"A man wearing glasses and a blue jacket is smiling while men behind him are cooking on a grill .","Ein Mann mit Brille und blauer Jacke lächelt , während Männer hinter ihm auf einem Grill kochen ."
"A guy in a leather jacket walking by a corner store .","Ein Mann in Lederjacke , der an einem Eckladen vorbeigeht ."
"A group of friends stand in front of art they have sprayed for a picture .","Eine Gruppe von Freunden steht vor einem Kunstwerk , das sie für ein Bild gesprüht haben ."
"The man is doing stunts with his bicycle .","Ein Mann macht mit seinem Fahrrad Kunststücke ."
"A woman is looking at dressed , headless mannequins in a store display .","Eine Frau blickt auf bekleidete kopflose Puppen in einem Schaufenster ."
"A kid standing in the middle of a dirt road","Ein Kind , das in der Mitte eines Feldwegs steht"
"A man in a brown shirt takes a picture of something on the ground in front of him .","Ein Mann mit braunem Hemd macht ein Foto von etwas , das sich vor ihm auf dem Boden befindet ."
"People sitting in front of other people .","Leute sitzen vor anderen Leuten ."
"A man wearing a brown t @-@ shirt is talking to a woman wearing a flowered tank top at an outdoor music concert .","Ein Mann mit einem braunen T @-@ Shirt spricht auf einem Open @-@ Air @-@ Konzert zu einer Frau mit einem geblümten Pullunder ."
"Two girls on the shore watch people in a boat fish .","Zwei Mädchen am Strand beobachten Leute in einem Fischerboot ."
"Two bicycles are standing behind two people sitting on the grass near a body of water .","Zwei Fahrräder stehen hinter Leuten , die auf dem Gras in der Nähe eines Gewässers sitzen ."
"Two old men sitting on the dock .","Zwei alte Männer sitzen auf dem Kai ."
"A man in a suit and two men in orange vests standing around","Ein Mann im Anzug und zwei Männer mit orangefarbenen Westen , die herumstehen"
"A small child pushes a stroller down the street .","Ein kleines Kind schiebt einen Sportwagen die Straße entlang ."
"A woman at graduation without a cap on .","Eine Frau bei der Graduierung ohne Hut ."
"An elder man overlooks a balcony facing a street .","Ein älterer Mann blickt auf einen Balkon , der zu einer Straße hinaus geht ."
"This woman is smiling and talking on the phone while sitting on a stone wall .","Diese Frau sitzt auf einer Steinmauer , lächelt und spricht am Telefon ."
"Three dogs in a field looking at something in the grass .","Drei Hunde in einem Feld blicken auf etwas im Gras ."
"Three children , two girls and one boy , in martial art stances , standing on the hard @-@ wood floor of a large room .","Drei Kinder , zwei Mädchen und ein Junge , stehen in Kampfkunststellungen auf dem Parkettboden eines großen Raums ."
"A woman sits on a flower pot at a crowded coffee shop .","Eine Frau sitzt in einem überfüllten Cafe auf einem Blumentopf ."
"A boy stands beside a railing at a go kart track .","Ein Junge steht an einer Go @-@ Kart @-@ Bahn neben einem Geländer ."
"A white bird is standing on a wooden platform .","Wein weißer Vogel steht auf einer Holzplattform ."
"There is a guy wearing stilts playing the trombone in front of a mural .","Ein Typ mit Stelzen spielt vor einer Wandmalerei Posaune ."
"Two young boys , wearing just underwear , climb around a vehicle .","Zwei Jungen in Unterwäsche klettern um ein Fahrzeug herum ."
"A young blond girl in a pink shirt looks at a large praying mantis on her arm .","Ein blondes Mädchen in rosafarbenem Oberteil blickt auf eine große Gottesanbeterin auf ihrem Arm ."
"A man dressed in white and with glasses having something to eat .","Ein weiß gekleideter Mann mit Brille isst etwas ."
"A man is fishing off a beach into a large body of water while a young boy carries a net not too far away .","Ein Mann angelt von einem Strand aus in einem großen Gewässer , während ein Junge in nicht allzu weiter Entfernung ein Netz trägt ."
"The soldier is standing tall as he observes the passing people .","Der Soldat steht aufrecht , während er die vorbeigehenden Menschen beobachtet ."
"A young man in a suit standing out from the crowd , at what appears to be an art exhibition .","Ein junger Mann im Anzug fällt bei etwas , das eine Kunstausstellung zu sein scheint , in der Masse auf ."
"A man preparing fruit below a tree .","Ein Mann , der unter einem Baum Obst zubereitet ."
"A black dog is coming out of the ocean water on the beach with something in its mouth .","Ein schwarzer Hund , der etwas im Maul hat , kommt aus dem Meerwasser an den Strand ."
"Two young children are playing on the beach while a man watches .","Zwei kleine Kinder spielen am Strand , ein Mann sieht zu ."
"A group of people are sitting at a beach watching the Blue Angels .","Eine Gruppe sitzt am Strand und beobachtet die Blue Angels ."
"Two young ladies play chess in a restaurant .","Zwei junge Damen spielen in einem Restaurant Schach ."
"A person wearing a long @-@ sleeved white shirt is weaving with yellow thread .","Ein Person mit einem langärmeligen weißen Hemd webt etwas mit einem gelben Faden ."
"Two women are jogging and three men are walking on a dirt trail .","Zwei Frauen joggen und drei Männer gehen auf einem Feldweg ."
"These are women members of a musical symphony dressed in black and carrying red flags outside an ornate building .","Dies sind schwarz gekleidete weibliche Mitglieder einer Blaskapelle , die vor einem reich verzierten Gebäude rote Fahnen tragen ."
"A family of four watches an air show .","Eine vierköpfige Familie betrachtet eine Flugschau ."
"A person holding a small dog on a leash is bending over and looking through items .","Eine Person , die einen kleinen Hund an der Leine hält , beugt sich nach vor und sieht Sachen durch ."
"A brown dog carrying a black object .","Ein brauner Hund , der ein schwarzes Objekt trägt ."
"A frightened little boy being pulled up and out of a pool by his father .","Ein kleiner Junge , der sich fürchtet und von seinem Vater aus einem Schwimmbecken gezogen wird ."
"A man standing in front of several cliff faces .","Ein Mann , der vor mehreren Felswänden steht ."
"Two people and a small white dog are playing at the park .","Zwei Personen und ein kleiner weißer Hund spielen im Park ."
"Two men with long hair are sitting on the ground .","Zwei Männer mit langen Haaren sitzen auf dem Boden ."
"Members of a brass band look at their sheet music .","Mitglieder einer Blaskapelle blicken auf ihre Noten ."
"A man is playing a DJ game in an arcade .","Ein Mann in einer Arkade spielt ein DJ @-@ Spiel ."
"A group of women dressed in black playing musical instruments in front of a large building .","Eine Gruppe schwarz gekleideter Frauen , die vor einem großen Gebäude Musikinstrumente spielen ."
"One man is sitting on top of a school bus , while another man , wearing a matching shirt , is standing inside .","Ein Mann sitzt auf einem Schulbus , während ein anderer Mann mit passendem Hemd drinnen steht ."
"Demonstrators waiting for the policemen to hear their grievances against police oppression and brutality .","Demonstranten warten darauf , dass Polizisten ihre Beschwerden gegen Polizeigewalt und Brutalität aufnehmen ."
"A man wearing a cowboy hat and a gold cross around his neck","Ein Mann mit einem Cowboyhut und einem Goldkreuz um den Hals"
"A old man and a youth work on starting a tiller .","Ein alter Mann und ein Jugendlicher , die eine Ackerfräse starten ."
"People wait for their luggage at the airport .","Leute warten am Flughafen auf ihr Gepäck ."
"A group of people outside after dark facing a waterway .","Eine Menschengruppe nach Einbruch der Dunkelheit im Freien , vor einer Wasserstraße ."
"Four women participate in synchronized swimming at dark .","Vier Frauen machen Synchronschwimmen im Dunkeln ."
"A brown dog chases a blond one in the grass .","Ein brauner Hund verfolgt einen blonden Hund im Gras ."
"A man in a black hat and tan jacket walking across the street .","Ein Mann mit schwarzem Hut und gelbbraunem Jackett überquert die Straße ."
"A young girl wearing a bikini in an innertube .","Ein Mädchen mit einem Bikini in einem Schlauch ."
"A man wearing with long hair is sewing a costume .","Ein Mann mit langen Haaren näht ein Kostüm ."
"A man with a brown t @-@ shirt holds on to a wire while another man looks on .","Ein Mann mit einem braunen T @-@ Shirt hält sich an einem Drahtseil fest , während ein anderer Mann zusieht ."
"A man in a cape is near a red building .","Ein Mann in einem Cape befindet sich in der Nähe eines roten Gebäudes ."
"Two men dressed in business casual share a laugh .","Zwei Männer in legerer Geschäftskleidung lachen zusammen ."
"A bass player in a red shirt is playing while smoking a cigarette .","Ein Bassspieler mit einem roten Hemd spielt , während er eine Zigarette raucht ."
"A man dressed in black wearing odd headgear swings a staff .","Ein schwarz gekleideter Mann mit einer komischen Kopfbedeckung schwingt einen Stock ."
"A skinny girl in large boots is standing by the roadside .","Ein mageres Mädchen mit großen Stiefeln steht am Straßenrand ."
"Two women are standing on a boat looking at the water .","Zwei Frauen stehen auf einem Boot und blicken aufs Wasser ."
"People looking at pictures on a display .","Leute , die Bilder auf einem Display ansehen ."
"The small girl is sitting in a harness , strapped to a tether , while others watch .","Das kleine Mädchen sitzt in einem Geschirr , an einem Haltegurt festgebunden , während andere zusehen ."
"A man wearing a multicolored shirt is holding a megaphone .","Ein Mann mit einem mehrfarbigen Hemd hält ein Megafon ."
"A young man with dark hair and a beard cooking steaks outside on a small grill .","Ein dunkelhaariger junger Mann mit Bart , der draußen auf einem kleinen Grill Steaks zubereitet ."
"A uniformed woman holding a camera standing in front of a crowd of spectators .","Eine uniformierte Frau , die eine Kamera hält und vor einer Zuschauermenge steht ."
"The little boy in red trunks is attempting to catch a soccer ball that is coming towards him .","Der kleine Junge mit den roten Hosen versucht , einen Fußball zu fangen , der auf ihn zu kommt ."
"Four kids rolling and sliding down a sand dune .","Vier Kinder rollen und rutschen eine Sanddüne herunter ."
"The small furry white dog is walking in the green grass .","Der pelzige kleine weiße Hund läuft im grünen Gras ."
"A little girl high @-@ fives a yellow robot .","Ein kleines Mädchen macht High @-@ Five mit einem gelben Roboter ."
"A person dressed in a blue shirt and jeans looks past the trees to the horizon .","Eine Person mit blauem Hemd und Jeans blickt an den Bäumen vorbei zum Horizont ."
"Gray and black dogs running away down forest path","Graue und schwarze Hunde rennen einen Waldweg entlang weg ."
"A woman and a young man are setting at a table in a Mexican restaurant .","Eine Frau und ein junger Mann decken einen Tisch in einem mexikanischen Restaurant ."
"A rock climber ascends .","Ein Kletterer steigt hoch ."
"A lady in a black dress is talking to a group of people .","Eine Dame in einem schwarzen Kleid spricht zu einer Gruppe ."
"Two men are sitting working on their computers .","Zwei sitzende Männer arbeiten an ihren Computern ."
"A man pouring a wheelbarrow of cement on a sidewalk .","Ein Mann gießt eine Schubkarre Zement auf einen Bürgersteig ."
"A dog runs along the short at a beach .","Ein Hund rennt am Strand an der Wasserkante entlang ."
"A young gentlemen with a blue tie talking into a microphone .","Ein junger Herr mit blauer Krawatte , der in ein Mikrofon spricht ."
"Several younger people walking down a street in heavy clothing .","Mehrere jüngere Personen , die in schwerer Kleidung die Straße entlang gehen ."
"Women of different ethnicities stand in a room , holding red and yellow darts .","Frauen unterschiedlicher ethnischer Herkunft stehen in einem Raum und halten rote und gelbe Pfeile ."
"Two dogs shaking off water droplets on a beach .","Zwei Hunde schütteln am Strand Wassertropfen ab ."
"The male rock climber takes a look over his shoulder at the view of the lake and city .","Der Kletterer blickt über seine Schulter auf den See und die Stadt ."
"A man rock climbing pauses to calculate his route .","Ein Mann , der klettert , macht Pause , um seine Route zu planen ."
"A bride and groom are feeding each other wedding cake .","Braut und Bräutigam füttern einander Hochzeitskuchen ."
"Five workers sitting in front of trucks eating lunch","Fünf Arbeiter , die vor Lkws sitzen und zu Mittag essen"
