"src","tgt"
"A group of people competing in the Race for a Cure .","Mehrere Personen nehmen an „ Race for a Cure “ teil ."
"A large group of people are walking for a cause .","Eine große Menschengruppe geht für einen guten Zweck ."
"A fisherman works on his net while on shore .","Ein Fischer an Land arbeitet an seinem Netz ."
"A group of people are riding on a John Deere tractor in a field .","Eine Gruppe fährt auf einem John Deere @-@ Traktor in einem Feld ."
"There is a group of small children some wearing backpacks sitting on a hill .","Eine Gruppe kleiner Kinder , die auf einem Hügel sitzen und von denen einige Rucksäcke tragen ."
"A group of people are riding on a train while looking out of a window .","Mehrere Personen fahren Zug und blicken aus dem Fenster ."
"A man and child posing in front of a train .","Ein Mann und ein Kind posieren vor einem Zug ."
"The little boy in the red shirt put his head out of the window of the train .","Der kleine Junge im roten Hemd streckt seinen Kopf aus dem Zugfenster ."
"People walking on a sidewalk past a parked train .","Leute , die auf einem Gehweg neben einem geparkten Zug gehen ."
"Young children and adults walk around platform 9 next to the train .","Kinder und Erwachsene gehen auf Bahnsteig 9 neben dem Zug ."
"Three women chat while sitting in a waiting area .","Drei Frauen , die in einem Wartebereich sitzen und miteinander reden ."
"A woman in a pink jacket is walking past a display window with a red dress in an urban setting .","Eine Frau in rosafarbener Jacke geht in einer städtischen Umgebung an einem Schaufenster mit einem roten Kleid vorbei ."
"A person reading something is sitting under the tree .","Eine Person sitzt unter dem Baum und liest etwas ."
"2 men painting a wooden bench outside .","2 Männer , die eine Holzbank im Freien lackieren ."
"Two nurses sitting on a bench waiting for a bus .","Zwei Pflegerinnen , die auf einer Bank sitzen und auf einen Bus warten ."
"A man is standing next to a red door .","Ein Mann steht neben einer roten Tür ."
"An older workman is standing in wet cement with a trowel .","Ein älterer Arbeiter steht mit einer Kelle in nassem Zement ."
"A man in a blue shirt is standing in a doorway .","Ein Mann mit blauem Hemd steht in einer Toreinfahrt ."
"A man holding a camera underwater .","Ein Mann hält eine Kamera unter Wasser ."
"A brown dog faces a black dog and a white dog in a field of long grass .","Ein brauner Hund steht in einem Feld mit langem Gras einem schwarzen und einem weißen Hund gegenüber ."
"Three dogs are running through a grassy field .","Drei Hunde rennen über eine Wiese ."
"Many people are standing on a bus with bright yellow overhead handles .","Viele Menschen stehen auf einem Bus mit leuchtenden gelben Griffen im oberen Bereich ."
"A little boy shakes the snow off of a tree .","Ein kleiner Junge schüttelt den Schnee von einem Baum ."
"A younger child wearing a red sweater showing us whats in his hand .","Ein jüngeres Kind mit einem roten Pullover , das uns zeigt , was in seiner Hand ist ."
"A man drilling a hole into a metal canister .","Ein Mann , der ein Loch in einen Metallkanister bohrt ."
"A dog walking along a cracked and ashen surface .","Ein Hund , der auf einer rissigen aschgrauen Fläche läuft ."
"Seven people sitting around a black table playing a card game .","Sieben Personen sitzen um einen schwarzen Tisch und spielen Karten ."
"A man in a black shirt and glasses is slicing a tomato at a kitchen table .","Ein Mann mit schwarzem Hemd und Brille schneidet an einem Küchentisch Tomaten ."
"Young boys bringing home some fruit .","Jungen bringen etwas Obst nach Hause ."
"Crouching Man in all white shirt and pants is working with a large loom .","Ein mit weißem Hemd und weißer Hose bekleideter Mann in der Hocke arbeitet an einem großen Webstuhl ."
"A man picking up a big rock .","Ein Mann hebt einen großen Stein auf ."
"Two people in rafting gear standing on a dry , rocky riverbank , pointing at the river .","Zwei Personen in Rafting @-@ Ausrüstung stehen an einem trockenen , steinigen Flussufer und zeigen auf den Fluss ."
"A boy is kicking a ball as other children watch him .","Ein Junge kickt einen Ball , andere Kinder sehen ihm zu ."
"Four elderly women sit and speak on a park bench .","Vier ältere Frauen sitzen auf einer Parkbank und sprechen miteinander ."
"Man in white shirt and tan pants is putting new shingles on roof .","Ein Mann mit weißem Hemd und hellbraunen Hosen bringt neue Schindeln auf dem Dach an ."
"Construction workers in yellow and orange work on a city street .","Gelb und orange gekleidete Bauarbeiter arbeiten in einer Stadt auf der Straße ."
"A man pushes a four wheeled card down the street .","Ein Mann schiebt einen vierrädrigen Karren die Straße entlang ."
"A man wearing a red life vest waves as he waterskiis .","Ein Mann mit einer roten Schwimmweste fährt Wasserski und winkt ."
"Person in red ski jacket skiing backwards","Eine Person mit roter Skijacke fährt rückwärts Ski ."
"A man wearing a red life jacket is water @-@ skiing across a bay .","Ein Mann mit einer roten Schwimmweste fährt durch eine Bucht Wasserski ."
"A child with and adult hand .","Ein Kind mit der Hand einer erwachsenen Person ."
"A girl stands next to a bike parked in front of a building while two men , one carrying a guitar , walk by .","Ein Mädchen steht neben einem Fahrrad , das vor einem Gebäude geparkt ist , während zwei Männer , einer davon mit Gitarre , vorbei gehen ."
"Two young boys playing checkers in a room .","Zwei Jungen in einem Zimmer spielen Dame ."
"People at a dock receiving and shipping out merchandise near a nice big white boat .","Leute an einen Dock in der Nähe eines schönen großen weißen Boots nehmen Waren entgegen und verschiffen Waren ."
"A woman sits in rocks by the ocean .","Eine Frau sitzt auf Steinen am Meer ."
"A fisherman fishes at the bank of a foggy river .","Ein Angler fischt am Ufer eines nebligen Flusses ."
"A man plays his guitar on the beach .","Ein Mann spielt am Strand Gitarre ."
"In this distorted photo a man is shown on a dirt path with a jumping dog .","Dieses verzerrte Foto zeigt einen Mann auf einem Feldweg mit einem springenden Hund ."
"Young man peeling lemon with a knife into a red basket .","Ein junger Mann , der mit einem Messer eine Zitrone in einen roten Korb schält ."
"A black dog leaps out of the water .","Ein schwarzer Hund springt aus dem Wasser ."
"Group of participants walk behind float in Asian parade .","Eine Teilnehmergruppe geht in einem asiatischen Umzug hinter einem Wagen ."
"Two people sitting , facing away , with dreadlocks .","Zwei abgewandt sitzende Personen mit Dreadlocks ."
"A construction worker building walls with a drill .","Ein Bauarbeiter , der Wände baut , mit einem Bohrer ."
"A couple stands at the top of the stairs and two people stand at the bottom .","Ein Paar steht oben auf der Treppe und zwei Personen stehen unten ."
"The music concert is just started at the Giant stadium","Das Konzert in dem riesigen Stadion hat gerade begonnen ."
"Traffic cop directing traffic in front of a car with ohio plates on it .","Ein Verkehrspolizist , der den Verkehr regelt , vor einem Auto mit einem Kennzeichen aus Ohio ."
"A blond man passionately sings into the microphone .","Ein blonder Mann singt leidenschaftlich ins Mikrofon ."
"A person with a multicolored hat stands just behind a mosaic featuring Spanish words and in front of a grassy hill .","Eine Person mit mehrfarbiger Mütze steht direkt hinter einem Mosaik mit spanischen Worten vor einem Grashügel ."
"Two women float in a Busch Gardens barrel through a winding water ride .","Zwei Frauen fahren in einem Busch Gardens @-@ Fass durch einen gewundene Wasserrutsche ."
"A female biker dressed in red uses a communication device while another walks by .","Eine rot gekleidete Motorradfahrerin benutzt ein Kommunikationsgerät , während eine andere vorbei geht ."
"Two men are waiting on the street corner though it is raining .","Zwei Männer warten an der Straßenecke , obwohl es regnet ."
"Two men in black coats stand by the side of a building .","Zwei Männer in schwarzen Mänteln stehen neben einem Gebäude ."
"A man in a red shirt plays an electric guitar .","Ein Mann mit rotem Hemd spielt eine Elektrogitarre ."
"A group of adults and children are at an amusement park watching over a railing .","Eine aus Erwachsenen und Kindern bestehende Gruppe befindet sich in einem Vergnügungspark und blickt über ein Geländer ."
"A man pushes a child on a toy train set .","Ein Mann schiebt ein Kind auf einem Spielzeugzug ."
"Bum listening to the radio by a light post near the beach .","Ein Obdachloser hört bei einem Ampelmast in der Nähe des Strands Radio ."
"A little girl gets in to a pool .","Ein kleines Mädchen steigt in ein Schwimmbecken ."
"A boy and a middle @-@ aged woman are walking out from a crowd outside .","Ein Junge und eine Frau mittleren Alters verlassen eine Menschenansammlung im Freien ."
"A man and a boy are tasting fruit .","Ein Mann und ein Junge kosten Obst ."
"A man and a woman enjoy a nice meal at an outdoor restaurant .","Ein Mann und eine Frau lassen es sich bei einer schönen Mahlzeit in einem Biergarten gut gehen ."
"A man in a yellow shirt is sawing some plywood .","Ein Mann mit gelbem Hemd sägt Sperrholz ."
"A woman in a blue , tan and beige striped shirt is smoking .","Eine Frau mit einem blau , braun und beige gestreiften Hemd raucht ."
"A young man is standing in the kitchen holding a large casserole dish .","Ein junger Mann steht in der Küche und hält einen großen Schmortopf ."
"A man in a red shirt and a woman in a colorful shirt and sitting outside .","Ein Mann mit rotem Hemd und eine Frau in einem bunten Oberteil , die draußen sitzen ."
"A lively adult karate practice at the dojo .","Eine lebhafte Karate @-@ Übungsstunde für Erwachsene im Sportzentrum ."
"A young baby wearing green is playing with the vacuum hose on the floor .","Ein kleines grün gekleidetes Baby spielt auf dem Boden mit dem Staubsaugerschlauch ."
"A man and woman are washing dirty dishes inside a kitchen .","Ein Mann und eine Frau spülen in einer Küche das schmutzige Geschirr ."
"A white male entertainer on the street wearing a black shirt and blue hat with a yellow stripe .","Ein weißer männlicher Entertainer auf der Straße mit einem schwarzem Hemd und einem blauem Hut mit einem gelben Streifen ."
"A artist painting the wall covered in bamboo .","Ein Künstler , der die Wand über und über mit Bambus bemalt ."
"Man in black shirt hugging woman in white shirt , gray skirt .","Ein Mann mit einem schwarzen Hemd , der eine Frau mit einem weißen Hemd und grauen Rock umarmt ."
"A girl with a pink shirt is running through flowery grass .","Ein Mädchen mit einem rosafarbenen Oberteil rennt durch eine Blumenwiese ."
"A few tourists taking pictures of their dogs with the cloudy sky as the background .","Ein paar Touristen , die Bilder von ihren Hunden machen , im Hintergrund ein wolkiger Himmel ."
"A man playing guitar and singing outdoors .","Ein Mann im Freien spielt Gitarre und singt ."
"A man in a blue shirt and a woman in a dress having a conversation while drinking .","Ein Mann mit einem blauen Hemd und eine Frau im Kleid trinken etwas und unterhalten sich ."
"Two people are carrying a basket filled with food down the alleyway .","Zwei Personen tragen einen mit Essen gefüllten Korb den Korridor entlang ."
"While seated on a chair , a man wearing a blue shirt , gray pants , multicolored bandanna , and no shoes is blowing through a long tube .","Ein Mann ohne Schuhe , mit blauen Hemd , grauen Hosen , mehrfarbigem Halstuch , sitzt auf einem Stuhl und bläst durch ein langes Rohr ."
"Construction workers fixing railroad track .","Bauarbeiter , die Bahngleise reparieren ."
"A construction worker does some grinding on a piece of iron .","Ein Bauarbeiter führt Schleifarbeiten an einem Metallstück aus ."
"Two woman playing around and smiling .","Zwei Frauen spielen herum und lächeln ."
"Workers in reflective clothing with shovels on a train track .","Arbeiter mit Schaufeln in reflektierender Kleidung auf einem Bahngleis ."
"Two women walking by a store and looking in .","Zwei Frauen gehen an einem Laden vorbei und sehen hinein ."
"A mother stands in a kitchen holding a small baby .","Eine Mutter steht in einer Küche und hält ein kleines Baby ."
"A young boy is sitting on the grass .","Ein Junge sitzt auf der Wiese ."
"Two men having a conversation about business over beers .","Zwei Männer unterhalten sich bei einem Bier über Geschäftliches ."
"Two women with brown hair talk .","Zwei Frauen mit braunen Haaren sprechen miteinander ."
"A woman wearing a babushka is sitting and sleeping inside a flower shop .","Eine Frau mit einem Kopftuch sitzt schlafend in einem Blumenladen ."
"A group of people are working on a sand sculpture .","Mehrere Personen arbeiten an einer Sandskulptur ."
"There is a group of people and a black dog in a living and dining room , some sleeping some eating .","Mehrere Menschen und ein schwarzer Hund in einem Ess- und Wohnzimmer , einige schlafen , einige essen ."
"Physically challenged person sitting on his wheelchair in a park .","Eine körperbehinderte Person , die im Rollstuhl im Park sitzt ."
"A child sleeps on a couch with his mouth open and his hand draped across his chest .","Ein Kind schläft auf einer Couch mit offenem Mund und einer Hand über der Brust ."
"Five adults are sitting on stone steps .","Fünf Erwachsene sitzen auf Steinstufen ."
"A young woman in a green blouse holding a plastic bag standing on the subway .","Eine junge Frau mit grüner Bluse , die in der U @-@ Bahn steht und eine Plastiktüte hält ."
"The store was open even though a man was working on the building .","Der Laden war offen , obwohl ein Mann am Gebäude gearbeitet hat ."
"A man at work is doing a small welding job with a soldering tool .","Ein Mann auf der Arbeit erledigt mit einem Lötwerkzeug eine kleine Schweißarbeit ."
"A brown and white dog trotting down the road in autumn .","Ein braun @-@ weißer Hund der im Herbst eine Straße entlang trottet ."
"A young person with a Mohawk and a nose piercing in a plaid shirt .","Eine junge Person mit Iro und Nasenpiercing in einem karierten Hemd ."
"A man in a purple jacket has an expression on his face .","Ein Mann in einer violetten Jacke hat einen Ausdruck auf seinem Gesicht ."
"An elderly woman wearing a bathing suit is holding a picket sign while participating in a demonstration about immigration .","Eine ältere Frau im Badeanzug nimmt an einer Demonstration zum Thema Immigration teil und hält ein Plakat ."
"A bongo player wearing a red shirt playing in a band .","Ein Bongospieler mit einem roten Hemd , der in einer Band spielt ."
"Two soccer team on a soccer field with the referee .","Zwei Fußballteams auf einem Fußballfeld mit dem Schiedsrichter ."
"Three boys playing soccer .","Drei Jungen spielen Fußball ."
"Two boys are standing in the middle of the street , the one with black shorts is standing back clapping his hands together while the other on in gray is running forward .","Zwei Jungen stehen mitten auf der Straße , der mit schwarzen kurzen Hosen steht hinten und klatscht in die Hände , während der grau gekleidete nach vorn rennt ."
"A boy running on the sidewalk in front of a blue building .","Ein Junge , der auf dem Bürgersteig vor einem blauen Gebäude rennt ."
"A black and white dog plays in the water .","Ein schwarz @-@ weißer Hund spielt im Wasser ."
"A child on a fake horse ride .","Ein Kind auf einem Schaukelpferd ."
"A man with a microphone reads from a piece of paper as he stands in front of two men holding tubas .","Ein Mann mit Mikrofon steht vor zwei Männern mit Tubas und liest etwas von einem Stück Papier vor ."
"A crowd is watching a dog climb up a staircase .","Eine Menschenmenge sieht zu , wie ein Hund eine Treppe hochklettert ."
"An woman sits on a gray bench in front of a concrete wall with graffiti .","Eine Frau sitzt auf einer grauen Bank vor einer Betonwand mit Graffiti ."
"A man wearing a black shirt and jeans is bowling with a ball and 9 spray cans .","Ein Mann mit schwarzem Hemd und Jeans spielt mit einem Ball und 9 Sprühdosen Bowling ."
"A woman in a dark blue T @-@ shirt is weaving a striped piece of material .","Eine Frau mit einem dunkelblauen T @-@ Shirt webt etwas Gestreiftes ."
"An antelope runs through tall brown grass .","Eine Antilope rennt durch hohes braunes Gras ."
"A lady wearing a ball cap learns to weave cloth from a lady instructor .","Eine Dame mit Schildkappe lernt von einer Lehrerin wie man Stoff webt ."
"A street performer with a guitar .","Ein Straßenkünstler mit einer Gitarre ."
"Two men wearing black vests and white shirts and a girl are holding bottles of beer .","Zwei Männer mit schwarzen Westen und weißen Hemden und ein Mädchen , alle mit Bierflaschen ."
"Two individuals intertwined along a cement walkway .","Zwei ineinander verschlungene Personen auf einem Zementweg ."
"Two girls are walking along the street and talking .","Zwei Mädchen gehen die Straße entlang und reden ."
"Man in suit takes a nap in the park .","Ein Mann im Anzug macht im Park ein Nickerchen ."
"A small boy wearing blue balances as he walks on a large rock .","Ein blau gekleideter kleiner Junge balanciert auf einem großen Felsen ."
"Two dogs playing on grass .","Zwei Hunde , die auf einer Wiese spielen ."
"Three men are set up outside in front of a building , each playing an instrument .","Drei Männer haben sich vor einem Gebäude aufgestellt und jeder von ihnen spielt ein Instrument ."
"Cheerleaders are on the field cheering .","Cheerleader sind auf dem Platz und feuern die Spieler an ."
"Mexican women in decorative white dresses perform a dance as part of a parade .","Mexikanische Frauen in hübschen weißen Kleidern führen im Rahmen eines Umzugs einen Tanz auf ."
"Two men wearing coats and holding guns carrying a dead rabbit .","Zwei Männer in Mänteln mit Gewehren , die einen toten Hasen tragen ."
"A man wearing a suit stands on the street with his right hand outstretched .","Ein Mann im Anzug steht mit ausgestreckter rechter Hand auf der Straße ."
"The man waves to his family from atop the bridge .","Der Mann winkt seiner Familie von einer Brücke aus ."
"The picture is of a woman competing in a race doing the backstroke .","Dieses Bild zeigt eine Frau , die bei einem Wettschwimmen Rücken schwimmt ."
"Three men enjoying a good laugh .","Drei Männer lachen so richtig ."
"Two men in light colored shirts and dark pants sit on a balcony conversing as a lone car passes below .","Zwei Männer in hellen Hemden und dunklen Hosen sitzen auf einem Balkon und unterhalten sich , während unten ein einzelnes Auto vorbei fährt ."
"A woman in a pink bikini next to a man in brown .","Eine Frau in einem rosafarbenen Bikini neben einem braun gekleideten Mann ."
"A female walking wearing a string bikini towards a man in a striped shirt .","Eine weibliche Person mit einem String @-@ Bikini , die auf einen Mann mit einem gestreiften Hemd zugeht ."
"Customers standing in line at a food court .","Kunden , die in einem Gastronomiebereich Schlange stehen ."
"The lady ask the dog to give her the ball on their beach walk .","Beim Strandspaziergang bittet die Dame den Hund , ihr den Ball zu gehen ."
"Two kids in a toy car at a gas station .","Zwei Kinder in einem Spielzeugauto an einer Tankstelle ."
"Three kids play on a dirt path in nature .","Drei Kinder spielen in der Natur auf einem Feldweg ."
"A woman waiting by the train tracks .","Eine Frau , die bei den Gleisen wartet ."
"Two ladies are crossing a street right in front of a restaurant .","Zwei Damen überqueren eine Straße direkt vor einem Restaurant ."
"A guy is kayaking through some rapids .","Ein Mann fährt Kajak durch Stromschnellen ."
"A man in a white shirt and black pants stands with his left hand on top of his head .","Ein stehender Mann mit weißem Hemd und schwarzen Hosen hat die linke Hand auf seinem Kopf ."
"Asian children playing by a rail .","Asiatische Kinder spielen neben einem Geländer ."
"3 children wearing hats playing on a horse","3 Kinder mit Mützen , die auf einem Pferd spielen"
"A little girl poses on her bike with her dog in the woods .","Ein kleines Mädchen posiert auf ihrem Fahrrad , während ihr Hund im Wald ist ."
"A young child being hugged by a woman with light brown hair .","Ein Kind , das von einer Frau mit hellbraunen Haaren umarmt wird ."
"Men with bagpipes and kilts stand around in a circle .","Männer mit Dudelsäcken und Kilts stehen im Kreis ."
"Three men in camouflage clothing and another man in a hat and red shirt and blue shorts standing in front of a building .","Drei Männer in Tarnkleidung und ein Mann mit Mütze , rotem Oberteil und blauen Shorts stehen vor einem Gebäude ."
"The man in the striped shirt is taking a picture of the other man in gray .","Der Mann im gestreiften Hemd macht ein Foto von dem anderen , grau gekleideten Mann ."
"Two old men sit next to a young Asian woman in strange looking chairs .","Zwei alte Männer sitzen neben einer jungen asiatischen Frau in komischen Stühlen ."
"Children dressed in Halloween costumes are enjoying a performance .","Kinder in Halloween @-@ Kostümen freuen sich an einer Vorführung ."
"A little girl in a blue coat is rocking on a red playground toy .","Ein kleines Mädchen in einem blauen Mantel schaukelt auf einem roten Spielplatzgerät ."
"A man in a suit passing by a record shop .","Ein Mann im Anzug , der an einem Plattenladen vorbeigeht ."
"A man is walking two poodles on leashes in a city .","Ein Mann geht mit zwei Pudeln an der Leine in einer Stadt Gassi ."
"Little girl in a blue dress uses a pink hula @-@ hoop .","Ein kleines Mädchen in einem blauen Kleid benutzt einen rosafarbenen Hula @-@ Hoop @-@ Reifen ."
"A team of dogs , and a woman following on a bike .","Ein Hundeteam und eine Frau , die einem Fahrrad folgen ."
"A man plays steel drums near the water as people pass by .","Ein Mann spielt Stahlfässer am Wasser , während Leute vorbeigehen ."
"A man in a yellow hat holds a colorful blow @-@ up hammer .","Ein Mann mit einer gelben Mütze hält einen bunten aufblasbaren Hammer ."
"Three people walk past a man playing a flute on the sidewalk .","Drei Personen gehen an einem Mann auf dem Bürgersteig vorbei , der Flöte spielt ."
"Young women wearing a brown two piece swimsuit building a sand castle on a beach .","Junge Frauen mit einem braunen , zweiteiligen Badeanzug bauen eine Sandburg am Strand ."
"A family is lounging on their porch .","Eine Familie liegt auf der Veranda herum ."
"Three people are looking at the ground near a table and several chairs .","Drei Personen blicken in der Nähe eines Tischs und mehrerer Stühle auf den Boden ."
"Two small children climbing the steps onto a plane .","Zwei kleine Kinder klettern die Stufen zu einem Flugzeug hinauf ."
"Two hockey players stand and compete for the puck while a goalie crouches in front of the net .","Zwei Hockeyspieler stehen und kämpfen um den Puck , während ein Goalie vor dem Netz kauert ."
"The hikers are climbing up the mountains .","Die Wanderer erklimmen die Berge ."
"A runner is being handed a water bottle from a woman in a teal jacket holding an umbrella .","Ein Wettläufer bekommt von einer Frau in einer türkisen Jacke mit einem Schirm eine Wasserflasche gereicht ."
"A lady and a toddler stare at themselves in a mirror .","Eine Dame und ein Kleinkind sehen sich im Spiegel an ."
"An asian woman in a pink sweater holding incense sticks .","Eine asiatische Frau in rosafarbenem Pullover , die Räucherstäbchen hält ."
"A child sliding face first down a metal tube","Ein Kind , das mit dem Kopf nach vorne ein Metallrohr herunterrutscht ."
"A man holds on to a handle in the water .","Ein Mann hält sich an einem Griff im Wasser ."
"A group of people looking at a little baby with blond @-@ hair .","Mehrere Personen betrachten ein kleines blondes Baby ."
"A boy in a swimsuit walking in the sand towards the water","Ein Junge in einer Badehose , der im Sand auf das Wasser zu geht"
"A man in a purple shirt , surrounded by people .","Ein Mann mit violettem Hemd , umgeben von Menschen ."
"An orange cat with black stripes on a beach .","Eine orangefarbene Katze mit schwarzen Streifen am Strand ."
"Kids playing basketball in an old court .","Kinder , die auf einem alten Platz Basketball spielen ."
