"src","tgt"
"A man throws the bowling ball to knock down the last pin .","Ein Mann wirft die Bowlingkugel , um den letzten Kegel umzuwerfen ."
"A woman dressed in a traditional wrap can be seen through a small hole archway .","Eine traditionell gekleidete Frau ist durch das kleine Loch eines Torbogens zu sehen ."
"A woman carrying a bowl on her head is walking ahead of a child outside .","Eine Frau mit einer Schüssel auf dem Kopf geht im Freien vor einem Kind her ."
"Two chefs trying to figure out how to prepare the meal .","Zwei Köche versuchen herauszufinden , wie man die Mahlzeit zubereitet ."
"Several men are walking and standing in John A. Noble facility .","Mehrere Männer gehen und stehen in einer John A. Noble Einrichtung ."
"A child is playing among a flock of birds in the park .","Ein Kind spielt mitten in einem Vogelschwarm im Park ."
"A Food Vendor selling food at a street market .","Ein Essensverkäufer , der auf einem Straßenmarkt Essen verkauft ."
"An Asian woman in black clothing is sitting in a public place .","Eine schwarz gekleidete asiatische Frau sitzt an einem öffentlichen Ort ."
"The building is covered with red & amp ; black graffiti .","Das Gebäude ist mit rot @-@ schwarzen Graffiti bedeckt ."
"A man in a canoe paddles while another man tosses a net out into a large body of water .","Ein Mann im Kanu paddelt in einem großen Gewässer , während ein anderen Mann in ein Netz auswirft ."
"A normal sunny day in a big city .","Ein normaler sonniger Tag in einer Großstadt ."
"A big black dog bares its teeth while running through the snow .","Ein großer schwarzer Hund rennt durch den Schnee und bleckt die Zähne ."
"A man is being attacked by a German Shepherd .","Ein Mann wird von einem Deutschen Schäferhund angegriffen ."
"A loving woman kneeling down near 3 cats while tending to and feeding an injured cat .","Eine liebe Frau kniet bei 3 Katzen und versorgt und füttert eine verletzte Katze ."
"A big man plays guitar on stage .","Ein großer Mann spielt auf der Bühne Gitarre ."
"A young child is sitting in a swing at a playground .","Ein Kind sitzt in einer Schaukel auf dem Spielplatz ."
"A man peers at an object through a microscope .","Ein Mann blickt durch ein Mikroskop auf eine Objekt ."
"Three brightly robed girls are sitting on a rock ground in front of a large rock .","Drei Mädchen in leuchtender Kleidung sitzen auf steinigem Boden vor einem großen Felsen ."
"A bundled up toddler is walking over snow .","Ein eingepacktes Kleinkind geht über den Schnee ."
"Many individuals are waiting patiently for the line to go down to enter this building .","Viele Einzelpersonen warten geduldig darauf , dass sich die Schlange in das Gebäude hinein bewegt ."
"A fisherman in a field near a lake .","Ein Fischer in einem Feld in der Nähe eines Sees ."
"Two young children are playing with a teenage girl who is blindfolded .","Zwei Kinder spielen mit einer Teenagerin mit verbundenen Augen ."
"A man being picked up by his teammates to catch the ball .","Ein Mann wird von seinen Mitspielern hochgehoben , um den Ball zu fangen ."
"A young boy kicking a soccer ball with a young girl in the background .","Ein Junge , der einen Fußball kickt , mit einem Mädchen im Hintergrund ."
"Two teams battle it out for the win !","Zwei Teams kämpfen um den Sieg ."
"A snowboarder is taking a picture in front of some trees .","Ein Snowboarder macht vor ein paar Bäumen ein Foto ."
"A man wearing jeans and a hooded , long @-@ sleeved top , and a backpack , walks in a desert .","Ein Mann mit Jeans , langärmeligem Kapuzenpulli und Rucksack geht durch eine Wüste ."
"Three young women embrace while displaying baked goods in kitchen .","Drei junge Frauen zeigen Backwaren in der Küche und umarmen sich ."
"A boy and girl run across a grassy field towards a forested hill .","Ein Junge und ein Mädchen rennen über eine Wiese auf einen bewaldeten Hügel zu ."
"A group of men and women gather around a conference table .","Eine aus Männern und Frauen bestehende Gruppe ist um einen Konferenztisch versammelt ."
"Two dark @-@ haired girls are in a crowd .","Zwei dunkelhaarige Mädchen befinden sich in einer Menschenmenge ."
"A woman wearing a yellow jacket skis down a snowy hill .","Eine Frau mit gelber Jacke fährt mit Skiern einen verschneiten Hügel hinunter ."
"A woman stands with a ferret and a dog .","Eine Frau steht mit einem Frettchen und einem Hund da ."
"A male is sitting at a table with a coffee cup in front of his left arm .","Eine männliche Person sitzt mit einer Tasse Kaffee vor seinem linken Arm an einem Tisch ."
"Kids play in a blow up playground .","Kinder spielen in einem aufblasbaren Spielplatz ."
"A young boy welds a piece of metal while shielding his face .","Ein Junge schützt sein Gesicht und schweißt ein Stück Metall an ."
"A man walking 3 dalmatians along a sunny street .","Ein Mann , der 3 Dalmatiner auf einer sonnigen Straße ausführt ."
"These three men are jogging the same direction down a city street wearing sunglasses .","Diese drei Männer tragen Sonnenbrillen und joggen auf einer städtischen Straße in dieselbe Richtung ."
"A group of women competing in roller derby .","Eine Gruppe von Frauen , die an einem Rollschuh @-@ Derby teilnimmt ."
"A broen haired woman wearing a black coat with coffee in her hand","Eine braunhaariger Frau mit schwarzem Mantel mit einem Kaffee in der Hand"
"A little boy is paining a plate .","Ein kleiner Junge malt einen Teller ."
"The large brown dog is paddling in the water .","Ein großer brauner Hund paddelt im Wasser ."
"Two men in business attire standing behind a camera .","Zwei Männer in Geschäftskleidung stehen hinter einer Kamera ."
"Young friends in a park relaxing and enjoying conversation with each other .","Junge Freunde im Park entspannen sich und unterhalten sich miteinander ."
"An Asian band in a parade with a female band majorette .","Eine asiatische Band in einer Parade , mit einer weiblichen Majorette ."
"Three girls dressed alike in plaid skirts and hats , green sweaters , and blue knee socks walk together .","Drei gleich gekleidete Mädchen mit karierten Röcken und Mützen , grünen Pullovern und blauen Kniestrümpfen sind zusammen unterwegs ."
"A girl throwing a soccer ball while sitting down .","Ein Mädchen , das im Sitzen einen Fußball wirft ."
"A girl in a pink jersey and green knee high socks kicks a soccer ball .","Ein Mädchen mit rosafarbenem Trikot und grünen Kniestrümpfen kickt einen Fußball ."
"A girl walking in front of a soccer net during a game .","Ein Mädchen , das bei einem Spiel vor einem Fußballnetz läuft ."
"A man , who is wearing a black cap and a mostly gray hoodie , seems to be at a party .","Ein Mann , der eine schwarze Mütze und einen überwiegende grauen Kapuzenpulli trägt , scheint sich auf einer Party zu befinden ."
"A man is sitting on a black and brown dog .","Ein Mann sitzt auf einem schwarz @-@ braunen Hund ."
"A red convertible is driving down the road and is stopped by an onlooker .","Ein rotes Kabrio fährt die Straße entlang und wird von einem Beobachter angehalten ."
"Black man painting a sign .","Ein schwarzer Mann , der ein Schild malt ."
"A boy wearing a green shirt is jumping in front of a lane at a bowling alley .","Ein Junge mit grünem Hemd , der auf einer Bowlingbahn vor einen Bahn springt ."
"The two woman are looking at something .","Die beiden Frauen blicken auf etwas ."
"A girl kicks a ball with three girls doing the same in the background .","Ein Mädchen kickt einen Ball , während drei Mädchen im Hintergrund dasselbe tun ."
"A little girl playing in a soccer game .","Ein kleines Mädchen spielt in einem Fußballspiel ."
"Four young girls in green and blue uniforms play soccer together .","Vier Mädchen in grün @-@ blauem Fußballdress spielen zusammen Fußball ."
"A young girl prepares to kick a pink soccer ball .","Ein Mädchen bereitet sich darauf vor , einen rosafarbenen Fußball zu kicken ."
"A girl footballer stands near a fence about to toss the ball back into play .","Eine junge Fußballerin steht bei einem Zaun und ist gerade dabei , den Ball zurück ins Spiel zu werfen ."
"An older man sitting outside in the sun watching something under his umbrella .","Ein älterer Mann , der draußen in der Sonne unter seinem Schirm sitzt und etwas beobachtet ."
"A young man and an older man sit on a plaid loveseat .","Ein junger Mann und ein älterer Mann sitzen auf einem kleinen karierten Sofa ."
"Two women holding children talking to one another .","Zwei Frauen , die Kinder halten , sprechen miteinander ."
"A blond @-@ haired toddler boy looks ahead while a blond @-@ haired woman adjusts his collar .","Ein blondhaariges männliches Kleinkind blickt nach vorne , während eine blondhaarige Frau seinen Kragen richtet ."
"A woman dressed in black is silhouetted against a cloud darkened sky .","Eine schwarz gekleidete Frau steht als Silhouette vor einem durch Wolken verdunkelten Himmel ."
"A child with a moose on his shirt is playing with a train set .","Ein Kind mit einem Rentier auf seinem Hemd spielt mit einer Eisenbahn ."
"A child looks nervous at the top of a slide .","Ein Kind oben auf einer Rutsche blickt nervös ."
"A soccer game being played as the sun sets .","Ein Fußballspiel bei Sonnenuntergang"
"A young boy wearing Mr. Potato Head teeth and glasses .","Ein Junge , der Zähne und Brille von Mr. Potato Head trägt ."
"Several people stand on stage with their arms held up in the air .","Mehrere Personen stehen mit hochgehaltenen Armen auf der Bühne ."
"A girl wearing a yellow jacket sitting on a stone lion .","Ein Mädchen mit einer gelben Jacke sitzt auf einem Steinlöwen ."
"4 people standing next to a fire cooking a meal","4 Personen stehen neben einem Feuer und bereiten eine Mahlzeit zu ."
"A young girl chasing a duck with bread in her hands .","Ein Mädchen mit Brot in den Händen verfolgt eine Ente ."
"Two people are together and one of them is using a microphone .","Zwei Personen sind zusammen , und eine davon benutzt ein Mikrofon ."
"A man with glasses climbing a rock wall .","Ein Mann mit Brille , der auf eine Felswand klettert ."
"A man in a yellow reflective vest squats on a lawn while using on a cellphone .","Ein Mann mit gelber reflektierender Weste hockt auf dem Rasen und benutzt ein Handy ."
"Five cricket players are lounging on the grass .","Fünf Kricketspieler liegen auf dem Gras ."
"A woman in white is throwing a boy into the air .","Eine weiß gekleidete Frau wirft einen Jungen in die Luft ."
"One young man is wearing a hat and protective goggles while snowboarding .","Ein junger Mann beim Snowboarding trägt eine Mütze und eine Schutzbrille ."
"A man in a snorkel is swimming in the water viewing aquatic life .","Ein Mann mit Schnorchel schwimmt und betrachtet das Leben im Wasser ."
"Some African American young adults are playing volleyball .","Ein paar afroamerikanische junge Erwachsene spielen Volleyball ."
"A man is building a large sand castle on the beach .","Ein Mann baut eine große Sandburg am Strand ."
"A man on Rollerblades glides down a park path .","Ein Mann auf Rollerblades fährt auf einem Parkweg ."
"Two puppies are playing in the green grass .","Zwei Welpen spielen im grünen Gras ."
"An Asian man is carrying a baby in a matching robe .","Ein asiatischer Mann trägt ein Baby in einem passenden Überwurf ."
"A man plays his guitar in a dimly lit room .","Ein Mann spielt in einem schwach beleuchteten Raum Gitarre ."
"A dog is jumping to catch a Frisbee .","Ein Hund springt , um eine Frisbee @-@ Scheibe zu fangen ."
"Two guys and a woman standing and talking in a playground .","Zwei Männer und eine Frau stehen auf einem Spielplatz und reden miteinander ."
"A young girls is laying in a snow cave","Ein Mädchen liegt in einer Schneehöhle ."
"A woman in blue sits on a curb next to blue railings in front of the ocean .","Eine blau gekleidete Frau sitzt auf einem Bordstein neben einem blauen Geländer vor dem Meer ."
"People are walking down a street .","Leute gehen eine Straße entlang ."
"A group of young boys in red robes are bringing their pots to be filled with water .","Mehrere Jungen in roten Gewändern bringen ihre Töpfe , um sie mit Wasser füllen zu lassen ."
"A professional swimmer racing to the finish line .","Ein professioneller Schwimmer , der schnell zur Ziellinie schwimmt ."
"A man is in a pool getting ready to begin a race .","Ein Mann in einem Schwimmbad bereitet sich auf ein Wettschwimmen vor ."
"An Indian woman using a pulley to obtain a jug .","Eine indische Frau verwendet einen Seilzug , um einen Krug zu bekommen ."
"A group of synchronized swimmer arrange themselves in a star shape in a pool .","Eine Gruppe Synchronschwimmer ordnet sich in einem Schwimmbecken in Sternform an ."
"A brown dog shaking off water .","Ein brauner Hund , der sich Wasser aus dem Fell schüttelt ."
"Two women on a movie set reviewing film","Zwei Frauen an einem Filmset , die Aufnahmen überprüfen"
"A man and woman laughing .","Ein Mann und eine Frau , die lachen ."
"Three girls wear straw hats and dance on a stage .","Drei Mädchen tragen Strohhüte und tanzen auf einer Bühne ."
"A man in a workout suit is reading to a woman .","Ein Mann in einem Trainingsanzug liest einer Frau vor ."
"A young man and woman are at a dinner table with food in front of them .","Ein junger Mann und eine Frau sitzen mit Essen vor sich am Esstisch ."
"Two joyful people are walking down the city street .","Zwei frohe Leute gehen eine städtische Straße entlang ."
"A woman bends over to attend to her child in a yellow jacket .","Eine Frau beugt sich nach vorn , um nach ihrem Kind mit der gelben Jacke zu sehen ."
"A woman is walking and dragging a suitcase .","Eine Frau zieht einen Koffer hinter sich her ."
"A man jumping in the sand along the shore while holding something in his hand .","Ein Mann , der im Sand am Strand entlang springt und etwas in der Hand hält ."
"Construction in the city at night .","Nächtliche Bauarbeiten in der Stadt ."
"Two police officers in bright yellow uniforms are standing and talking to one another .","Zwei Polizisten mit leuchtend gelben Uniformen stehen da und reden miteinander ."
"A black man is pulling a blue shirt while distracted .","Ein schwarzer Mann zieht an einem blauen Hemd und wird abgelenkt ."
"Two men in business suits are discussing a topic while standing up in front of a podium .","Zwei Männer in Geschäftsanzügen erörtern vor einem Podium stehend ein Thema ."
"A dance performance is going on in front of an audience .","Es findet eine Tanzaufführung vor einem Publikum statt ."
"A gray and white puddle fighting next to another black and brown dog on a bed .","Ein grau @-@ weißer Pudel , der neben einem anderen schwarz @-@ braunen Hund auf einem Bett kämpft ."
"Man in sunglasses and leather jacket looking down","Ein Mann mit Sonnenbrille und Lederjacke , der nach unten blickt ."
"A young boy climbs a spiral staircase in a room full of books .","Ein Junge geht eine Wendeltreppe zu einem Raum voller Bücher hoch ."
"A young boy swings a bat at a large baseball .","Ein Junge schwingt einen Schläger in Richtung eines großen Baseballs ."
"A man and a woman are having drinks at a table .","Ein Mann und eine Frau trinken etwas an einem Tisch ."
"A man is setting up equipment for a rock show .","Ein Mann stellt die Ausrüstung für eine Rockshow auf ."
"A person is walking their dog on a leash while a child in a red shirt rides by on a skateboard","Eine Person führt ihren Hund an der Leine spazieren , während ein Kind mit einem roten Oberteil auf einem Skateboard vorbei fährt ."
"A man leans against a building near a busy street .","Ein Mann lehnt sich in der Nähe einer belebten Straße an ein Gebäude ."
"A store with Wii consoles in it and people looking at them .","Ein Laden mit Wii @-@ Konsolen und Leuten , die sie ansehen ."
"A black dog caught in mid @-@ jump catching a toy in his mouth .","Ein schwarzer Hund mitten im Sprung , während er mit dem Maul ein Spielzeug fängt ."
"A woman in a plaid coat is standing in front of washing machines inside a laundromat .","Eine Frau mit kariertem Mantel steht in einem Waschsalon vor Waschmaschinen ."
"Men behind windows with bars on them .","Männer hinter Fenstern mit Stäben davor ."
"A man on a huge chunk of snow , holding a rope .","Ein Mann auf einem Schneehaufen , der ein Seil hält ."
"A woman happily opened her gift and discovers a KitchenAid blender .","Eine fröhliche Frau hat ihr Geschenk geöffnet und entdeckt einen Mixer von KitchenAid ."
"Crowd waiting on Main Street subway platform for a train .","Eine Menschenmenge , die auf dem Main Street U @-@ Bahn @-@ Bahnsteig auf einen Zug wartet ."
"A man and woman are waiting for their food at a restaurant .","Ein Mann und eine Frau warten in einem Restaurant auf ihr Essen ."
"A man with black hair and glasses is holding a camera on a tripod .","Ein Mann mit schwarzen Haaren und Brille hält eine Kamera auf einem Stativ ."
"Man with blue pants flipping in the air .","Ein Mann mit blauen Hosen , der einen Salto macht ."
"Two men in a band play guitar and sing on stage .","Zwei Männer in einer Band sind auf einer Bühne und spielen Gitarre und singen ."
"A girl climbing a chain link fence .","Ein Mädchen klettert auf einen Maschendrahtzaun ."
"A member of a band is playing a keyboard .","Ein Mitglied einer Band spielt Keyboard ."
"The Bellingham High School band performing .","Die Bellingham High School Band tritt auf ."
"Two men and a woman are standing in water with a golden retriever .","Zwei Männer und eine Frau stehen mit einem Golden Retriever im Wasser ."
"An African American man holding a guitar looking out the window .","Ein afroamerikanischer Mann hält eine Gitarre und blickt aus dem Fenster ."
"Child in blue shirt smiles about what 's in his hand .","Ein Kind mit blauem Oberteil lächelt über etwas , das in seiner Hand ist ."
"A person in a yellow shirt sits on a sidewalk .","Eine Person mit gelbem Oberteil sitzt auf einem Bürgersteig ."
"There is girl standing on the pier wearing a blue shirt and holding a fishing rod .","Ein Mädchen mit einem blauen Oberteil steht auf dem Pier und hält eine Angelrute ."
"A blond girl sleeps on a couch .","Ein blondes Mädchen schläft auf einer Couch ."
"The brown dog is being chased by a black dog while holding a small toy in his mouth .","Der braune Hund wird von einem schwarzen Hund verfolgt und hält ein kleines Spielzeug im Maul ."
"Two black and brown dogs looking at each other .","Zwei schwarz @-@ braune Hunde blicken einander an ."
"A crowd of people sit at round tables in a banquet hall .","Viele Personen sitzen in einem Festsaal an runden Tischen ."
"Two women wearing open toed shoes are riding a motorcycle .","Zwei Frauen mit Sandalen fahren Motorrad ."
"A girl riding a bike with her helmet on with overcast weather .","Ein Mädchen fährt bei bedecktem Himmel mit aufgesetztem Helm Fahrrad ."
"A group of people are enjoying themselves at a table .","Eine Personengruppe sitzt an einem Tisch ."
"A man playing a guitar while standing in front of a microphone singing .","Ein Mann steht vor einem Mikrofon und spielt Gitarre und singt ."
"This lady is singing in a club .","Diese Dame singt in einem Club ."
"A black dog is facing a brown dog in an open outdoor space .","Ein schwarzer Hund steht auf einer offenen Fläche im Freien einem braunen Hund gegenüber ."
"A woman in pink walking under the twin flyovers","Eine rosa gekleidete Frau , die unter der Doppelüberführung entlang geht ."
"Two people in brightly colored outfits handle squares of fabric with colorful designs .","Zwei farbenfroh gekleidete Personen mit bunt gemusterten Stoffquadraten ."
"A young girl in a beige dress running near a wooded area .","Ein Mädchen in einem beigen Kleid , das bei einem Waldgebiet rennt ."
"Two children play on the bed with a remote control .","Zwei Kinder spielen auf einem Bett mit einer Fernbedienung ."
"Children playing soccer , one in the process of kicking the ball .","Kinder spielen Fußball , eines ist gerade dabei , den Ball zu kicken ."
"A short @-@ haired , brunette woman singing into the microphone up on stage with her band .","Eine Frau mit kurzen braunen Haaren , die auf einer Bühne mit ihrer Band in das Mikrofon singt ."
