"src","tgt"
"A man in a sweatshirt places a garbage bag over a mailbox .","Ein Mann mit einem Sweatshirt stülpt eine Mülltüte über einen Briefkasten ."
"A man in a black shirt and baseball cap picking up trash in an empty lot .","Ein Mann mit schwarzem Hemd und Baseballmütze hebt auf einem leeren Grundstück Müll auf ."
"A baby plays with food while sitting in a highchair .","Ein Baby sitzt in einem Hochstuhl und spielt mit Essen ."
"A man sits on a red cloth on the ground near a blue post .","Ein Mann sitzt auf einem roten Tuch in der Nähe eines blauen Pfostens auf dem Boden ."
"A group of several teenage boys walking along the roadside with a garbage bag .","Eine aus mehreren männlichen Teenagern bestehende Gruppe geht mit einer Mülltüte am Straßenrand entlang ."
"A girl and a boy are sitting next to each other in a vehicle .","Ein Mädchen und ein Junge sitzen nebeneinander in einem Fahrzeug ."
"A man with a visor and blue top has thrown a Frisbee off into the distance .","Ein Mann mit Schild und blauem Oberteil hat eine Frisbeescheibe weit weg geworfen ."
"One guy about to throw a Frisbee .","Ein Mann , der kurz davor steht , eine Frisbeescheibe zu werfen ."
"A man is throwing a blue frisbee at a frisbee golf target .","Ein Mann wirft eine blaue Frisbee @-@ Scheibe auf ein Frisbee @-@ Golfziel ."
"Two men packaging donuts in plastic wrap .","Zwei Männer verpacken Donuts in Kunststofffolie ."
"A boy in a gray hooded sweatshirt is throwing away a bag of garbage into a green dumpster .","Ein Junge mit einem grauen Kapuzenpulli wirft eine Tüte mit Müll in eine grüne Mülltonne ."
"Men and women eating as one women is working on a computer .","Männer und Frauen essen , während eine Frau am Computer arbeitet ."
"Two asian women are holding up a partially filled trash bag , smiling .","Zwei asiatische Frauen halten eine zum Teil gefüllte Mülltüte hoch und lächeln ."
"Man in black carrying tattered cloth .","Ein schwarz gekleideter Mann trägt zerfetzten Stoff ."
"A young man is taking a bag of trash to the dumpster , after picking up litter on the street .","Ein junger Mann bringt eine Mülltüte zur Mülltonne , nachdem er Abfälle auf der Straße aufgesammelt hat ."
"A couple walking on a sidewalk along a strip mall .","Ein Paar , das auf dem Bürgersteig einer Einkaufsstraße geht ."
"A man wearing a green tank top and a white hat singing into a microphone .","Ein Mann mit einem grünen Tanktop und einer weißen Mütze singt in ein Mikrofon ."
"A young man in a colorful costume sings into a microphone .","Ein junger Mann in einem bunten Kostüm singt in ein Mikrofon ."
"A man throwing a garbage man into a dumpster while another man holds the lid .","Ein Mann , der einen Müllmann in eine Mülltonne wirft , während ein anderer Mann den Deckel hält ."
"Men in colorful shirts show camaraderie after a bicycle race .","Männer in farbenfrohen Hemden zeigen sich nach einem Fahrradrennen kameradschaftlich ."
"A boy floats with the aid of a brown device in a body of water .","Ein Junge schwimmt mithilfe einer braunen Vorrichtung in einem Gewässer ."
"A group of people in hard hats building a house .","Eine Gruppe von Personen mit Schutzhelmen , die ein Haus bauen ."
"A group of construction workers building a house .","Mehrere Bauarbeiter , die ein Haus bauen ."
"Three men are building a roof .","Drei Männer bauen ein Dach ."
"Four children are reading a recipe in a professional kitchen while the ingredients are laid out on the table .","Vier Kinder lesen in einer Profi @-@ Küche ein Rezept , während die Zutaten auf dem Tisch liegen ."
"Two people with bikes standing in front of a building .","Zwei Personen mit Fahrrädern stehen vor einem Gebäude ."
"There is a group of children getting their picture taken with presents .","Eine Kindergruppe mit Geschenken wird fotografiert ."
"A fisherman has his foot caught in his net .","Ein Fischer hat sich mit seinem Fuß im Netz verfangen ."
"A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat .","Ein Mann mit nacktem Oberkörper , blauen Shorts und Baseballmütze steht im vorderen Bereich eines Boots ."
"A man is standing in water thinking about something .","Ein Mann steht im Wasser und denkt über etwas nach ."
"Two men dressed up before a big event .","Zwei Männer , die sich für ein wichtiges Ereignis schick gemacht haben ."
"A man sings and plays a white guitar .","Ein Mann singt und spielt auf einer weißen Gitarre ."
"A man walking while holding the hand of a small child .","Ein Mann hält beim Gehen die Hand eines Kleinkinds ."
"A teenage boy performs a stunt on his skateboard in a skate park .","Ein männlicher Teenager in einem Skate @-@ Park macht auf seinem Skateboard ein Kunststück ."
"An older man is standing next to a display of wooden trays .","Ein älterer Mann steht neben ausgestellten Holztabletts ."
"Coeds sit on a stone picnic table and eat lunch in the courtyard .","Mädchen und Jungen sitzen an einem Picknicktisch aus Stein im Hof und essen ihr Mittagessen ."
"A man stands near a street in a suit with a sign saying  Stop raping my wife ! ","Ein Mann in einem Anzug steht mit einem Schild mit der Aufschrift „ Stop raping my wife ! “ in der Nähe einer Straße ."
"People skating at a rollerskating rink .","Leute , die auf einer Rollschuhbahn Rollschuh laufen ."
"A boy with red @-@ hair holds up an ice cream cone for an older man to sample .","Ein rothaariger Junge hält einem älteren Mann eine Eistüte hin , damit er davon kosten kann ."
"A young boy is playing in a stream bed","Ein Junge spielt in einem Bachbett ."
"People in a dark room that has walls illuminated by green lights and one person is holding up their cellphone .","Personen in einem dunklen Raum mit Wänden , die von grünen Lampen beleuchtet werden , und eine Person hält ihr Handy hoch ."
"A man wearing a shirt and tie at the top of an elevator shaft .","Ein Mann mit Hemd und Krawatte am oberen Ende eines Aufzugsschachts ."
"A man plugging in a wire while holding a guitar .","Ein Mann , der eine Gitarre hält und ein Kabel einsteckt ."
"Two men are using tools cutting into a green trailer .","Zwei Männer schneiden mit Werkzeugen in einen grünen Anhänger ."
"A father and his son cutting a cake during a dinner party held at their residence in texas .","Ein Vater und sein Sohn , die auf einer Dinnerparty auf ihrem Landsitz in Texas einen Kuchen aufschneiden ."
"Two men are standing and one has a hose .","Zwei Männer stehen da , und einer hat einen Schlauch ."
"Wet black and white dog with black nose shaking off water .","Ein nasser schwarz @-@ weißer Hund mit schwarzer Nase , der sich das Wasser aus dem Fell schüttelt ."
"A blond @-@ haired woman walks a dog down the street in flip @-@ flops .","Eine blonde Frau geht in Flipflops mit einem Hund auf der Straße Gassi ."
"A man in a blue shirt walks holding a young boy 's hand outside in a garden .","Ein Mann mit blauem Hemd hält die Hand eines Jungen und geht in einem Garten spazieren ."
"A boy stands in water near a Frisbee .","Ein Junge steht in der Nähe einer Frisbeescheibe im Wasser ."
"A woman sits with her feet in a shallow pool and looks at a puppy .","Eine Frau sitzt mit den Füßen in einem flachen Tümpel und blickt auf einen Welpen ."
"A man with a blue mask reading a book .","Ein Mann mit blauer Maske , der ein Buch liest ."
"A black and white dog wearing a harness licks a brunette wearing glasses .","Ein schwarz @-@ weißer Hund , der ein Geschirr trägt , leckt eine braunhaarige Frau mit Brille ."
"Woman in a green top and blue jeans bowling .","Eine Frau mit grünem Oberteil und blauen Jeans beim Bowling ."
"A man with a cigarette in his mouth is riding a motorcycle .","Ein Mann mit einer Zigarette im Mund fährt Motorrad ."
"A group of children in blue clothes stand by a gate .","Eine Gruppe blau gekleideter Kinder steht bei einem Tor ."
"Two men in white shirts working in a old building .","Zwei Männer mit weißen Hemden arbeiten in einem alten Gebäude ."
"A street scene featuring oncoming traffic , including cars and motorbikes .","Eine Straßenszene mit entgegenkommendem Verkehr , einschließlich Autos und Motorräder ."
"Two women wearing gray t @-@ shirts , one holding two brown paper bags , leaving a charted bus .","Zwei Frauen mit grauen T @-@ Shirts , von denen eine zwei braune Papiertüten hält , verlassen einen Reisebus ."
"A woman in a tank @-@ top , cutting another woman 's clothing .","Eine Frau in einem Pullunder , die die Kleidung einer anderen Frau zuschneidet ."
"A baby with brown curly hair enjoying a drink .","Ein Baby mit braunen Locken trinkt etwas ."
"Large earth moving equipment at work .","Große Erdbaumaschinen bei der Arbeit ."
"A man in a hard hat is operating a digger .","Ein Mann mit Schutzhelm bedient einen Bagger ."
"A brown dog in a canoe looks out over still waters .","Ein brauner Hund in einem Kanu blickt auf stilles Wasser ."
"Three men in white are painting the railing of the pier blue .","Drei weiß gekleidete Männer streichen das Geländer des Piers blau ."
"A group of people sitting on a deck .","Mehrere Menschen sitzen auf einem Deck ."
"People are having a conversation and a water bottle fell on the ground .","Leute unterhalten sich , und eine Wasserflasche ist auf den Boden gefallen ."
"A boy in blue and green pants lies against a wall .","Ein Junge in blau @-@ grünen Hosen liegt an einer Wand ."
"A tan dog is standing in front of some plants .","Ein gelbbrauner Hund steht vor ein paar Pflanzen ."
"A man is wrestling a bull while spectators watch .","Ein Mann kämpft vor Zuschauern mit einem Bullen ."
"An elderly women buying shampoo and conditioner at a store .","Eine ältere Frau , die in einem Laden Shampoo und Haarfestiger kauft ."
"A photographer is taking photos of flowers .","Ein Fotograf fotografiert Blumen ."
"A rock climber leans out from a crag against a deep blue sky .","Ein Kletterer lehnt sich aus einer Felswand heraus in einen tiefblauen Himmel ."
"A man and a woman in glasses blow bubbles .","Ein Mann und eine Frau mit Brille machen Seifenblasen ."
"A group of young men are wrestling and horsing around in a dirt pit .","Eine Gruppe junger Männer in einer Erdgrube , die miteinander ringen und Blödsinn treiben ."
"The women is holding a picture of a child laying on the ground .","Die Frau hält das Bild eines Kindes , das auf dem Boden liegt ."
"A man in a white coat cutting meat with a very sharp cleaver .","Ein Mann mit einem weißen Mantel , der mit einem sehr scharfen Hackbeil Fleisch schneidet ."
"It looks like choir practice in an older ornate church .","Es sieht aus , wie eine Chorprobe in einer älteren , prunkvollen Kirche ."
"A man is walking down the street on an Autumn day , kicking leaves in the air .","Ein Mann geht an einem Herbsttag die Straße entlang und kickt Blätter in die Luft ."
"The man in the orange shirt is giving a speech .","Der Mann im orangefarbenen Hemd hält eine Rede ."
"Two children are playing with a soccer ball on grass .","Zwei Kinder spielen mit einem Fußball auf der Wiese ."
"A little redheaded boy plays Whack Em !","Eine kleiner rothaariger Junge spielt „ Whack Em ! “ ."
"A dog is on a leash held by a woman in white shoes .","Ein Hund wird von einer Frau mit weißen Schuhen an der Leine gehalten ."
"A man shaving neck with razor .","Ein Mann rasiert seinen Nacken mit einem Rasierer ."
"A woman is eating a salad in the stands at an arena event .","Eine Frau bei einer Sportveranstaltung isst auf den Rängen einen Salat ."
"People search for their seats in a stadium .","Leute suchen im Stadion nach ihren Plätzen ."
"Two toddlers are eating corndogs in a small wagon or bin .","Zwei Kleinkinder essen Maiskolben in einem kleinen Waggon oder Verschlag ."
"Bicyclists , a woman pushing a child in a stroller , and people sitting in a park .","Fahrradfahrer , eine Frau , die ein Kind im Sportwagen schiebt , und Leute , die in einem Park sitzen ."
"A young boy in a blue shirt stands next to a woman sitting on the ground .","Ein Junge in blauem Hemd steht neben einer Frau , die auf dem Boden sitzt ."
"A woman reaches into a box of candy while a man stands nearby .","Eine Frau fasst in eine Bonbondose , während ein Mann in der Nähe steht ."
"Several people watch a female rock band performing on a stage full of yellow banners .","Mehrere Leute sehen einer Frauen @-@ Rockband zu , die auf einer Bühne voller gelber Spruchbänder auftritt ."
"A woman is listening to the band on stage .","Eine Frau hört der Band auf der Bühne zu ."
"An older woman smiling , in a blue coat , with her dog .","Eine lächelnde ältere Frau in einem blauen Mantel mit ihrem Hund ."
"A man showering in a home outdoor shower facility .","Ein Mann , der sich zu Hause im Freien duscht ."
"A man in a blue shirt is looking up at a child with a red striped shirt and blue jeans .","Ein Mann mit blauem Hemd blickt zu einem Kind mit einem rot gestreiften Hemd und blauen Jeans auf ."
"A man in a woman within a house happily socializing .","Ein Mann und eine Frau in einem Haus machen es sich gemütlich ."
"A man is cleaning his yard with a leaf blower .","Ein Mann reinigt seinen Hof mit einem Laubbläser ."
"A man and woman look upward on a city block .","Ein Mann und eine Frau auf einem Wohnblock blicken nach oben ."
"A long @-@ haired man is playing the recorder and a seagull is sitting nearby on a wall .","Ein langhaariger Mann spielt Blockflöte , und in der Nähe sitzt eine Möwe auf einer Mauer ."
"Two people running on the shore of a beach","Zwei Leute rennen am Strandufer ."
"Little boy watching baby as brother gets a henna tattoo .","Ein kleiner Junge passt auf das Baby auf , während der Bruder ein Henna @-@ Tattoo bekommt ."
"A man in a gray shirt is yawning .","Ein Mann mit grauem Hemd gähnt ."
"A chef working on a cooktop stove that is covered with pots and various utensils .","Ein Koch arbeitet an einem Herd , der mit Töpfen und verschiedenen Küchenutensilien bedeckt ist ."
"A boy caches a fish while a girl points at the fish .","Ein Junge fängt einen Fisch , während ein Mädchen auf diesen Fisch zeigt ."
"A barber in a black shirt carefully cutting a young boy 's hair .","Ein Friseur mit schwarzem Hemd schneidet einem Jungen vorsichtig die Haare ."
"Two snorkelers are in a very blue sea swimming by an orange buoy .","Zwei Schnorchler in einem sehr blauen Meer , die an einer orangefarbenen Boje vorbeischwimmen ."
"A woman in an apron and white shirt stands behind a full buffet table , while a man is bent over behind her .","Eine Frau mit Schürze und weißem Oberteil steht hinter einem vollen Buffettisch , während ein Mann hinter ihr sich bückt ."
"A group eating lunch on break .","Eine Gruppe ist in der Pause zu Mittag ."
"Two men kickbox in a ring , one man punching the other .","Zwei Männer machen Kickboxen in einem Ring , ein Mann schlägt den anderen ."
"People stand in a cluttered alley .","Leute stehen in einer unordentlichen Gasse ."
"Two small asian boys are posing for camera in a green gated room .","Zwei kleine asiatische Jungen posieren in einem Raum mit grüner Tür für die Kamera ."
"A group of people are sitting in a circle enjoying themselves .","Eine Gruppe sitzt in einem Kreis und lässt es sich gut gehen ."
"A little old woman peaks out from behind the blue doorway and three pairs of plastic sandals .","Eine kleine alte Frau lugt hinter der blauen Türöffnung und drei Paar Kunststoffsandalen hervor ."
"3 people in a small hut or house .","3 Leute in einer kleinen Hütte oder einem kleinen Haus ."
"A young child is held above a man 's head as her hair flies in the air .","Ein Mädchen wird über den Kopf eines Mannes gehalten und ihre Haare fliegen in der Luft ."
"Two men riding bikes on highway .","Zwei Männer fahren auf der Autobahn Motorrad ."
"There are group of girls from different ethnicity doing children cheerleading moves in a gym on a mat .","Eine Gruppe Mädchen verschiedener ethnischer Herkunft machen auf einer Matte in einer Sporthalle Cheerleaderbewegungen für Kinder ."
"A man in khaki pants is standing on a trashcan and hugging a pole .","Ein Mann in khakifarbenen Hosen steht auf einer Mülltonne mit einem Pfosten im Arm ."
"A group of people jump into a lake in unison .","Eine Gruppe springt unisono in einen See ."
"A dog drinking out of a water spigot .","Ein Hund , der Wasser aus einem Wasserhahn trinkt ."
"A child is pushed by a large wave while holding his yellow surfboard .","Ein Kind wird hält sein gelbes Surfbrett und wird von einer großen Welle geschoben ."
"A graduating student in robes speaks to a professor .","Ein Hochschulabsolvent in Robe spricht bei der Prüfung zu einem Professor ."
"A girl in white is swinging a sword .","Ein weiß gekleidetes Mädchen schwingt ein Schwert ."
"Social awkward girl looking outside a window onto the street outside .","Ein unbeholfen aussehendes Mädchen blickt aus einem Fenster auf die Straße ."
"Two men are hiking with a small child near to some interesting shape rock formations .","Zwei Männer mit einem kleinen Kind wandern in der Nähe von interessanten Felsformationen ."
"A middle @-@ aged man wearing a red hat is fishing .","Ein Mann mittleren Alters mit einer roten Mütze angelt ."
"Two boys are standing on sand next to an overturned chair .","Zwei Jungen stehen auf dem Sand neben einem umgekippten Stuhl ."
"Boy with a blue towel and white hat holding goggles and a snokel .","Ein Junge mit einem blauen Handtuch und einem weißen Hut hält eine Taucherbrille und einen Schnorchel ."
"A boy swimming who is wearing goggles .","Ein schwimmender Junge mit Taucherbrille ."
"A child taking a break from playing to eat an ice cream .","Ein Kind , das beim Spielen eine Pause macht , um ein Eis zu essen ."
"Someone takes a cloth off of a Green Bay Packers football player .","Jemand nimmt einem Footballspieler der Green Bay Packers ein Tuch ab ."
"A woman with a messenger bag is riding a bike .","Eine Frau mit einer Botentasche fährt Fahrrad ."
"A brindle @-@ coated dog is growling at a jumping brown dog with purple collar inside a park enclosure .","In einem Park knurrt ein gestromerter Hund einen springenden braunen Hund mit violettem Halsband an ."
"Heavy machinery in use at a factory .","Schwere Maschinen , die in einer Fabrik im Einsatz sind ."
"Two boys are harnessed to a tree and are swinging across a wire .","Zwei Jungen sind an einem Baum angeseilt und schwingen über ein Drahtseil ."
"Four women are working together to make food .","Vier Frauen arbeiten bei der Essenszubereitung zusammen ."
"An Asian man lies on a tiled floor with two children , using old clothes for pillows .","Ein asiatischer Mann liegt mit zwei Kindern auf einem Fliesenboden und verwendet alte Kleidung als Kissen ."
"Shirtless man balancing on unfinished roof .","Ein Mann mit nacktem Oberkörper , der auf einem nicht fertiggestellten Dach balanciert ."
"Two men in bullet proof vests watch over a crowd by some white tents .","Zwei Männer in kugelsicheren Westen bewachen eine Menschenmenge bei ein paar weißen Zelten ."
"A little boy playing soccer at the park .","Ein kleiner Junge spielt im Park Fußball ."
"A little boy in a blue shirt kicking a soccer ball around .","Ein kleiner Junge mit blauem Hemd kickt einen Fußball durch die Gegend ."
"A man walking into the shadows .","Ein Mann geht ins Dunkel hinein ."
"A group of soldiers crouch over a fire pit with meat cooking on the grill .","Eine Gruppe Soldaten , die sich über einen Feuerplatz beugen , wo Fleisch auf dem Grill gart ."
"Elder man is working on a project in his home workshop .","Ein älterer Mann arbeitet in seiner Heimwerkerwerkstatt an einem Projekt ."
"A young man is smoking a cigarette while holding a maroon guitar .","Ein junger Mann hält eine kastanienbraune Gitarre und raucht eine Zigarette ."
"An elderly man is outside carrying plants .","Ein älterer Mann ist im Freien und trägt Pflanzen ."
"Two children in the bathroom , one stands while the other reads a book and uses the toilet .","Zwei Kinder im Badezimmer , eines steht , während das andere ein Buch liest und die Toilette benutzt ."
"Two Asian men in dark suits talking .","Zwei asiatische Männer in dunklen Anzügen im Gespräch miteinander ."
"A man dressed in black and white is using a sharp tool to cut wood .","Ein Mann in Schwarz und Weiß benutzt ein scharfes Werkzeug , um Holz zu hacken ."
"Two people on a boat looking at the sunset .","Zwei Personen auf einem Boot , die den Sonnenuntergang betrachten ."
"A girl wearing blue and brown holding bags standing in the end of a tunnel .","Ein blau und braun gekleidetes Mädchen mit Taschen steht am Ende eines Tunnels ."
"Three window washers in blue uniforms work on scaffolding .","Drei Fensterputzer in blauen Uniformen arbeiten auf einem Gerüst ."
"Two young men play outside near a golden statue of Ghandi .","Zwei junge Männer spielen draußen bei einer goldenen Gandhi @-@ Statue ."
"Two dogs are playing with a toy outdoors .","Zwei Hunde spielen draußen mit einem Spielzeug ."
"Two men race around a dirt track on bicycles while a handful of onlookers watch from behind a fence .","Zwei Männer fahren auf einer Aschenbahn ein Fahrradrennen , während eine Handvoll Zuschauer hinter einem Zaun zusieht ."
"A woman sitting in a park , talking on a cellphone .","Eine Frau , die in einem Park sitzt und auf einem Handy redet ."
"Three people stand close to three multicolored hot air balloons .","Drei Personen stehen in der Nähe von drei mehrfarbigen Heißluftballons ."
"Six very colorful hot air balloons getting ready to fly .","Sechs sehr bunte Heißluftballons werden auf den Abflug vorbereitet ."
"The boy is holding a basketball on a wooden basketball court .","Der Junge hält einen Basketball auf einem Holz @-@ Basketballfeld ."
"A boy dribbles a basketball in the gymnasium .","Ein Junge in einer Turnhalle dribbelt mit einem Basketball ."
"A young boy in motion in front of potted plants and a beige wall .","Ein Junge in Bewegung vor Topfpflanzen und einer beigefarbenen Mauer ."
"A young woman with a blue helmet climbing up a rock .","Eine junge Frau mit blauem Helm , die einen Felsen hochklettert ."
"A man wearing a white t @-@ shirt and shorts is rock climbing with other people wearing blue hard hats .","Ein Mann mit weißem T @-@ Shirt und kurzen Hosen klettert , während andere mit blauen Schutzhelmen zusehen ."
"A lady is inflating an Incredible Hulk toy .","Eine Dame bläst ein „ Incredible Hulk “ -Spielzeug auf ."
"A person in a parachute with a American flag attached to him .","Eine Person mit einem Fallschirm , an dem eine amerikanische Flagge angebracht ist ."
"Someone is parachuting down and almost touching the ground .","Ein Fallschirmspringer oder eine Fallschirmspringerin , die fast den Boden berührt ."
"A young girl in a striped shirt holds an electronic noisemaker she built herself .","Ein Mädchen mit gestreiftem Oberteil hält einen elektronischen Krachmacher , den sie selbst gebaut hat ."
"A man is parachuting next to a jet .","Ein Mann springt neben einem Düsenflugzeug Fallschirm ."
"A seasoned photographer snaps photo despite being weighed down by all his gear .","Ein erfahrener Fotograf macht einen Schnappschuss , obwohl er von seiner ganzen Ausrüstung niedergedrückt wird ."
"Young children have fun while playing sack jumping in park .","Kinder im Park haben Spaß am Sackhüpfen ."
"A group of children have fun in sack race .","Eine Gruppe von Kindern , denen das Sackhüpfen Spaß macht ."
"Baby sleeping in his car seat .","Ein Baby , das im seinem Autositz schläft ."
"A man in a gray jacket and white shirt is leaning against a railing and talking to another man .","Ein Mann mit grauem Jackett und weißem Hemd lehnt sich an ein Geländer und spricht zu einem anderen Mann ."
"A middle @-@ aged man riding his black motorcycle through a neighborhood .","Ein Mann mittleren Alters , der mit seinem schwarzen Motorrad durch eine Wohngegend fährt ."
"A man in a black shirt is rollerblading past a bench in the city .","Ein Mann mit schwarzem Hemd fährt mit Rollerblades an einer Bank in der Stadt vorbei ."
"Two men fillet a fish at a sink while others watch .","Zwei Männer filetieren einen Fisch in einem Spülbecken , während andere zusehen ."
"People are sitting on step along the water and fishing .","Mehrere Personen sitzen auf einer Stufe am Wasser und angeln ."
"A woman hanging onto the end of a raft .","Eine Frau , die sich am Ende eines Floßes festhält ."
"A woman with short blond @-@ hair rises from a chair as another woman in a burgundy shirt laughs .","Eine Frau mit kurzen blonden Haaren steht von einem Stuhl auf , während eine andere Frau in einem burgunderroten Oberteil lacht ."
"A woman wearing a pink shirt is using workout equipment .","Eine Frau mit einem rosafarbenen Oberteil benutzt Fitnessgeräte ."
"Three people walk on a rainy night down a street in China .","Drei Personen gehen in einer regnerischen Nacht in China eine Straße entlang ."
"A man wearing shorts and no shirt is squatting .","Ein Mann mit Shorts und nacktem Oberkörper sitzt in der Hocke ."
"A bicycle is parked in front of a shop that has a large orange sign .","Ein Fahrrad ist vor einem Laden mit einem großen orangefarbenen Schild geparkt ."
"Preparing a fish dinner for the family .","Vorbereitung eines Fischessens für die Familie ."
"A boy with a blue hat points towards a bowl full of cork .","Ein Junge mit einer blauen Mütze zeigt auf eine Schüssel voller Kork ."
"A woman is holding a baby while another child stands by her side .","Eine Frau hält ein Baby , ein anderes Kind steht neben ihr ."
"A Dad and his boys are out as a family doing the family chores with their livestock .","Ein Papa und seine Jungs sind als Familie im Freien und erledigen familiäre Aufgaben mit ihrem Nutzvieh ."
"A man with a hat is cooking barbecue .","Ein Mann mit einer Mütze grillt ."
"Three women of different ages in white dresses sitting in a dusty clearing in front of trees .","Drei Frauen in unterschiedlichem Alter mit weißen Kleidern sitzen in einer staubigen Lichtung vor Bäumen ."
"Passengers riding the rail through town .","Passagiere , die mit dem Zug durch die Stadt fahren ."
"Two women in uniform stand on the side of the road as a woman in white cowboy boots walk by .","Zwei Frauen in Uniform stehen am Straßenrand , als eine Frau mit weißen Cowboystiefeln vorbei geht ."
"I think the construction work is going on here .","Ich glaube , hier werden Bauarbeiten ausgeführt ."
"Five hikers traverse a dry , scrubby plain towards snowy peaks in the background .","Fünf Wanderer gehen über eine trockene , gestrüppreiche Ebene auf im Hintergrund zu sehende verschneite Berge zu ."
"A group of children hold balloon animals .","Eine Gruppe von Kindern , die Luftballontiere halten ."
