"src","tgt"
"A shaggy dog with a toy in its mouth .","Ein verwahrloster Hund mit einem Spielzeug im Mund ."
"A boy appears to be dancing to music in a building filled with people .","Ein Junge scheint in einem Gebäude voller Menschen zur Musik zu tanzen ."
"Mom with child looking at blue fish .","Eine Mutter mit Kind , die einen blauen Fisch ansehen ."
"Four children are standing to pose for a photo .","Vier Kinder stehen , um für eine Foto zu posieren ."
"A person uses a long @-@ handled net to catch something in the air .","Eine Person verwendet ein Netz mit einem langen Griff , um etwas in der Luft zu fangen ."
"A man wearing green waterproofs is walking on a grassy cliff top carrying some penguins .","Ein Mann mit grünem Regenzeug geht oben auf einer grasbewachsenen Klippe und trägt ein paar Pinguine ."
"A man with a camera studies his work .","Ein Mann mit Kamera begutachtet seine Arbeit ."
"A young man in a white shirt and gold and black hat sits cross legged .","Ein junger Mann mit weißem Hemd und gold @-@ schwarzer Mütze sitzt mit übereinander geschlagenen Beinen da ."
"A boy hangs onto straps on a train .","Ein Junge hängt an Riemen an einem Zug ."
"A young girl folding a white piece of clothing from a laundry basket .","Ein Mädchen faltet ein weißes Kleidungsstück aus einem Wäschekorb ."
"Two people making music with a guitar and keyboard .","Zwei Personen machen mit Gitarre und Keyboard Musik ."
"A woman wearing a pink boa rides a bicycle down a pedestrian bridge .","Eine Frau mit einer rosafarbenen Boa fährt mit dem Fahrrad über eine Fußgängerbrücke ."
"Young man standing on fire escape of a city building .","Ein junger Mann , der auf der Feuerleiter eines städtischen Gebäudes steht ."
"A woman in a green shirt and blue hat is playing tennis .","Eine Frau mit grünem Hemd und blauer Mütze spielt Tennis ."
"A man dressed in blue is juggling in front of an audience .","Ein blau gekleideter Mann jongliert vor Zuschauern ."
"A woman in jeans is sleeping on a man .","Eine Frau mit Jeans schläft auf einem Mann ."
"A dog wearing a jacket , pounces a toy .","Ein Hund mit einer Jacke stürzt sich auf ein Spielzeug ."
"A man holds his crotch with his shirt pulled up , exposing his belly , all while wearing a dew rag .","Ein Mann mit Durag fasst sich mit hochgezogenem Hemd an den Schritt , sodass sein Bauch zu sehen ist ."
"A man spinning a skateboard in his hands while people watch .","Ein Mann , der vor Zuschauern ein Skateboard in seinen Händen dreht ."
"Children are very excited to see a parrot eating food from his hand .","Kinder sind sehr aufgeregt , weil sie sehen , wie ein Papagei aus seiner Hand frisst ."
"A white dog is splashing through the water .","Ein weißer Hund spritzt durch das Wasser ."
"Construction workers are working with a heavy piece of machinery behind an orange and white striped barrier .","Bauarbeiter arbeiten hinter einer orange @-@ weiß gestreiften Absperrung mit schwerem Gerät ."
"Little boy discovering plants growing in a puddle of water .","Ein kleiner Junge , der Pflanzen entdeckt , die in einer Pfütze wachsen ."
"Two teams playing football , one trying to tackle the other .","Zwei Teams , die Fußball spielen , wobei eine versucht , die andere anzugreifen ."
"Asians eating in a restaurant with an orange motif .","Asiaten , die in einem Restaurant mit einem orangefarbenen Motiv essen ."
"A short @-@ haired man in a dark camouflage jacket plays the saxophone on a street corner while people look on in the background .","Ein kurzhaariger Mann mit dunkler Tarnjacke spielt an einer Straßenecke Saxophon , im Hintergrund sind Zuschauer zu sehen ."
"Two dogs run along a path strewn with dead leaves .","Zwei Hunde rennen auf einem Pfad mit trockenem Laub ."
"A little boy pours water from a bucket onto another little boy 's head .","Ein kleiner Junge gießt Wasser aus einem Eimer auf den Kopf eines anderen kleinen Jungen ."
"An adult hikes in the snow with a mountain in the background .","Ein Erwachsener wandert im Schnee , im Hintergrund ein Berg ."
"A young boy is playing basketball in an official game .","Ein Junge spielt bei einem offiziellen Match Baseball ."
"Three guys sit on a bench outside of a beverage shop talking .","Drei Männer sitzen auf einer Bank vor einem Getränkeladen und reden ."
"A large dog chases a small dog on the sand .","Ein großer Hund verfolgt einen kleinen Hund im Sand ."
"A snowboarder in white soaring through the air .","Ein weiß gekleideter Snowboarder , der durch die Luft saust ."
"Children , shown in an aerial view , are playing in a typical family room .","Kinder spielen , von oben gesehen , in einem typischen Wohnzimmer ."
"A woman walks down the sidewalk carrying a plastic bag .","Eine Frau geht mit einer Plastiktüte den Bürgersteig entlang ."
"A dog walks through the snow in the daylight .","Ein Hund geht bei Tag durch den Schnee ."
"Two dogs are running across a grassy field .","Zwei Hunde rennen über eine Wiese ."
"There are five skiers , with backpacks , in the snow .","Fünf Skifahrer mit Rucksäcken sind im Schnee zu sehen ."
"A boy is holding a basketball in one hand .","Ein Junge hält in einer Hand einen Basketball ."
"A snowboarder in gray pants is doing a jump .","Ein Snowboarder mit grauen Hosen führt einen Sprung aus ."
"Two mountaineers are looking ahead on a snowy trail .","Zwei Bergsteiger blicken auf einem verschneiten Pfad nach vorn ."
"A snowboarder leaning against his snowboard while looking at view of foggy mountains","Ein Snowboarder , der sich an sein Snowboard lehnt und auf Berge im Nebel blickt"
"Black dog running very fast .","Ein schwarzer Hund , der sehr schnell rennt ."
"A man in a brown jacket standing in front of an open porch door .","Ein Mann mit brauner Jacke , der vor einer offenen Verandatür steht ."
"Two brown dogs running through a field with a red toy","Zwei braune Hunde , die mit einem roten Spielzeug durch ein Feld rennen ."
"A person paints a photo of a dog , based on a photo of a dog .","Eine Person malt basierend auf einem Foto eines Hundes ein Foto eines Hundes ."
"Man talking on cellphone outside of a jewelry store .","Ein Mann , der vor einem Juweliergeschäft am Handy spricht ."
"A group of skiers head up an incline in the snow .","Eine Gruppe von Skifahrern , die eine Steigung im Schnee hinaufgehen ."
"An older man standing by a younger man with earphones","Ein älterer Mann , der neben einem jüngeren Mann mit Kopfhörern steht"
"A shirtless man with glasses and wet hair shaving facial hair .","Ein Mann mit Brille , nassen Haaren und nacktem Oberkörper , der sich im Gesicht rasiert ."
"Man secures a large block of concrete .","Ein Mann sichert einen großen Betonblock ."
"Man wearing a gray jacket sitting on a green bench petting a black dog wearing a red collar .","Ein Mann mit grauer Jacke sitzt auf einer grünen Bank und liebkost einen schwarzen Hund mit rotem Halsband ."
"A man wearing leather takes a picture of crystal .","Ein in Leder gekleideter Mann fotografiert ein Kristall ."
"An older child watching a toddler play with a long spring inside a house .","Ein älteres Kind in einem Haus , das einem Kleinkind zusieht , wie es mit einer langen Feder spielt ."
"Two small white dogs playing","Zwei kleine weiße Hunde , die spielen"
"A little girl holding flowers is walking away down a path on a sunny day .","Ein kleines Mädchen geht an einem sonnigen Tag mit Blumen einen Pfad entlang ."
"A man is working on constructing a shelter made of logs and reeds .","Ein Mann ist dabei , einen Unterstand aus Baumstämmen und Schilf zu bauen ."
"A man , adolescent and two boys are mixing a bucket with liquid on a farm .","Ein Mann , ein Jugendlicher und zwei Jungen mischen auf einem Bauernhof einen Eimer mit Flüssigkeit ."
"A group of passengers socializing while waiting at a bus stop .","Eine Gruppe von Passagieren , die sich beim Warten an einer Bushaltestelle miteinander unterhalten ."
"A man and woman wearing winter clothing try to sell various items on a table outside .","Ein Mann und eine Frau mit Winterkleidung , die versuchen , verschiedene Artikel auf einem Tisch im Freien zu verkaufen ."
"A boy wearing orange star glasses is sitting down holding a toy hammer .","Ein Junge mit Orange Star Brille sitzt und hält einen Spielzeughammer ."
"Two men outside looking at metalwork objects .","Zwei Männer im Freien , die auf Metallarbeiten blicken ."
"A boy is checking a system on the computer .","Ein Junge überprüft ein System auf dem Computer ."
"Two elderly people being interviewed by a camera crew standing near a green metallic van .","Zwei ältere Personen werden von einer Kameracrew , die bei einem metallic @-@ grünen Lieferwagen steht , befragt ."
"A dog looks warily at the brown dog investigating his area .","Ein Hund blickt sorgenvoll auf den braunen Hund , der sein Gebiet untersucht ."
"A man wearing a black hat is sitting on a stool in front of a green door and next to speakers .","Ein Mann mit schwarzer Mütze sitzt auf einem Hocker vor einer grünen Tür neben Lautsprechern ."
"A boy and girl are splashing around in the ocean .","Ein Junge und ein Mädchen spritzen im Meer um sich ."
"A man , holding snorkeling equipment , jumps into the green water of the ocean .","Ein Mann , der Schnorchelausrüstung hält , springt ins grüne Meerwasser ."
"A man standing on the street .","Ein Mann , der auf der Straße steht ."
"One man is putting his hand on the back of another man and they are both on a boat .","Ein Mann hält seine Hand auf den Rücken eines anderen Mannes und beide sind in einem Boot ."
"Its a beautiful day for an outdoor wedding .","Es ist ein schöner Tag für eine Hochzeit unter freiem Himmel ."
"Many people shopping in a indoor market .","Viele Personen kaufen auf einem überdachten Markt ein ."
"A young boy runs through bubbles .","Ein Junge rennt durch Blasen ."
"Eight people enjoy the fun of rafts and the beauty of a waterfall .","Acht Personen , die die Schönheit eines Wasserfalls und den Spaß beim Floßfahren genießen ."
"Several people are walking down a trail .","Mehrere Personen , die einen Pfad entlang gehen ."
"A man in a blue and purple striped shirt and hat is walking past a brick building .","Ein Mann mit blau @-@ violett gestreiftem Hemd geht an einem Ziegelgebäude vorbei ."
"In this photo , a woman is selling market items .","In diesem Foto verkauft einen Frau Marktwaren ."
"There is a stand under a large blue and red umbrella with a large assortment of produce and there are several people looking through the produce .","Zu sehen ist ein Stand unter einem großen blau @-@ roten Schirm mit einer großen Auswahl an Produkten , und mehrere Personen , die die Produkte durchsehen ."
"A child making a sand castle on the beach .","Ein Kind , das am Strand eine Sandburg baut ."
"A male conductor wearing all black leading a orchestra and choir on a brown stage playing and singing a musical number .","Ein ganz in Schwarz gekleideter Dirigent , der ein Orchester und einen Chor auf einer braunen Bühne leitet ; Orchester und Chor spielen bzw. singen ein Musikstück ."
"A young boy in a green wheel barrel with a girl pushing him .","Ein Junge in einer grünen Schubkarre , den eine Mädchen schiebt ."
"Guys in a hair salon one guy holding up one finger .","Männer in einem Haarsalon , wobei einer einen Finger hochhält ."
"A team player takes time out to communicate with the media .","Ein Spieler nimmt eine Auszeit , um mit den Medien zu sprechen ."
"A black and white dog wearing collars shakes off on the dead grass .","Ein schwarz @-@ weißer Hund mit Halsbändern schüttelt sich trockenes Gras aus dem Fell ."
"Little girl lying in many colored plastic balls .","Ein kleines Mädchen , das in vielen farbigen Kunststoffbällen liegt ."
"A man with a beard stands out in color .","Ein Mann mit Bart hebt sich in puncto Farbe ab ."
"Here is Rod Stewart in Concert singing Live with Pat Benatar .","Hier sieht man Rod Stewart in Concert , wie er live mit Pat Benatar singt ."
"There are five singers on a stage , three women and two men .","Fünf Sänger , drei Frauen und zwei Männer , sind auf einer Bühne ."
"A dog runs through the tall grass .","Ein Hund rennt durch das hohe Gras ."
"A guy with sunglasses is sitting on a boat ferry in the sun .","Ein Mann mit Sonnenbrille sitzt auf einer Fähre in der Sonne ."
"The dog walks along a beach at sunset .","Der Hund geht im Sonnenuntergang am Strand entlang ."
"Thre is a shot of man with his back turned in a city .","Das ist eine Aufnahme eines Mannes in einer Stadt , der der Kamera den Rücken zugewandt hat ."
"Two black dogs running on grass .","Zwei schwarze Hunde , die auf einer Wiese rennen ."
"Two middle @-@ aged men try to operate what looks to be a magnifier of some sort .","Zwei Männer im mittleren Alter , die versuchen , etwas wie eine Art Verstärker zu bedienen ."
"Two girls coloring in a coloring book at a table .","Zwei Mädchen , die an einem Tisch ein Ausmalbuch ausmalen ."
"A man in red swimming trunks stands in the snow on a cliff above the water .","Ein Mann mit roter Badehose steht im Schnee auf einer Klippe über dem Wasser ."
"A family poses in a snowy forest .","Eine Familie posiert in einem verschneiten Wald ."
"A group of young people get into costume in a sparse room .","Junge Menschen ziehen sich in einem leeren Raum Kostüme an ."
"Two men in white shirts and wide white pants perform martial arts .","Zwei Männer mit weißen Hemden und breiten weißen Hosen machen Kampfsport ."
"Two dogs enjoy playing in the cold of the snow .","Zwei Hunde spielen in der Kälte des Schnees ."
"A young girl reading a literary classic  to kill a mockingbird  .","Ein Mädchen liest den Klassiker „ To kill a mockingbird “ ."
"Two women in a whirlpool with towels on the heads laughing .","Zwei lachende Frauen in einem Whirlpool mit Handtüchern auf dem Kopf ."
"Skiiers on top of a mountain .","Skifahrer oben auf einem Berg ."
"A man in a brown plaid shirt is selling pastries from a blue vending cart .","Ein Mann mit einem braun @-@ karierten Hemd verkauft von einem blauen Verkaufswagen aus Gebäck ."
"People in the market picking out and looking at fruit .","Leute im Markt betrachten das Obst und suchen sich davon aus ."
"A man in a blue sweatsuit and a woman wearing a brown jacket and brown boots walk together .","Ein Mann mit blauem Trainingsanzug und eine Frau mit brauner Jacke und braunen Stiefeln gehen zusammen ."
"A young man with brown hair playing a guitar .","Ein junger Mann mit braunen Haaren , der Gitarre spielt ."
"A group of men sitting on red chairs .","Mehrere Männer , die auf roten Stühlen sitzen ."
"A dog carries a newspaper through a kitchen .","Ein Hund trägt eine Zeitung durch die Küche ."
"A man in a white shirt showing a young boy how to make bread in a bakery .","Ein Mann mit weißem Hemd , der einem Jungen in einer Bäckerei zeigt , wie man Brot macht ."
"A dog descends a ramp , teeth bared .","Ein Hund geht mit gefletschten Zähnen eine Rampe hinunter ."
"A group of men sit around a table that has empty bottles on it .","Eine Gruppe von Männern sitzt um einen Tisch mit leeren Flaschen darauf ."
"Two basketball players watching the ball .","Zwei Basketballspieler beobachten den Ball ."
"A man is skiing down a snowy hill while he casts a long shadow .","Ein Mann fährt mit den Skiern einen verschneiten Hügel hinunter und wirft dabei einen langen Schatten ."
"A guy performing tricks in front of kids with cool baseball bats","Ein Typ , der vor Kindern mit coolen Baseballschlägern Tricks vorführt"
"A man is reading a newspaper at a Chinese food store .","Ein Mann liest in einem chinesischen Lebensmittelladung eine Zeitung ."
"A girl wearing a helmet rides a scooter .","Ein Mädchen mit einem Helm fährt Motorroller ."
"An elderly man working with several lines of string .","Ein älterer Mann arbeitet mit mehreren Schnüren ."
"A baby holding a rattle looking very sad .","Ein Baby , das eine Rassel hält und sehr traurig aussieht ."
"A boy is surfing towards the beach on a green surfboard .","Ein Junge surft auf einem grünen Surfbrett auf den Strand zu ."
"Woman resting her head on a curved pillow .","Eine Frau , die ihren Kopf auf einem gebogenen Kissen ausruht ."
"A young woman is wearing a bridal veil outside a church .","Eine junge Frau trägt vor einer Kirche einen Brautschleier ."
"A man and a little girl in a pink dress","Ein Mann und ein kleines Mädchen in rosafarbenem Kleid"
"A man sits on a bench with his arm around a lady .","Ein Mann sitzt auf einer Bank und hat seinen Arm um eine Dame gelegt ."
"A golden dog walks carefully around a frozen pond .","Ein goldfarbener Hund läuft vorsichtig um einen gefrorenen Teich herum ."
"A woman is smiling and putting her fists in the air in delight .","Eine Frau lächelt und streckt vor Freue die Fäuste in die Luft ."
"Man wearing a blue shirt holding a chain .","Ein Mann mit einem blauen Hemd , der eine Kette hält ."
"People are sitting in the couch and laughing .","Mehrere Personen sitzen auf dem Sofa und lachen ."
"A little boy jumping from one chair to another .","Ein kleiner Junge , der von einem Stuhl zum anderen springt ."
"A dog leaps into the air to catch a ball in its mouth .","Ein Hund springt in die Luft , um einen Ball in seinem Maul zu fangen ."
"A man with a goatee leaning against a white van .","Ein Mann mit Schnauzer , der sich an einen weißen Lieferwagen lehnt ."
"A woman with dark hair who is wearing an orange bikini lays out on a wicker chair .","Eine Frau mit dunklen Haaren und einem orangefarbenen Bikini liegt draußen in einem Korbstuhl ."
"A man in black clothing performing a stunt of swallowing lit torches .","Ein schwarz gekleideter Mann führt eine Nummer vor und schluckt brennende Fackeln ."
"A dog sits in a car with its tongue sticking out .","Ein Hund sitzt mit heraushängender Zunge in einem Auto ."
"A man sleeping outside on the ground .","Ein Mann schläft draußen auf dem Boden ."
"A man in all orange working on a construction site next to a large truck .","Ein ganz in Orange gekleideter Mann , der auf einer Baustelle neben einem großen Lkw arbeitet ."
"Two boys ice skate with other people .","Zwei Junge laufen Eis , mit anderen Personen zusammen ."
