"src","tgt"
"A woman riding a horse in a dirt arena , carrying an American flag .","Eine Frau , die in einer Arena mit Erdboden ein Pferd reitet und eine amerikanische Flagge trägt ."
"A little girl is showing her brother affection .","Ein kleines Mädchen , das seinem Bruder Zuneigung entgegenbringt ."
"Three young girls dressed in white dresses run towards a fountain .","Drei weiß gekleidete Mädchen , die auf einen Brunnen zu rennen ."
"A woman and a child walking by a vandalized building .","Eine Frau und ein Kind , die an einem mutwillig beschädigten Gebäude vorbeigehen ."
"A young girl and a dog next to her are looking at something in a stream .","Ein Mädchen und ein Hund neben ihr blicken auf etwas in einem Bach ."
"A little girl throwing rocks into a stream .","Ein kleines Mädchen wirft Steine in einen Bach ."
"A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest .","Ein sehr junges blondes Mädchen mit getupften rosafarbenen Hosen auf einem hölzernen Pfad im Wald ."
"The dog stands in the water next to the grass .","Das Hund steht im Wasser neben dem Gras ."
"A man in a blue long @-@ sleeved jacket crying out of fear .","Ein Mann mit einer blauen langärmeligen Jacke weint vor Angst ."
"A woman with shopping bags is walking by a subway .","Eine Frau mit Einkaufstüten , die an einer Unterführung vorbei geht ."
"A girl in a plaid dress is walking on a sidewalk next to a stone building .","Ein Mädchen in einem karierten Kleid geht auf dem Bürgersteig an einem Steingebäude vorbei ."
"A group in costume sings at a renaissance fair .","Eine kostümierte Gruppe singt auf einem Mittelaltermarkt ."
"Two women are playing keyboards under a lit tent at night .","Zwei Frauen spielen nachts unter einem erleuchteten Zelt Keyboards ."
"People on a concrete area taking pictures .","Leute auf einer betonierten Fläche fotografieren ."
"A little boy smiles and points while a man looks in the direction of the child 's gaze .","Ein kleiner Junge lächelt und zeigt auf etwas , während ein Mann in die Richtung blickt , in die das Kind blickt ."
"The brown dog is about to bite a paw printed ball .","Der braune Hund beißt gleich in einen Ball mit Pfotenmuster ."
"Two men in black shirts each standing on one arm .","Zwei Männer in schwarzen Hemden , die jeweils auf einem Arm stehen ."
"Pastry chefs are lined up sorting pastries .","Nudelköche stehen nebeneinander und sortieren Nudeln ."
"A man dressed in red and white plays a banjo while others look on .","Ein rot @-@ weiß gekleideter Mann spielt Banjo , andere sehen zu ."
"A group of smiling young women posing together .","Ein Gruppe lächelnder junger Frauen , die zusammen posieren ."
"A woman with dark hair holds a vegetable as she stands in front of a table full of vegetables .","Eine Frau mit dunklen Haaren steht vor einem Tisch voller Gemüse und hält ein Stück Gemüse ."
"A man and a woman are dancing in the street .","Ein Mann und eine Frau tanzen auf der Straße ."
"A man is holding a utensil and is getting ready to dig into a plate filled with food .","Ein Mann hält ein Esswerkzeug und bereitet sich darauf vor , in das auf einen Teller gehäufte Essen reinzuhauen ."
"Two dogs wrestle in the ground .","Zwei Hunde balgen sich auf dem Boden ."
"Four men are rollerskating in a line , with the last three holding onto the hips of the man ahead of them .","Vier Männer fahren in einer Linie Rollschuh , die hinteren drei halten sich jeweils an der Hüfte des Mannes vor ihnen ."
"A woman at a dark bar talking to people .","Eine Frau in einer dunklen Bar , die zu Leuten spricht ."
"A young blond girl in pink shirt and pigtails is sitting atop a man 's shoulders in a crowd .","Ein blondes Mädchen mit einem rosafarbenen Oberteil und Zöpfen sitzt in einer Menschenmenge bei einem Mann auf der Schulter ."
"Man hangs up picture of tree as woman looks on .","Ein Mann hängt ein Bild von einem Baum auf , eine Frau sieht zu ."
"Two children are playing and a man in a black pant is walking near children .","Zwei Kinder spielen und ein Mann mit schwarzen Hosen ist in der Nähe der Kinder unterwegs ."
"A lean dog runs through green grass .","Ein schlanker Hund rennt durch grünes Gras ."
"Three middle eastern men in business attire sit around a table .","Drei nahöstliche Männer in Geschäftskleidung sitzen um einen Tisch ."
"A girl in pink twirls a ribbon .","Ein rosa gekleidetes Mädchen zwirbelt ein Band ."
"A blond woman offers a platter of food to another blond woman while sitting at a white table .","Eine blonde Frau sitzt an einem Tisch und bietet einer anderen blonden Frau einen Teller mit Essen an ."
"Man looking into the camera playing a guitar","Ein Mann , der Gitarre spielt und in die Kamera blickt ."
"An old man in army fatigues addresses a line of children standing at attention .","Ein alter Mann in Tarnkleidung spricht zu einer Reihe von Kindern , die stramm stehen ."
"A girl jumps in the grass .","Ein Mädchen springt im Gras ."
"A man in a green shirt laughs next to a woman in a yellow sweater , holding a pink balloon and wearing a pink tiara .","Ein Mann mit grünem Hemd lacht neben einer Frau in einem gelben Pullover , die einen rosafarbenen Luftballon hält und ein rosafarbenes Diadem trägt ."
"Three dogs run into the water .","Drei Hunde rennen ins Wasser ."
"Two young girls run across a field as they fly a kite in the cloud @-@ covered sky .","Zwei Mädchen rennen mit einem Drachen im bewölkten Himmel über ein Feld ."
"A worker making sure his machine is working correctly .","Ein Arbeiter vergewissert sich , dass seine Maschine richtig funktioniert ."
"A man wearing a green jacket welding a large piece of metal .","Ein Mann mit grüner Jacke , der ein großes Metallstück schweißt ."
"A welder in a mask welding with sparks flying .","Ein Schweißer mit Maske , der schweißt , wobei Funken vorbeifliegen ."
"A little boy with black curly hair sitting in a blue chair that is on the sidewalk .","Ein kleiner Junge mit lockigen schwarzen Haaren sitzt in einem blauen Stuhl auf dem Gehweg ."
"Graying white man with glasses , uses blacksmith tools .","Ein ergrauender weißer Mann mit Brille benutzt Schmiedewerkzeuge ."
"A young boy in a red shirt points at something .","Ein Junge mit rotem Hemd zeigt auf etwas ."
"A group of 4 people are working with a lot of paper .","Eine aus 4 Personen bestehende Gruppe arbeitet mit viel Paper ."
"A young man is in a stream with his dirt bike .","Ein junger Mann mit seinem Dirtbike befindet sich in einem Bach ."
"Four men looking at a large sign .","Vier Männer blicken auf ein großes Schild ."
"Three men on a scaffold erected outside a building .","Drei Männer auf einem Gerüst , das vor einem Gebäude aufgestellt wurde ."
"A muddy golden dog running in grass","Ein mit Schlamm bedeckter goldfarbener Hund , der durch die Wiese rennt"
"Two children run in the sand , along the shore .","Zwei Kinder rennen im Sand das Ufer entlang ."
"A dog is running with a yellow tennis ball and wearing a red harness .","Ein Hund mit einem gelben Tennisball und einem roten Geschirr rennt ."
"A man wearing only underwear and tennis shoes walking down the street .","Ein Mann in Unterwäsche und Tennisschuhen geht die Straße entlang ."
"A black dog is running through the water .","Ein schwarzer Hund rennt durch das Wasser ."
"A small dog leaps in the water .","Ein keiner Hund springt ins Wasser ."
"Three young boys are jumping and playing in the hay .","Drei Jungen springen und spielen im Heu ."
"A man is holding metal rims one with each hand while talking to two people .","Ein Mann hält in jeder Hand eine Metallfelge und spricht mit anderen Personen ."
"A young man with brown eyes is dressed up like Jack Sparrow .","Ein junger Mann mit braunen Augen ist angezogen wie Jack Sparrow ."
"A man wearing a tank top holding up a sign that introduces Mark Finley .","Ein Mann mit Tanktop hält ein Schild hoch , auf dem Mark Finley angekündigt wird ."
"A young boy sliding on the grass in an innertube","Ein Junge , der in einem Schlauch auf dem Gras gleitet"
"A brown bird is sitting on a tree branch .","Ein brauen Vogel sitzt auf einem Zweig ."
"A man in a yellow shirt wearing multicolored plastic jewelry .","Ein Mann mit einem gelben Hemd trägt bunten Plastikschmuck ."
"A man in a robe is riding a donkey down a street .","Ein Mann mit einer Robe reitet auf einem Esel die Straße entlang ."
"A man is holding a book standing in front of a chalkboard .","Ein Mann steht vor einer Wandtafel und hält ein Buch ."
"A young girl and an older gentleman hold hands as he points to something off frame .","Ein Mädchen und ein älterer Herr halten sich an den Händen , während er auf etwas zeigt , das nicht im Bild zu sehen ist ."
"The men are talking to the person in the police van .","Die Männer sprechen zu der Person im Polizeifahrzeug ."
"An artist hard at work to draw a comical portrait .","Ein Künstler zeichnet unter vollem Einsatz ein komisches Portrait ."
"An old couple is walking up a sand mound .","Ein altes Paar geht einen Sandhügel hoch ."
"One person helping another person up to the top of a mound of sand underneath a cloudy sky .","Eine Person hilft einer anderen Person bei bewölktem Himmel auf einen Sandhügel hinauf ."
"Two vehicles are parked outside a small grocery store .","Zwei Fahrzeuge sind vor einem kleinen Laden geparkt ."
"Variety is the spice of life no matter what the culture may be .","Abwechslung ist das halbe Leben , egal in welcher Kultur ."
"A bus being worked on by a mechanic .","Ein Bus , an dem ein Mechaniker arbeitet ."
"A worker standing on a high scaffold .","Ein Arbeiter , der auf einem hohen Gerüst steht ."
"Men do roadwork to a backdrop of brown hills .","Männer führen Straßenarbeiten aus , im Hintergrund brauen Hügel ."
"A man in a blue canoe paddling in the ocean .","Ein Mann in einem blauen Kanu paddelt im Meer ."
"Some people are standing alone on the beach in their swimsuits .","Ein paar Leute im Badeanzug stehen alleine am Strand ."
"A man in a black shirt and red shorts is sitting on the shore of a lake .","Ein Mann mit schwarzem Oberteil und roten kurzen Hosen sitzt am Ufer eines Sees ."
"A teacher showing her students something on a projector screen .","Eine Lehrerin zeigt ihren Schülerinnen etwas auf einer Projektor @-@ Leinwand ."
"A woman and young girl hang clothes on the line .","Eine Frau und ein Mädchen hängen Wäsche auf die Leine ."
"Two hikers rest on a snow @-@ covered mountain .","Zwei Wanderer auf einem schneebedeckten Berg machen Pause ."
"A very large group of people stand outdoors under the beautiful clouds .","Eine sehr große Gruppe steht im Freien unter schönen Wolken ."
"Person reading out of a book to a roomful of people .","Eine Person , die einem Raum voller Leute aus einem Buch vorliest ."
"A man sits on a bridge by a river , playing the accordion .","Ein Mann sitzt auf einer Brücke an einem Fluss und spielt Akkordeon ."
"Some construction workers are on a platform doing work to a building .","Ein paar Bauarbeiter arbeiten auf einer Plattform an einem Gebäude ."
"A mailman in his truck whom is in front of a gate .","Ein Postmann in seinem Lieferwagen , der vor einem Tor steht ."
"A child asleep in a car with the window open","Ein Kind , das bei geöffnetem Fenster im Auto schläft"
"A young girl with curly hair with a white shirt with a skull and bones picture on it .","Ein Mädchen mit lockigen Haaren , das ein weißes Oberteil mit Totenkopfbild trägt ."
"A young girls makes a silly face for the camera .","Ein Mädchen zieht für die Kamera eine Grimasse ."
"A man wearing an orange safety vest and a hard hat is operating construction equipment .","Ein Mann mit einer orangefarbenen Warnweste und einem Schutzhelm bedient eine Baumaschine ."
"Boy wearing a red jacket performs a handstand on the grass .","Ein Junge mit roter Jacke macht einen Handstand im Gras ."
"A toddler runs toward the camera at a park .","Ein Kleinkind in einem Park rennt auf die Kamera zu ."
"A dog and a dust storm .","Ein Hund und ein Sandsturm ."
"An older woman with a kerchief and a cane stands in a slushy cobblestone street .","Eine ältere Frau mit einem Taschentuch und einem Stock steht auf einer matschigen gepflasterten Straße ."
"A man with a smile sitting on the floor fixing his bicycle .","Ein Mann mit einem Lächeln , der auf dem Boden sitzt und sein Fahrrad repariert ."
"A group of people are standing and conversing inside of a building .","Eine Gruppe steht in einem Gebäude und unterhält sich ."
"A man is standing on red scaffolding .","Ein Mann steht auf einem roten Gerüst ."
"A man with work gloves and tool belt climbs the scaffolding next to an old yellow and white building .","Ein Mann mit Arbeitshandschuhen und Werkzeuggürtel klettert auf das Gerüst an einem gelb @-@ weißen Gebäude ."
"Two children are looking at something exciting that an adult is showing them .","Zwei Kinder blicken auf etwas aufregendes , das ihnen eine erwachsene Person zeigt ."
"Two men trying to scrape the cement from the floor to level it .","Zwei Männer versuchen , den Zement vom Boden zu kratzen , um ihn eben zu machen ."
"A band playing on a street as onlookers watch","Eine Band spielt auf einer Straße , Zuhörer sehen zu ."
"A skateboarder wearing black jeans , white t @-@ shirt and red ball cap coming off the lip of a ramp and suspended in the air .","Ein Skateboardfahrer mit schwarzen Jeans , weißem T @-@ Shirt und roter Schildkappe , wie er von einer Rampe abhebt und in der Luft schwebt ."
"Four people in front of wells fargo .","Vier Personen vor Wells Fargo ."
"Two people hold their hands together over a third , in front of a lighted stage .","Zwei Personen vor einer beleuchteten Bühne halten ihre Hände über einer dritten Person zusammen ."
"A child , wearing green , is bouncing on the trampoline .","Ein Kind , das etwas grünes trägt , springt auf dem Trampolin ."
