"src","tgt"
"An old woman sits in a transit station next to a backlit advertisement .","Eine alte Frau sitzt in einer Umsteigestation neben einer hinterleuchteten Werbung ."
"People waiting outside a building next to a mural .","Leute warten vor einem Gebäude neben einem Wandgemälde ."
"Three people push a piece of large machinery through the street .","Drei Menschen schieben eine große Maschine durch die Straße ."
"A man wearing a sleeveless shirt and construction helmet .","Ein Mann mit ärmellosem Hemd und Schutzhelm ."
"A man with a beard and a hat is begging for money from people .","Ein Mann mit einem Bart und einem Hut bettelt die Leute um Geld an ."
"The girl on the unicycle reaches out for the child on the scooter .","Das Mädchen auf dem Einrad fasst nach dem Kind auf dem Roller ."
"Skiers get caught on the dusty slopes and almost fall down and break their legs .","Skifahrer bleiben auf der staubigen Piste hängen , fast fallen sie und brechen sich die Beine ."
"A man wearing a plastic bib with a crab on it , holds up a wooden hammer .","Ein Mann , der einen Kunststofflatz mit einer Krabbe darauf trägt , hält einen Holzhammer hoch ."
"A man jumps off of a small stone bridge while three children and a woman watch him .","Ein Mann springt von einer kleinen Steinbrücke , während ihm drei Kinder und eine Frau zusehen ."
"Person sitting on concrete landing next to body of water","Eine Person , die auf Beton @-@ Anlegeplatz neben einem Gewässer sitzt ."
"A man playing a guitar while a couple is listening and watching another man dancing to the music .","Ein Mann spielt Gitarre , während ein Paar zuhört und einem anderen Mann zusieht , der zur Musik tanzt ."
"Some construction workers are taking a break .","Ein paar Bauarbeiter , die eine Pause machen ."
"A woman in a bright green sweater is playing with a dragon puppet a garden .","Eine Frau in einem grasgrünen Pullover spielt mit einer Drachenmarionette im Garten ."
"Large amount of people sitting up against the walls of buildings .","Viele Menschen , die an die Wände von Gebäuden angelehnt sitzen ."
"A child hold green shoes is walking in the sand by the water .","Ein Kind , das grüne Schuhe hält , geht im Sand neben dem Wasser entlang ."
"A wedding day with the bride in a bright white beautiful dress","Ein Hochzeitstag mit der Braut in einem hellweißen schönen Kleid"
"A person wearing a purple jacket stands behind a tall tree .","Eine Person , die eine violette Jacke trägt , steht hinter einem hohen Baum ."
"Customers are waiting for service at a takeout window .","Kunden warten am Fenster eines Imbisses darauf , bedient zu werden ."
"A woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them .","Eine Frau in einem geblümten Oberteil und Handtasche und ein Mann in einem schwarzen Hemd gehen , während ein anderer Mann hinter ihnen geht ."
"Bird 's eye view of a man ascending a staircase outdoors .","Vogelperspektive eines Mannes , der eine Treppe im Freien hochsteigt ."
"Men and women wearing white swim caps giving each other piggyback rides .","Männer und Frauen , die weiße Bademützen tragen und einander Huckepack nehmen ."
"A family is sitting outside enjoying themselves in a park area .","Eine Familie sitzt draußen in einem Parkgebiet und lässt es sich gut gehen ."
"A brunette woman is sitting in a blue folding chair and reading at the beach .","Eine brünette Frau sitzt in einem blauen Klappstuhl am Strand und liest ."
"Commuters rush to get on the late train .","Pendler beeilen sich , um den Spätzug zu erreichen ."
"A baby and a young child are sitting together in a highchair .","Ein Baby und ein Kleinkind sitzen zusammen in einem Hochstuhl ."
"A group of worshipers hold their services in a public park .","Eine Gruppe von Gläubigen hält in einem öffentlichen Park einen Gottesdienst ab ."
"A man is sitting in front of a computer monitor holding a keyboard and looking at the camera .","Ein Mann sitzt vor einem Computerbildschirm , hält eine Tastatur und blickt in die Kamera ."
"A child is laying down on a wooden bench .","Ein Kind liegt auf einer Holzbank ."
"Surrounded by spectators , a man in a red shirt , white pants and visor , swings a golf club .","Ein Mann in rotem Hemd , weißen Hosen und Sonnenschild schwingt , umgeben von Zuschauern , einen Golfschläger ."
"Two men are discussing sometime near a wall with some graffiti on it .","Zwei Männer diskutieren irgendwann in der Nähe einer Wand mit Graffiti ."
"Some people with black belts , or black and red belts , are performing martial arts on a green mat .","Einige Personen mit schwarzen Gürteln , oder schwarzen und roten Gürteln , praktizieren Kampfsport auf einer grünen Matte ."
"A female martial arts student demonstrates with a weapon while others watch .","Eine Kampfsportschülerin führt etwas mit einer Waffe vor , während andere zusehen ."
"Several young adults performing in martial arts clothing .","Mehrere junge Erwachsene , die in Kampfsportkleidung etwas vorführen ."
"A young women sits at a vending stall labeled ice creams and programs .","Eine junge Frau sitzt bei einem Verkaufsstand , an dem es angeblich Eis und Programme gibt ."
"A boy poses for a picture and in the background a man is hanging by a rope .","Ein Junge posiert für ein Bild , und im Hintergrund hängt ein Mann an einem Seil ."
"Two people are sitting with their backs facing cotton candy .","Zwei Personen sitzen und haben ihren Rücken Zuckerwatte zugewandt ."
"A girl in a yellow dress with the sun shining on her face","Ein Mädchen in einem gelben Kleid , der die Sonne ins Gesicht scheint ."
"Eight gentlemen are working with stone & amp ; tile .","Acht Herren arbeiten mit Steinen und Fliesen ."
"2 women wearing brightly colored clothes are sitting next to a dirt road on a rock having a conversation while they ' re watching the field .","2 Frauen mit Kleidung in leuchtenden Farben sitzen neben einer unbefestigten Straße auf einem Stein und unterhalten sich , während sie auf das Feld blicken ."
"Two men in black eating a sandwich .","Zwei schwarz gekleidete Männer , die ein Vesperbrot essen ."
"Closeup of a man in a bar , holding his glasses slanted in front of his face .","Nahaufnahme eines Mannes in einer Bar , der seine Brille schräg vor sein Gesicht hält ."
"A boy is sitting on rectangular blocks .","Ein Junge sitzt auf rechteckigen Blöcken ."
"A child is playing in the street , doing a cartwheel .","Ein Kind spielt in der Straße und schlägt ein Rad ."
"A man is sitting behind a hard wood counter .","Ein Mann sitzt hinter einer Theke aus Hartholz ."
"A man in a black jacket is taking a photo of a man in a red jacket .","Ein Mann in einer schwarzen Jacke fotografiert einen Mann in einer roten Jacke ."
"A man in a yellow jumpsuit rowing a boat with a bird in front .","Ein Mann in einem gelben Overall rudert ein Boot , vorne ein Vogel ."
"A male with a hat is juggling four balls .","Eine männliche Person mit einem Hut jongliert vier Bälle ."
"A person in a black hat is holding multicolored juggling pins .","Eine schwarz gekleidete Person hält mehrfarbige Jonglierkeulen ."
"Five people are sitting around a table , outside , playing a card game .","Fünf Personen sitzen im Freien um einen Tisch und spielen ein Kartenspiel ."
"Family sitting on a bench near the beach .","Eine Familie sitzt auf einer Bank in der Nähe des Strands ."
"A man and a woman can prepare meals at camp together .","Ein Mann und eine Frau können im Lager zusammen Mahlzeiten vorbereiten ."
"The four hikers walked up the gravel road .","Die vier Wanderer sind die Schotterstroße hochgelaufen ."
"Two African American makes play their trumpets in a major city with onlookers watching .","Zwei afroamerikanische Männer spielen in einer größeren Stadt Trompete und werden von Zuschauern betrachtet ."
"People at a distance trying to climb a cliff .","Menschen in der Ferne versuchen , an einem Felsabhang hoch zu klettern ."
"Two police officers look at a house from a distance with binoculars .","Zwei Polizisten betrachten aus der Ferne ein Haus mit dem Fernglas ."
"A group of children in brown outfits are performing .","Eine Gruppe von Kindern in brauner Kleidung führt etwas vor ."
"Two young male hikers using a map and compass to find their direction in the woods .","Zwei junge männliche Wanderer , die Karte und Kompass verwenden , um im Wald ihre Richtung zu finden ."
"Two men on the side of a barge","Zwei Männer auf der Seite eines Kahns"
"Three children , baby in the center , sit in an outdoor swing chair .","Drei Kinder , Baby in der Mitte , sitzen in einem Hängesessel im Freien ."
"A child stands ready with a baseball mitt .","Ein Kind steht mit einem Fanghandschuh bereit ."
"Two girls standing on grass face each other .","Zwei Mädchen stehen einander auf Gras gegenüber ."
"Group of people walking on the heavy snow .","Eine Gruppe geht durch den Tiefschnee ."
"Two workers that are working on the side of a street in neon yellow vests .","Zwei Arbeiter in neonfarbenen Westen , die am Rand einer Straßen arbeiten ."
"City workers fixing concrete on a road .","Städtische Arbeiter , die Beton auf einer Straße reparieren ."
"A construction crew working at several spots on the road .","Eine Bauarbeitermannschaft , die an mehreren Stellen auf der Straße arbeitet ."
"A man with red @-@ hair working on his bicycle .","Ein rothaariger Mann , der auf seinem Fahrrad arbeitet ."
"A woman sitting on a bench in front of a large painting .","Eine Frau , die vor einem großen Gemälde auf einer Bank sitzt ."
"A young boy plays on a swing .","Ein Junge spielt auf einer Schaukel ."
"Two men in the woods using a chainsaw to cut some trees .","Zwei Männer im Wald benutzen eine Kettensäge , um Bäume zu fällen ."
"Construction workers work on a road into the night .","Bauarbeiter arbeiten bis in die Nacht hinein an einer Straße ."
"A man wearing a black jacket is playing guitar .","Ein Mann mit schwarzem Jackett spielt Gitarre ."
"Group of people standing or sitting outside of a cafe .","Eine Gruppe steht oder sitzt vor einem Café ."
"A man with a guitar is sitting on a bench outside with three other people sitting by him .","Ein Mann mit einer Gitarre sitzt auf einer Bank im Freien , drei andere Personen sitzen bei ihm ."
"A man and a woman fish from a boat .","Ein Mann und eine Frau fischen von einem Boot aus ."
"A young child holds a spoon to its mouth while sitting in a chair .","Ein kleines Kind sitzt in einem Stuhl und hält einen Löffel an den Mund ."
"A man in a tan fisherman 's cap puts lip balm on a woman in a boat .","Ein Mann in einer lohfarbenen Schiffermütze trägt bei einer Frau in einem Boot Lippenschutz auf ."
"A man adjusts the knobs on a large sound mixing board .","Ein Mann stellt die Knöpfe eines großen Mischpults ein ."
"A woman in a striped shirt and black hair stands facing some booths .","Eine Frau mit schwarzen Haaren in gestreiftem Oberteil steht vor ein paar Ständen ."
"A black dog and a brown dog playing in tall weeds .","Ein schwarzer Hund und ein brauner Hund , die in hohem Unkraut spielen ."
"A man in a red and white checked shirt plays in a park .","Ein Mann in einem rot @-@ weiß @-@ karierten Hemd spielt in einem Park ."
"Two men take measurements of a wall at an open construction site .","Zwei Männer nehmen die Maße einer Wand an einer offenen Baustelle ."
"A man in a white shirt is playing tennis .","Ein Mann in einem weißen Hemd spielt Tennis ."
"A brown dog jumping in the air on a brown plain .","Ein brauner Hund spring auf einer braunen Ebene in die Luft ."
"A young woman standing on a window ledge of brick building while child looks on .","Eine junge Frau steht an einer Fensterbank eines Ziegelgebäudes , während ein Kind zusieht ."
"Two teenage girls , one wearing a white jersey and the other wearing a red jersey , playing soccer .","Zwei Teenagerinnen , eine mit einem weißen Trikot , die andere mit einem roten Trikot , spielen Fußball ."
"A young baby sucking a Binky asleep in a chair .","Ein kleines Baby saugt in einem Stuhl schlafend an einem Binky ."
"A man pulling a fancy rickshaw along a waterway smiles and gives the  thumbs up  sign .","Ein Mann , der eine schicke Rikscha an einem Wasserweg entlang zieht , lächelt und zeigt mit dem Daumen nach oben ."
"A closeup of a child on a playground with adult supervision .","Eine Nahaufnahme von einem Kind auf einem Spielplatz unter Aufsicht von Erwachsenen ."
"A man in a red shirt pins a younger man in a white shirt to a blue padded mat .","Ein Mann in einem roten Hemd drückt einen jüngeren Mann in einem weißen Hemd auf eine blau gepolsterte Matte ."
"These men are practicing martial arts .","Diese Männer machen Kampfsport ."
"Women and men in a different country looking like they are clapping","Frauen und Männer in einem anderen Land , die aussehen , als ob sie klatschen ."
"A woman shops at a farmers market .","Eine Frau kauft auf einem Bauernmarkt ein ."
"People walk around and mingle in a large open space with a dog .","Leute laufen auf einem großen offenen Platz mit einem Hund herum und vermischen sich ."
"Two women wearing hats covered in flowers are posing .","Zwei Frauen posieren mit Hüten , die von Blumen bedeckt sind ."
"The little girl is riding in a brown horse .","Das kleine Mädchen reitet mit einem braunen Pferd herein ."
"A teenage boy is talking to a group of teenage girls .","Ein männlicher Teenager spricht zu einer Gruppe weiblicher Teenager ."
"A man is sitting at an outside bar near many soda and beer cans .","Ein Mann sitzt in einer Bar im Freien bei vielen Limonade- und Bierdosen ."
"Three people stand outside around two grills where meat is being cooked .","Drei Personen stehen im Freien um zwei Grills , auf denen Fleisch gegart wird ."
"An asian family is picnicking at the beach while others play in the water .","Eine asiatische Familie macht am Strand Picknick , während andere im Wasser spielen ."
"Two men in tall hats frown at the camera","Zwei Männer in hohen Hüten blicken stirnrunzelnd in die Kamera ."
"Three people sit on wood benches set on white and orange tile .","Drei Personen sitzen auf Holzbänken auf weißen und orangefarbenen Fliesen ."
"The man is wearing a white shirt and sunglasses .","Der Mann trägt ein weißes Hemd und eine Sonnenbrille ."
"A group of three individuals are working in a cluttered office setting .","Eine aus drei Personen bestehende Gruppe arbeitet in einer vollgepackten Büroumgebung ."
"A boy in a wetsuit jumps into a pool with a bald man .","Ein Junge in einem Taucheranzug springt in ein Schwimmbecken mit einem glatzköpfigen Mann ."
"A boy is diving off a diving board into a swimming pool .","Ein Junge taucht von einem Springbrett aus in ein Schwimmbecken ."
"Two emergency responders are at the scene of an incident .","Zwei Sanitäter sind an einer Unfallstelle ."
"A man creating a clay object at a potters wheel .","Ein Mann stellt an einer Töpferscheibe ein Objekt aus Ton her ."
"People having a barbecue by the beach .","Mehrere Personen grillen am Strand ."
"A woman is holding a little girl who is trying to catch bubbles .","Eine Frau hält ein kleines Mädchen , das versucht , Seifenblasen zu fangen ."
"Two men are hanging out and grilling","Zwei Männer hängen ab und grillen ."
"A woman playing a guitar in front of a group of people standing outside .","Eine Frau , die Gitarre spielt , vor einer Gruppe , die im Freien steht ."
"Two dogs are playing together on green grass .","Zwei Hunde spielen zusammen auf grünem Gras ."
"An artist consults the plan for her section of an elaborate chalk drawing on a sidewalk .","Eine Künstlerin sieht auf dem Plan für ihren Abschnitt eines komplizierten Kreidegemäldes auf einem Bürgersteig nach ."
"A man at work , butchering a cow .","Ein Mann bei der Arbeit , wie er eine Kuh schlachtet ."
"A man with a large feather in his hat rides a horse .","Ein Mann mit einer großen Feder im Hut reitet ein Pferd ."
"Two persons carry a large , inflatable bottle , past a young woman and a parked white car .","Zwei Personen tragen eine große aufblasbare Flasche an einer jungen Frau und einem geparkten weißen Auto vorbei ."
"These girls are in uniforms and are playing field hockey .","Diese Mädchen tragen Uniformen und spielen Feldhockey ."
"A white and tan dog leaps through the air .","Ein weiß @-@ lohfarbener Hund springt durch die Luft ."
"A woman in the middle of throwing a bowling ball in a bowling alley .","Eine Frau , die gerade dabei ist , eine Bowlingkugel auf eine Bowlingbahn zu werfen ."
"One man is playing the drums while another is singing Karaoke .","Ein Mann spielt die Trommeln , während ein andere Karaoke singt ."
"A brown horse stands near a black horse that is sitting on the ground .","Ein braunes Pferd steht in der Nähe eines schwarzen Pferds , das auf dem Boden sitzt ."
"A kid looking over a carnival booth counter at the various toys .","Ein Kind sieht eine Jahrmarktsbude mit verschiedenen Spielzeugen an ."
"A man sleeps in a hammock next to water and a boat .","Ein Mann schläft in einer Hängematte neben dem Wasser und einem Boot ."
"Eleven little girls posing as a team in a pool .","Elf kleine Mädchen posieren in einem Schwimmbecken als Team ."
"A man in a gray and black sweater is sitting on a stool in front of a group of cages .","Ein Mann in einem grau @-@ schwarzen Pullover sitzt auf einem Hocker vor einer Gruppe von Käfigen ."
"A very unusually dressed man sitting beside an ice cream cooler .","Ein sehr ungewöhnlich bekleideter Mann , der neben einem Eiskühler sitzt ."
"A man in a brown shirt is sitting on the sidewalk and playing a guitar .","Ein Mann in einem braunen Hemd sitzt auf dem Gehweg und spielt Gitarre ."
"A little girl with a tiara eating in someones lap .","Ein kleines Mädchen mit einem Diadem , das jemandem auf dem Schoß sitzt und etwas isst ."
"A black and brown dog is laying on a white shaggy carpet .","Ein schwarz @-@ brauner Hund liegt auf einem weißen ungepflegten Teppich ."
"The three girls sat on the beach .","Die drei Mädchen saßen am Strand ."
"A little boy looks at his reflection in a burnished marble wall .","Ein kleiner Junge blickt auf sein Spiegelbild in einer polierten Marmorwand ."
"Men and women on bikes stop to look at something .","Männer und Frauen auf Fahrrädern halten an , um sich etwas anzusehen ."
"A little girl in pink dances with her hands on her hips .","Ein kleines Mädchen in Rosa tanzt mit den Händen auf den Hüften ."
"A man and woman enjoy a cigarette outside of a shop .","Ein Mann und eine Frau genießen eine Zigarette vor einem Laden ."
"An Asian city at night with a large number of people walking around .","Eine asiatische Stadt bei Nacht mit vielen umherlaufenden Menschen ."
"A woman wearing a blue jacket reaching out to a child .","Eine Frau mit einer blauen Jacke , die nach einem Kind greift ."
"A man dressed as a cook enjoys a meal and bottle of wine in an empty restaurant .","Ein als Koch gekleideter Mann in einem leeren Restaurant genießt eine Mahlzeit und eine Flasche Wein ."
"A man with facial hair in white clothes eating a steak .","Ein Mann mit Bart in weißer Kleidung , der ein Steak isst ."
"Three men work quickly preparing food in the kitchen of an upper @-@ class Chinese restaurant .","Drei Männer arbeiten rasch und bereiten in der Küche eines vornehmen chinesischen Restaurants Speisen zu ."
"A man sits on a rock .","Ein Mann sitzt auf einem Stein ."
"A young girl in a yellow dance , dancing on a stage with a baseball field in the background .","Ein Mädchen in einem gelben Tanz tanzt auf einer Bühne mit einem Baseballfeld im Hintergrund ."
"The kids play in the wooded area near the water .","Die Kinder spielen im Waldgebiet in der Nähe des Wassers ."
"A girl in a pink shirt lies on her back in the grass .","Ein Mädchen , das ein rosafarbenes Oberteil trägt , liegt im Gras auf dem Rücken ."
"A couple holds a sign that reads Teaching children for peace .","Ein Paar hält eine Schild , auf dem steht : „ Teaching children for peace “ ."
"Three people wearing colorful costumes and masks sitting between two stone statues .","Drei Personen mit farbenfrohen Kostümen und Masken , die zwischen zwei Statuen aus Stein sitzen ."
"A man on bicycle riding down a rocky hill .","Ein Mann , der auf einem Fahrrad einen steinigen Hügel hinunterfährt ."
"Three young girls dance on the beach in the sand .","Drei Mädchen , die am Strand im Sand tanzen ."
"Young girl in blue dress stepping over a soccer ball .","Ein Mädchen in einem blauen Kleid , das über einen Fußball steigt ."
"A snarling brown and black dog corners a brown long @-@ haired cat under a wooden bench .","Ein knurrender braun @-@ schwarzer Hund stellt eine braune Langhaarkatze unter einer Holzbank ."
"Many people are standing and are watching something .","Viele Menschen stehen herum und sehen etwas an ."
"2 people sit barefoot in a tent , one with a beer and one lounging playing a guitar .","2 Personen sitzen barfuß in einem Zelt , eine hat ein Bier in der Hand und eine sitzt herum und spielt Gitarre ."
"A man in shorts is chopping wood outside a teepee .","Ein Mann in kurzen Hosen hackt vor einem Indianerzelt Holz ."
"One boy in a striped shirt and one girl in a green shirt each riding on bicycles with training wheels .","Ein Junge in einem gestreiften Hemd und ein Mädchen in einer grünen Hemdbluse fahren auf Fahrrädern mit Stützrädern ."
"An adult and a child sitting on a police motorcycle .","Eine erwachsene Person und ein Kind , die auf einem Polizeimotorrad sitzen ."
"A man with no shirt on and a hat is using a hammer and anvil .","Ein Mann mit nacktem Oberkörper und einem Hut benutzt Hammer und Amboss ."
"A woman in black is playing a Cello type instrument .","Eine Frau in Schwarz spielt ein celloartiges Instrument ."
"Two men in a wooden boat , one wearing yellow and one wearing black , traveling on a smooth body of water .","Zwei Männer in einem Holzboot , von denen einer gelb und einer schwarz angezogen ist , die auf einem glatten Gewässer unterwegs sind ."
"A young man with ginger hour is playing a game of pool .","Ein junger Mann mit rotblondem Haar spielt Billard ."
"A man in a red outfit is riding a red motorbike uphill on a motocross circuit .","Ein Mann in rotem Outfit fährt mit einem roten Motorrad auf einer Motocross @-@ Strecke bergaufwärts ."
"A woman giving a blond @-@ haired toddler a drink from a cup .","Eine Frau , die einem blonden Kleinkind aus einer Tasse zu trinken gibt ."
"Six women are sitting at a table together in front of a bookshelf .","Sechs Frauen sitzen zusammen an einem Tisch vor einem Bücherregal ."
"People walk by a display of underwear hanging in a stall .","Leute gehen an einem Stand vorbei , an dem zum Verkauf angebotene Unterwäsche hängt ."
"Two bicyclists pose by a stream for a picture .","Zwei Radfahrer an einem Bach posieren für ein Foto ."
"Two children are standing on a green metal fence .","Zwei Kinder stehen auf einem grünen Metallzaun ."
"A young boy wearing a clever black and white shirt with his head bowed down","Ein Junge mit einem raffinierten schwarz @-@ weißen Hemd , der seinen Kopf gesenkt hat ."
"A truck has just crashed into the back of another truck .","Ein Lkw ist gerade auf das Heck eines anderen Lkw aufgefahren ."
"Two restaurant employees exchange a plate of food under a Mongolian BBQ neon sign .","Zwei Restaurantmitarbeiter unter einer „ Mongolian BBQ “ -Leuchtreklame übergeben einen Teller mit Essen ."
"Two boys playing in the water wearing shorts .","Zwei Jungen mit kurzen Hosen , die im Wasser spielen ."
"A green John Deere tractor in a field pulling a red trailer .","Ein grüner John Deere @-@ Traktor auf einem Acker , der einen roten Anhänger zieht ."
"Two children are playing on a makeshift barrel swing .","Zwei Kinder spielen auf einer improvisierten Fassschaukel ."
"A varied crowd mills about ( or rough @-@ houses ) on a public street , with lots of bicycles on display .","Eine bunt gemischte Menschenmenge läuft auf einer Straßen herum ( oder macht Radau ) , wo viele Fahrräder ausgestellt sind ."
"Two people do jumping jacks on the beach","Zwei Personen machen am Strand Hampelmann ."
"There are about a dozen of men in work clothes that are getting directions for a task .","Ungefähr ein Dutzend Männer in Arbeitskleidung erhalten Anweisungen für eine Aufgabe ."
"The 3 dogs are cruising down the street .","Die 3 Hunde sind auf der Straße unterwegs ."
"The lady in the red car is crossing the bridge .","Die Dame im roten Auto fährt über die Brücke ."
"A girl with a black purse sitting on a wooden bench .","Ein Mädchen mit einer schwarzen Handtasche sitzt auf einer Holzbank ."
"A man in a plaid shirt connecting his black laptop to his microscope .","Ein Mann mit einem karierten Hemd , der sein schwarzes Laptop an sein Mikroskop anschließt ."
"A man is painting on a sidewalk in the city .","Ein Mann malt auf einen Gehweg in der Stadt ."
"A girl in a white shirt is sitting on a park bench with a dog next to her .","Ein Mädchen in einem weißen Oberteil sitzt auf einer Parkbank mit einem Hund neben sich ."
"A man riding a bike wearing a green shirt with a drink in his hand .","Ein Mann mit einem grünen Hemd , der Fahrrad fährt und ein Getränk in der Hand hat ."
"A man is playing a small guitar @-@ like instrument and singing into a microphone .","Ein Mann spielt ein kleines gitarrenähnliches Instrument und singt in ein Mikrophon ."
"The women with shorts has her hand placed on a white car .","Die Frau mit den kurzen Hosen hat ihre Hand auf ein weißes Auto gelegt ."
"A person is standing with one leg propped up with an object with a blue line in his left hand .","Eine stehende Person hat ein Bein aufgestellt und hat ein Objekt mit einer blauen Linie in der linken Hand ."
"Kids playing at a playground on a stack of tires","Kinder spielen auf einem Reifenstapel auf einem Spielplatz ."
"A man in red snow gear looks at an expanse of snow and mountains .","Ein Mann in rotem Schneeanzug blickt auf ein großes Gebiet mit Schnee und Bergen ."
"A man wearing a wife @-@ beater , sitting around fruit in a low budget market .","Ein Mann , der ein weißes Unterhemd trägt , sitzt in einem Billigmarkt neben Obst ."
"A boy in a red hat and black shirt is skateboarding near a red and white striped curb .","Ein Junge in roter Mütze und schwarzem Hemd fährt in der Nähe einer rot @-@ weiß @-@ gestreiften Bordsteinkante Skateboard ."
"A young child is climbing a rock wall in all his protective gear .","Ein kleines Kind klettert in vollständiger Ausrüstung eine Felswand hoch ."
"Asian woman in white shirt standing away from the crowd behind her .","Eine asiatische Frau in weißem Oberteil steht in einem gewissen Abstand von der Menschenmenge hinter ihr ."
"A woman on a subway is falling asleep .","Eine Frau in einer U @-@ Bahn schläft ein ."
"A female athlete ties the laces of one of her cleats on the field .","Eine Sportlerin bindet auf dem Feld die Schnürsenkel eines ihrer Sportschuhe ."
"A man in yellow and green shorts jumping in a living room .","Ein Mann in gelb @-@ grünen Shorts , der in einem Wohnzimmer springt ."
"Young girl stirs a pot with a spoon in the kitchen while wearing a large black blanket .","Ein Mädchen , das eine große schwarze Decke trägt , rührt in der Küche mit einem Löffel in einem Topf ."
"Several travelers either standing or sitting on what appears to be a subway car .","Mehrere Reisende , die in etwas , was wie eine U @-@ Bahn aussieht , sitzen oder stehen ."
"A boy experiencing and exhibit at the museum .","Ein Junge , der eine Ausstellung im Museum erlebt ."
"A male gymnast leaps over a stack of wooden platforms .","Ein Turner springt über einen Stapel Holzplattformen ."
"A dog trots across the ground with a large stick in his mouth .","Ein Hund trottet mit einem großen Stock im Maul über das Feld ."
"Man wearing protective eye gear performs a science experiment while woman watches .","Ein Mann , der Augenschutz trägt , führt ein naturwissenschaftliches Experiment durch , während eine Frau zusieht ."
"A tall man stirring a pot of food on a stove .","Ein großer Mann , der einen Topf mit Essen rührt , der auf einem Herd steht ."
"A woman is being interviewed at her dining table .","Eine Frau wird an ihrem Esstisch befragt ."
"A woman with long brunette hair and a beige hoodie is standing near cabinets .","Eine Frau mit langem brünettem Haar und einem beigefarbenen Kapuzenteil steht in der Nähe von Schränken ."
"A man with gloves works in a lab .","Ein Mann mit Handschuhen arbeitet in einem Labor ."
"A boy laying on the grass face down with a football at his feet .","Ein Junge , der mit dem Gesicht nach unten und einem Fußball zu seinen Füßen im Gras liegt ."
"A woman realigns her sock in a messy park .","Eine Frau , die in einem unordentlichen Park ihre Socke richtet ."
"Boy and his family celebrating his birthday with a brightly lit cake .","Ein Junge und seine Familie , die mit einem hell leuchtenden Kuchen seinen Geburtstag feiern ."
"A man driving a green miniature train .","Ein Mann , der einen grünen Miniaturzug fährt ."
"A man in a white t @-@ shirt is smiling as looking at something .","Ein Mann mit einem weißen T @-@ Shirt lächelt , als ob er etwas ansieht ."
"A man is pouring drinks at a table .","Ein Mann schenkt an einem Tisch Getränke aus ."
"Two black dogs are trotting through an empty public area .","Zwei schwarze Hunde trotten durch einen leeren öffentlichen Bereich ."
