"src","tgt"
"A man sitting on the edge of a tree lined walk .","Ein Mann sitzt am Rand eines baumbestandenen Weges ."
"Two women are looking out into a beautiful forest from a ledge .","Zwei Frauen blicken von einer Stufe in einen prachtvollen Wald ."
"A girl is standing in a store next to other stores .","Ein Mädchen steht in einem Geschäft neben weiteren Geschäften ."
"A cowboy hanging on for dear life while the horse below him simply tries to buck him off .","Ein Cowboy klammert sich fest , während das Pferd unter ihm versucht ihn abzuwerfen ."
"The young boy by the pool is eating an apple .","Der kleine Junge am Schwimmbecken isst einen Apfel ."
"A hiker with a backpack is walking near a waterfall .","Ein Wanderer mit Rucksack geht in der Nähe eines Wasserfalls ."
"Three people are setting up chairs on the beach .","Drei Menschen stellen Stühle am Strand auf ."
"A man in a navy polo shirt snaps photos at a golf course while a crowd of spectators looks on in the background .","Ein Mann in einem dunkelblauen Poloshirt knipst Fotos auf einem Golfplatz , während eine Zuschauermenge im Hintergrund zuschaut ."
"A shoeshine man works as others pass by on a busy sidewalk .","Ein Schuhputzer arbeitet , während andere auf einem belebten Gehweg vorübergehen ."
"A person is riding a horse western style , and the horse is bucking .","Ein Mensch reitet im Westernstil und das Pferd buckelt ."
"High school students watching something and taking pictures .","Schüler einer High @-@ School schauen etwas an und machen Fotos ."
"A boy and a man cross a river on an elephant .","Ein Junge und ein Mann überqueren einen Fluss auf einem Elefanten ."
"A female wearing black pants and a green shirt jogging .","Weibliche Person mit schwarzer Hose und grünem Hemd beim Joggen ."
"A motorcyclist with a Puma fanny @-@ pak parked on the sidewalk with the kickstand of his bike up .","Motorradfahrer mit Puma @-@ Gürteltasche parkt mit ausgeklapptem Mittelständer auf dem Gehweg ."
"A black and white dog with its tongue out is walking .","Ein schwarz @-@ weißer Hund mit heraushängender Zunge läuft ."
"A man seated in a chair has his hair rinsed and washed by other men .","Ein Mann , der in einem Stuhl sitzt , lässt sich von anderen Männern die Haare waschen und spülen ."
"Kids playing jump rope in the middle of the street .","Kinder spielen auf offener Straße Seilspringen ."
"A young Caucasian boy climbs through a metal structure of stationary rings outside in a paved area overlooking a body of water .","Kleiner hellhäutiger Junge klettert draußen auf einer befestigten Fläche mit Blick auf ein Gewässer durch ein Metallgerüst aus Ringen ."
"Three women in headscarfs look at something out of frame .","Drei Frauen mit Kopftuch schauen etwas an , das sich außerhalb des Bildes befindet ."
"Dancers practice dance positions with each other , with some using a safety rail for assistance .","Tänzer üben gemeinsam Tanzpositionen , einige nutzen dabei zur Erleichterung ein Sicherheitsgeländer ."
"The boy is climbing up a rope ladder .","Der Junge kletter eine Strickleiter hinauf ."
"The girl with the black T @-@ shirt is out with a large brown dog .","Das Mädchen im schwarzen T @-@ Shirt ist mit einem großen braunen Hund draußen ."
"Men practice martial arts in backyard .","Männer trainieren in einem Hinterhof Kampfsport ."
"Two cows stand nearby while a dog races past both of them .","Zwei Kühe stehen nah beieinander , ein Hund rennt an beiden vorbei ."
"Two workers are installing a billboard advertisement for a sporting goods store .","Zwei Arbeiter bringen eine Plakatwerbung für ein Sportgeschäft an ."
"A blond man , who is wearing a black t @-@ shirt is playing a game of scrabble and is surrounded by vegetables .","Ein blonder Mann in einem schwarzen T @-@ Shirt , von Gemüse umgeben ist , spielt Scrabble ."
"A baby camel going towards a woman , while a man takes a picture .","Ein Kamelbaby läuft auf eine Frau zu , während ein Mann ein Foto macht ."
"A woman sitting in a brown coat holds a book and bows her head .","Sitzende Frau in braunem Mantel hält ein Buch und neigt den Kopf ."
"A man is walking across the street while it is snowing .","Ein Mann geht über die Straße , während es schneit ."
"Brown dog with mouth open and ears in air running .","Brauner Hund rennt mit offenem Maul und Ohren im Wind ."
"The speckled dog runs through the marsh .","Der gesprenkelte Hund rennt durch den Sumpf ."
"A police officer is standing by the corner of a building .","Ein Polizist steht an einer Häuserecke ."
"A dog chasing a toy duck .","Ein Hund jagt eine Spielzeugente ."
"Two children anxiously looking while a woman scoops them orange water ice .","Zwei Kinder schauen ängstlich , während eine Frau ihnen Orangen @-@ Fruchteis auftut ."
"A woman in a blue hiking shirt looking at a black ram .","Eine Frau in einem blauen Wanderhemd schaut einen schwarzen Schafbock an ."
"A person in a red shirt is mowing the grass with a green riding mower .","Ein Mensch in einem roten Hemd mäht den Rasen mit einem grünen Aufsitzmäher ."
"A baby plays near an overturned basket of diapers .","Ein Baby spielt in der Nähe von einem umgekippten Windeleimer ."
"A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing .","Ein Mann mit einem Helm auf dem Kopf hält die Hand in die Luft und ruft etwas auf ähnliche Weise wie die Menschenmenge hinter ihm ."
"A yellow dog running down a sandy path .","Ein gelber Hund läuft einen sandigen Weg hinunter ."
"A brown and white dog running through water towards a toy .","Ein braun @-@ weißer Hund läuft durch Wasser zu einem Spielzeug ."
"Street artist is holding a crystal ball , while an amazed viewer looks on .","Straßenkünstler hält eine Kristallkugel , staunender Zuschauer sieht zu ."
"Two young children , one in striped top , running down pathway surrounded by ferns .","Zwei kleine Kinder , eins davon in gestreiftem Oberteil , laufen einen von Farn gesäumten Weg hinunter ."
"Dog running on narrow dirt path .","Hund rennt über engen unbefestigten Weg ."
"Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult @-@ sized bathroom .","Zwei kleine Jungen in blauem Fußballdress waschen sich die Hände in einem Badezimmer in Erwachsenengröße die Hände und verwenden dafür eine Holztreppe ."
"Teenage boy riding a bicycle through a grassy field .","Junge im Teenageralter fährt mit dem Fahrrad über ein grasbewachsenes Feld ."
"A woman carrying a white bag with a red star walking on the sidewalk .","Eine Frau trägt eine weiße Tasche mit rotem Stern und läuft auf dem Gehweg ."
"Man shoveling sidewalk as snow is still falling .","Mann schippt Schnee auf dem Gehweg , während es schneit ."
"A blond @-@ haired girl is wearing a purple top , yellow pants , different colored socks , and shoes .","Blondes Mädchen trägt ein violettes Oberteil , eine gelbe Hose sowie verschiedenfarbige Socken und Schuhe ."
"People stand on a subway platform waiting for their train .","Menschen stehen auf einem U @-@ Bahnsteig und warten auf ihre U @-@ Bahn ."
"Two little boys are driving past adults in their toy jeep .","Zwei kleine Jungen fahren in Spielzeug @-@ Jeep an Erwachsenen vorbei ."
"A man on stage as people watch him and wave arms .","Mann steht auf einer Bühne , während ihn Menschen anschauen und die Arme schwenken ."
"A black and brown dog is running through the woods .","Ein schwarz @-@ brauner Hund rennt durch den Wald ."
"A red car has rolled over on a dirt track .","Ein rotes Auto hat sich auf einem unbefestigten Weg überschlagen ."
"A bearded man in a white shirt and black shorts is hiking on a woodland path .","Bärtiger Mann in weißem Hemd und schwarzen Shorts wandert auf einem Waldweg ."
"Three girls stand under umbrellas before a stage .","Drei Mädchen stehen unter Regenschirmen vor einer Bühne ."
"The brown and white great Dane plays with two yellow dogs in the grass .","Die braun @-@ weiße Dänische Dogge spielt mit zwei gelben Hunden auf dem Rasen ."
"The two dogs are jumping around .","Die beiden Hunde springen herum ."
"Brown dog , with green and purple cape , runs on grass .","Brauner Hund mit grün @-@ violettem Hundecape läuft über den Rasen ."
"Three young people sit outside and engage with electronic devices .","Drei Jugendliche sitzen draußen und beschäftigen sich mit elektronischen Geräten ."
"A young boy in an orange shirt is smiling as he runs in a city scene .","Ein kleiner Junge in orangefarbenem T @-@ Shirt läuft lächelnd durch eine Stadtszenerie ."
"A man leans beside a cow in a grassy field .","Ein Mann lehnt neben einer Kuh auf einem grasbewachsenen Feld ."
"A dog swimming in the water with a stick in its mouth","Ein Hund , der einen Stock im Maul hat , schwimmt im Wasser ."
"A man in business attire stands a street corner .","Ein Mann in Geschäftskleidung steht an einer Straßenecke ."
"A brown dog is jumping over a grassy mound near to a lake .","Ein brauner Hund springt über einen grasbewachsenen Hügel in der Nähe eines Sees ."
"Two men look down at another man standing on an unfinished walkway .","Zwei Männer schauen auf einen anderen Mann herunter , der auf einem unfertigen Gehweg steht ."
"Some enthusiast climb a tower for a better look .","Fans klettern einen Mast hoch , um einen beesseren Blick zu erhalten ."
"The family is walking in the woods .","Die Familie geht im Wald spazieren ."
"A child in a red jacket is pointing at beautiful orange flowers .","Ein Kind in einer roten Jacke zeigt auf schöne orangefarbene Blumen ."
"A woman and a baby eating ( having a picnic ) .","Eine Frau und ein Kleinkind essen ( picknicken ) ."
"A busy street with two men holding blue bags .","Eine belebte Straße und zwei Männer , die blaue Taschen halten ."
"A Oklahoma football player standing","Oklahoma @-@ Footballs @-@ Spieler , stehend"
"A football player wears a jersey wuth the number  4  on it .","Ein Football @-@ Spieler trägt ein Trikot mit der Zahl  4  ."
"A football coach holds a headset .","Ein Football @-@ Coach hält ein Headset ."
"A man runs on the football field carrying the ball in front of the ref .","Ein Mann rennt mit dem Ball in der Hand vor dem Schiri über das Footballfeld ."
"A football coach watches a play being made .","Ein Football @-@ Coach schaut bei einem Spiel zu ."
"The Oklahoma Sooners football team discuss their game while fans cheer .","Die Oklahoma @-@ Sooners @-@ Football @-@ Mannschaft bespricht das Spiel , während ihre Fans jubeln ."
"Two football players try to tackle a player of the opposite team .","Zwei Football @-@ Spieler versuchen , einen Spieler der gegnerischen Mannschaft zu attackieren ."
"A smiling dancer dressed in red is on the football field with fans in the stadium bleachers behind her .","Eine rot gekleidete , lächelnde Tänzerin ist auf dem Footballfeld , hinter ihr Fans auf der Tribüne des Stadions ."
"A quarterback gets ready to throw the football .","Ein Quarterback bereitet sich darauf vor , den Football zu werfen ."
"A football player from OU talks to the coach about the game .","Ein Football @-@ Spieler von OU spricht mit dem Coach über das Spiel ."
"Two cheerleaders are sitting at a football game .","Zwei Cheerleader sitzen bei einem Football @-@ Spiel ."
"A football player in a red jersey getting his knee looked at by another man","Ein Football @-@ Spieler in einem roten Trikot lässt sein Knie von einem anderen Mann untersuchen"
"A man in a Sooners jersey blocks an attempted UW tackle .","Ein Mann in einem Sooners @-@ Trikot blockt einen Angriffsversuch von UW ."
"Two football players attempt to advance the ball against a would be tackler .","Zwei Football @-@ Spieler versuchen , den Ball gegen einen möglichen Angreifer nach vorn zu bringen ."
"The football player is trying to outrun his opponent .","Der Football @-@ Spieler versucht , seinen Gegenspieler zu überholen ."
"The football player is running with the ball as a player of the opposing team grabs his leg","Der Football @-@ Spieler rennt mit dem Ball in der Hand , ein Spieler der gegnerischen Mannschaft greift nach seinem Bein ."
"A horse mascot gives high @-@ fives to some football fans .","Ein Pferde @-@ Maskottchen gibt einigen Football @-@ Fans  High five  ."
"Football players on the field as a Sooner tries to tackle a player","Football @-@ Spieler auf dem Feld , ein Sooner versucht einen Spieler zu attackieren ."
"A crowd is standing and cheering at a football game .","Eine Menschenmenge steht und jubelt bei einem Football @-@ Spiel ."
"A man punting a football as fans from the opposing team watch in the background","Ein Mann kickt einen Football , während im Hintergrund Fans der gegnerischen Mannschaft zuschauen ."
"The man in the gray shirt has a blue baseball cap on .","Der Mann im grauen Hemd hat eine blaue Baseballkappe auf ."
"On a football field , there is a player in a red jersey and the crowd is behind him .","Auf einem Footballfeld ist ein Spieler in einem roten Trikot und ist hinter ihm das Publikum ."
"An Oklahoma player is tackled playing football","Ein Oklahoma @-@ Spieler wird beim Football @-@ Spielen attackiert ."
"The football players in red are attempting a play against those in purple , white , and gold .","Die Football @-@ Spieler in Rot versuchen einen Spielzug gegen die Spieler in Violett @-@ Weiß @-@ Gold ."
"A group of men play a college football game .","Eine Gruppe Männer spielt ein College @-@ Football @-@ Spiel ."
"A football player wearing a gold helmet runs holding a football .","Ein Football @-@ Spieler , der einen goldenen Helm trägt , rennt und hält dabei einen Football ."
"Two football teams lined up before the hike .","Zwei Football @-@ Mannschaften in Aufstellung vor dem Snap ."
"Two football players make a play , while the other team looks on .","Zwei Football @-@ Spieler machen einen Spielzug , während die andere Mannschaft zuschaut ."
"A football player runs with a ball , chased by the opposing team .","Ein Football @-@ Spieler rennt mit einem Ball und wird von der gegnerischen Mannschaft verfolgt ."
"The two players , on opposite teams , are in the middle of a football game , while others watch .","Die beiden Spieler aus unterschiedlichen Mannschaften sind mitten in einem Football @-@ Spiel , während andere zuschauen ."
"A football player is tackled .","Ein Football @-@ Spieler wird getackelt ."
"Two football players are tackling one player of the opposite team .","Zwei Football @-@ Spieler attackieren einen Spieler der gegnerischen Mannschaft ."
"A Sooners football player is tackling an opposing player .","Ein Sooners @-@ Football @-@ Spieler tackelt einen gegnerischen Spieler ."
"A football player in red and white is holding both hands up .","Ein Football @-@ Spieler in Rot @-@ Weiß hält beide Hände in die Höhe ."
"Three football players wearing red jerseys are on the field .","Dre Football @-@ Spieler in roten Trikots sind auf dem Spielfeld ."
"The Sooners quarterback is waiting for the snap from his center .","Der Sooners @-@ Quarterback wartet auf den Snap von seinem Center ."
"A football game in progress .","Ein laufendes Football @-@ Spiel ."
"A football player being tackled from behind by another player from a different team in front of a crowd .","Ein Football @-@ Spieler wird von einem anderen Spieler aus einer anderen Mannschaft vor einer Menschenmenge von hinten getackelt ."
"Football player tackling another player in a football game .","Football @-@ Spieler tackelt einen anderen Spieler bei einem Football @-@ Spiel ."
"A football player for the Sooners stands in front of the oppsing team waiting for the next play .","Ein Football @-@ Spieler der Sooners steht vor der gegnerischen Mannschaft und wartet auf den nächsten Spielzug ."
"The football player dressed in red looks down field .","Der rot gekleidete Football @-@ Spieler schaut über das Spielfeld ."
"The football player in red kicks off the ball .","Der Football @-@ Spieler in Rot kickt den Ball beim Anstoß ."
"The football player gets ready to throw the ball .","Der Football @-@ Spieler bereitet sich darauf vor , den Ball zu werfen ."
"A group of footballs players is standing behind a coaching official .","Eine Gruppe Football @-@ Spieler steht hinter einem Trainer ."
"The head coach is walking out on the field .","Der Head Coach geht auf das Spielfeld ."
"A football team doing their stretches before the game starts .","Eine Football @-@ Mannschaft beim Stretching vor dem Beginn des Spiels ."
"Many football players sitting on the ground .","Viele Football @-@ Spieler sitzen auf dem Boden ."
"A man dressed in red takes a picture of a sporting event .","Ein rot gekleideter Mann macht ein Foto von einem Sportereignis ."
"A Oklahoma Sooners football player wearing his jersey number 28 .","Ein Oklahoma @-@ Sooners @-@ Football @-@ Spieler trägt sein Trikot mit der Nummer 28 ."
"A man wearing a red football uniform and gray gloves looks to the left .","Ein Mann in einem roten Football @-@ Dress und grauen Handschuhen blickt nach links ."
"A young girl wearing a party hat is laughing .","Ein Mädchen mit einem Party @-@ Hut auf dem Kopf lacht ."
"A woman in a black outfit is standing in a hardwood floored room looking out a window .","Eine Frau in schwarzem Outfit steht in einem Raum mit Parkettboden und blickt aus dem Fenster ."
"Group of people gathering around a parade float .","Eine Gruppe von Menschen ist um einen Umzugswagen versammelt ."
"A person jumping in the air while holding onto a string attached to a large balloon as others watch .","Ein Mensch springt in die Luft und klammert sich dabei an einer an einem großen Ballon befestigten Schnur fest , während andere zuschauen ."
"A newly bathed dog is wrapped in a blanket by a caring woman .","Ein frisch gebadeter Hund wird von einer fürsorglichen Frau in ein Handtuch gewickelt ."
"A man and a woman wearing jackets embrace in a hug .","Ein Mann und eine Frau in Mänteln umarmen sich ."
"A man is wearing blue waving at a stopped bus .","Ein blau gekleideter Mann winkt einem haltenden Bus zu ."
"Young girl in winter coat jumping off a boulder into the sand at a beach","Junges Mädchen in Wintermantel springt an einem Strand von einem Fels in den Sand ."
"Several people wait for a train .","Mehrere Menschen warten auf einen Zug ."
"A small white dogs leaps over the back of a larger dog to chase his toy .","Ein kleiner weißer Hund springt auf der Jagd nach seinem Spielzeug über den Rücken eines größeren Hundes ."
"A dog wearing a blue sweater holds a yellow toy in its mouth .","Ein Hund in einem blauen Pullover hält ein gelbes Spielzeug im Maul ."
"Three infants wearing sunhats are playing at the edge of the water on a beach .","Drei Kleinkinder mit Sonnenhüter spielen am Strand am Ufer ."
"A girl dances like a man in costume","Ein Mädchen tanzt wie ein Mann im Anzug ."
"Large furry dog walking in the sand near large rocks .","Großer Hund mit langem Fell läuft in der Nähe großer Felsen durch den Sand ."
"People walking along a pathway along a lake .","Menschen spazieren auf einem Weg an einem See entlang ."
"A girl with a pink striped shirt is walking up a set of stone stairs .","Ein Mädchen mit einem rosafarbenen gestreiften Hemd geht eine Steintreppe hinauf ."
"A brown @-@ haired lady in a red shirt and black pants standing , looking around .","Eine braunhaarige Dame mit rotem und schwarzer Hose steht und blickt sich um ."
"People outside in yard with two kids climbing ladder to tree house .","Menschen draußen im Hof , zwei Kinder steigen eine Leiter zum Baumhaus hinauf ."
"A man and a girl stand in front of a large crowd .","Ein Mann und ein Mädchen stehen vor einer großen Menschenmenge ."
"Younger looking man wearing black shorts and tank , with running shoes , laying down on a outdoor bench .","Jüngerer Mann in schwarzen Shorts und Tank @-@ Top mit Laufschuhen liegt auf einer Bank im Frauen ."
"A woman walking beside a purple wall .","Eine Frau geht neben einer violetten Wand entlang ."
"A young girl dressed in vibrant clothes , grooms the dapple horse .","Ein junges Mädchen in farbenfroher Kleidung striegelt das gefleckte Pferd ."
"The employees of a culinary establishment prepare food for watching customers .","Die Mitarbeiter eines Gastronomiebetriebs bereiten Essen für zuschauende Kunden zu ."
"Two young asian girls look off into the distance while standing in an urban area .","Zwei junge asiatische Mädchen stehen in einem städtischen Gebiet und blicken in die Ferne ."
"A man and a woman stand facing each other in front of a silver @-@ colored wall .","Ein Mann und eine Frau stehen einander vor einer silbernen Wand gegenüber ."
"An older gentlemen who is wearing a striped polo shirt holding a little kid 's hand .","Ein älterer Herr in gestreiftem Polohemd hält ein kleines Kind an der Hand ."
"A baby is sleeping with his blanket on .","Ein Baby schläft in seiner Decke ."
"A man in a green long @-@ sleeve shirt playing the violin in an empty auditorium .","Ein Mann in einem grünen langärmligen Hemd spielt in einem leeren Vortragssaal Geige ."
"The brown dog is running in the water .","Der braune Hund rennt im Wasser ."
"Two small babies are sitting in identical strollers .","Zwei kleine Babys sitzen in identisch aussehenden Kinderwagen ."
"An old lady wearing a hat and smiling .","Eine alte Dame trägt einen Hut und lächelt ."
"A middle @-@ aged woman is repairing a part under the hood of her car .","Eine Frau mittleren Alters repariert ein Teil unter der Motorhaube ihres Autos ."
"Group of male and female singers on stage .","Gruppe von Sängern und Sängerinnen auf der Bühne ."
"Two men with red vests and green hats smoothing out wet cement","Zwei Männer mit roten Westen und grünen Hüten glätten nassen Zement ."
"Men doing construction on a road .","Männer bei Bauarbeiten auf einer Straße ."
"A man in an orange shirt and yellow hard hat walks on a road .","Ein Mann in orangefarbenem Hemd mit gelbem Schutzhelm geht auf einer Straße ."
"A construction worker siting on a green tractor .","Bauarbeiter sitzt auf einem grünen Traktor ."
"A tractor with a shovel arm is operated by a orange vest wearing driver at a construction site .","Ein Traktor mit Schaufelarm wird auf einer Baustelle von einem Fahrer in orangefarbener Weste betrieben ."
"Two small dogs play on the lawn .","Zwei kleine Hunde spielen auf dem Rasen ."
"A blond lady in a pink shirt is singing in front of a brick wall .","Eine blonde Dame in pinkfarbenem Hemd singt vor einer Ziegelmauer ."
"Three individuals preparing food on a kitchen counter .","Drei Menschen bereiten auf einem Küchentresen Essen zu ."
"A few people and cars out on their daily commute on a rainy day .","Ein paar Menschen und Autos an einem regnerischen Tag auf dem täglichen Arbeitsweg ."
"A girl sits in a car wearing sunglasses and a hat .","Ein Mädchen mit Sonnenbrille und Hut sitzt in einem Auto ."
"One man is standing in a red room while another person sits next to him .","Ein Mann steht in einem roten Zimmer , neben ihm sitzt ein anderer Mensch ."
"A female Texas A & amp ; M tennis player dribbling the tennis ball .","Eine Texas @-@ A & M @-@ Tennisspielerin lässt den Tennisball auftitschen ."
"Two men in white shirts with matching logos inspect the engine of a vintage red convertible .","Zwei Männer in weißen Hemden mit übereinstimmenden Logos überprüfen den Motor eines Oldtimer @-@ Cabriolets ."
"A man is banging on pots and pans in his kitchen .","Ein Mann schlägt in seiner Küche auf Töpfe und Pfannen ."
"There is a man walking with a bag in front of a black square paneled wall .","Ein Mann mit einer Tasche läuft vor einer viereckigen schwarzen getäfelten Wand entlang ."
"A small child on a blue toy is wearing an orange shirt .","Ein kleines Kind auf einem blauen Spielzeug trägt ein orangefarbenes T @-@ Shirt ."
"A kid takes flight inside a multicolored balloon bounce house .","Ein Kind auf der Flucht in einer bunten Hüpfburg ."
"An obese man dressed in only shorts , parking a red motor scooter","Ein nur mit Shorts bekleideter übergewichtiger Mann parkt einen roten Motorroller ."
"Three women are jogging on a path .","Drei Frauen joggen auf einem Weg ."
"A small dog jumps by a car to reach a lady 's face while another dog watches .","Neben einem Auto springt ein kleiner Hund zum Gesicht einer Frau , während ein anderer Hund zuschaut ."
"An infant wearing a blue outfit is crying with their left hand visible .","Ein Baby in blauer Ausstattung , dessen linke Hand nicht sichtbar ist , schreit ."
"Two senor citizens talking on a public street .","Zwei Senioren unterhalten sich auf einer öffentlichen Straße ."
"A man working on a contraption in an abandoned warehouse .","Ein Mann arbeitet an einer Vorrichtung in einem stillgelegten Lagergebäude ."
"Four men looking up at another man getting ready to do something .","Vier Männer schauen zu einem anderen Mann auf , der zu einer Handlung bereit ist ."
"A man walking in front of a building with graffiti on it .","Ein Mann läuft an einem Gebäude mit Graffiti vorbei ."
"A young man pauses to examine the image on his camera .","Ein junger Mann hält an und überprüft das Bild auf seiner Kamera ."
"A group of young Asians are sitting on steps , eating and watching something going on in front of them .","Eine Gruppe junger Asiaten sitzt essend auf einer Treppe und schaut etwas an , das vor ihnen passiert ."
"A small toddler girl in a white dress walking","Ein kleines Mädchen in weißem Kleid läuft ."
"A woman dressed in a buff or light yellow dress and fairy wings entertains children at a festival .","Eine Frau in einem lederfarbenen oder hellgelben Kleid und Elfenflügeln unterhält Kinder bei einem Fest ."
"Three men drinking coffee sitting at a conference table .","Drei Männer sitzen an einem Konferenztisch und trinken Kaffee ."
"There is a child in a red and yellow toy car .","Kind in einem rot @-@ gelben Spielzeugauto ."
"Woman in orange jacket playing with a black dog","Frau in orangefarbener Jacke spielt mit einem schwarzen Hund ."
"A guy taking a photo of another guy who is standing in front of a broken television .","Ein Typ macht ein Foto von einem anderen Typen , der vor einem kaputten Fernseher steht ."
"A photographer with a red sweatshirt is inside a building .","Ein Fotograf mit rotem Sweatshirt ist in einem Gebäude ."
