"src","tgt"
"Two men wearing work attire , stands next to an eighteen @-@ wheeler , outside a large plant .","Zwei Männer in Arbeitskleidung stehen vor einer großen Fabrik neben einem Sattelzug ."
"The woman and children are standing next to a statue of a cow .","Die Frau und die Kinder stehen neben der Statue einer Kuh ."
"A man in a green hat is taking a self portrait .","Ein Mann mit grüner Mütze knipst ein Selbstporträt ."
"Three adults wearing cold weather gear .","Drei Erwachsene , die für kaltes Wetter angezogen sind ."
"A boy wearing black walks down the street with his hands in fists .","Ein schwarz gekleideter Junge geht mit geballten Fäusten die Straße entlang ."
"Two girls play on a skateboard in a courtyard .","Zwei Mädchen spielen auf einem Skateboard in einem Hof ."
"A woman in a red coat and brown hat and a man in a black leather coat walk by a street food vendor .","Eine Frau mit rotem Mantel und brauner Mütze und ein Mann mit schwarzem Ledermantel gehen an einem Lebensmittelverkäufer auf der Straße vorbei ."
"Brown @-@ haired male relaxing in an oak tree .","Eine braunhaarige männliche Person , die sich in einer Eiche entspannt ."
"Large fluffy gray dog standing in grass in front of a brown dog .","Ein großer flauschiger grauer Hund , der vor einem braunen Hund im Gras steht ."
"Man in a yellow usa shirt is sitting outside of a lobby entrance .","Ein Mann in einem gelben USA @-@ Hemd sitzt draußen vor dem Eingang zu einem Foyer ."
"This farmer cuts into his harvested fruit with a machete to sell in the market .","Dieser Bauer schneidet mit einer Machete in die geerntete Frucht , um sie auf dem Markt zu verkaufen ."
"Four women at a bar having a laugh .","Vier Frauen an einer Bar , die lachen ."
"A group of men and women sitting on booths drinking out bottle and glasses .","Eine aus Männern und Frauen bestehende Gruppe , die auf Buden sitzt und aus Flaschen und Gläsern trinkt ."
"A black dog bounds across the sand .","Ein schwarzer Hund jagt durch den Sand ."
"People are sitting at long dining tables in a tent at some formal event .","Leute sitzen zu einem formellen Anlasse an langen Esstischen in einem Zelt ."
"A young woman looks happy in winter clothes while it snows .","Während es schneit , sieht eine junge Frau glücklich aus in ihrer Winterkleidung ."
"A man and a child walk along the beach as a ball floats in the water .","Ein Mann und ein Kind gehen am Strand entlang , während ein Ball im Wasser schwimmt ."
"A orchestra band practices in a church .","Eine Bigband übt in einer Kirche ."
"A little boy with a green shirt is running on a rock ledge .","Ein kleiner Junge mit grünem Hemd rennt auf einem Felsvorsprung ."
"Two young men selling goods in a market .","Zwei junge Männer , die auf einem Markt Waren verkaufen ."
"Two girls jumping on a trampoline , one upright and the other landing on her back , in a backyard .","Zwei Mädchen , die in einem Hof auf einem Trampolin springen , das eine aufrecht und das andere , wie es auf dem Rücken landet ."
"People stand outside watching motorcycles drive down a road .","Leute stehen draußen und beobachten , wie Motorräder eine Straße entlang fahren ."
"An older man in a white shirt riding a motorcycle .","Ein älterer Mann mit weißem Hemd , der Motorrad fährt ."
"A person walks by some blue @-@ green water while holding a rail .","Eine Person geht an einem blau @-@ grünen Wasser vorbei und hält sich an einem Geländer ."
"A group of motorcyclists drive around a parking lot .","Eine Gruppe von Motorradfahrern fährt um einen Parkplatz herum ."
"A man carving a pumpkin in his boxers .","Ein Mann , der einen Kürbis schnitzt , in Boxershorts ."
"A young girl standing behind a star of David .","Ein Mädchen , das hinter einem Davidstern steht ."
"A person lies half under a car , face @-@ down .","Eine Person liegt mit dem Gesicht nach unten halb unter einem Auto ."
"Black male in white puma tank top and red shorts standing in doorway of red building","Ein schwarzer Mann mit weißem Puma @-@ Tanktop und roten Shorts , der in der Türöffnung eines roten Gebäudes steht"
"Two men are smiling at each other .","Zwei Männer lächeln einander zu ."
"A little boy in a striped shirt is dropping rocks to make the water splash up at him .","Ein kleiner Junge in gestreiftem Hemd wirft Steine , damit diese ihn mit Wasser bespritzen ."
"An elderly woman crafts a design on a loom .","Eine älter Frau entwirft ein Muster auf einem Webstuhl ."
"A little girl is playing in a puddle on a cold day .","Ein kleines Mädchen spielt an einem kalten Tag in einer Pfütze ."
"A dog places his head on a man 's face .","Ein Hund legt seinen Kopf auf das Gesicht eines Mannes ."
"The little girl is sleeping while hugging her blue bag .","Das kleine Mädchen hält ihre blaue Tasche im Arm und schläft ."
"A girl sitting on top of a crocodile","Ein Mädchen , das auf einem Krokodil sitzt"
"The kid is wearing a blue jacket and standing in shallow beach water .","Das Kind trägt eine blaue Jacke und steht in flachem Wasser am Strand ."
"Baby in playpen with wide eyes","Ein Baby in einem Laufgitter , das große Augen macht"
"The German shepherd dog is running through the snow .","Der deutsche Schäferhund rennt durch den Schnee ."
"Man putting up a tile in the ground .","Ein Mann , der einen Ziegel in den Boden setzt ."
"A white and brown dog rolls on its back in the sand .","Ein weiß @-@ brauner Hund rollt sich im Sand auf dem Rücken ."
"A dog shakes off water","Ein Hund schüttelt sich Wasser aus dem Fell ."
"A man is playing a 5 stringed electrical bass guitar .","Ein Mann spielt auf einer elektrischen Bassgitarre mit 5 Saiten ."
"The lady and man pose for a picture .","Die Dame und der Mann posieren für ein Bild ."
"Construction workers add cinder blocks to the top of a structure .","Bauarbeiter setzen Hüttensteine auf ein Bauwerk auf ."
"Two girls walking on the street in shorts and sweatshirts .","Zwei Mädchen , die in Shorts und Sweatshirts die Straße entlang gehen ."
"A lot of people are gathered outdoors at night and eating food , with lots of bright lights .","Viele Leute haben sich nachts im Freien versammelt und essen etwas , es sind viele helle Lichter zu sehen ."
"A toddler peeking into a front loader dryer .","Ein Kleinkind blickt in einen Frontlader @-@ Trockner ."
"A man in a black shirt sits next to an old woman in a pink shirt on a train .","Ein Mann mit schwarzem Hemd sitzt neben einer alten Frau in rosafarbenem Oberteil in einem Zug ."
"Man in red headband climbing a rock","Ein Mann mit einem roten Stirnband , der einen Felsen erklettert"
"Man reading a book in a barber shop at night .","Ein Mann , der nachts in einem Friseursalon ein Buch liest ."
"Two black guys , that are on rival teams playing basketball .","Zwei schwarze Männer in gegnerischen Teams , die Basketball spielen ."
"A young man makes an astonished face as he turns to the cameraman just outside his kitchen .","Ein junger Mann macht ein erstauntes Gesicht , als er sich dem Kameramann direkt vor seiner Küche zuwendet ."
"Two men are standing together while one looks through binoculars .","Zwei Männer stehen beieinander , einer blickt durch ein Fernglas ."
"Elderly people are sitting together at tables and talking .","Ältere Menschen sitzen an Tischen zusammen und reden ."
"A person poses in the snow .","Eine Person posiert im Schnee ."
"A lone person standing on some rocks with large snowy mountains in the background .","Eine einsame Person , die auf Felsen steht , mit großen schneebedeckten Bergen im Hintergrund ."
"A man raises his arms on rocky beach .","Ein Mann an einem steinigen Strand hebt seine Arme ."
"A male hiker wearing a green jacket is posing next to a large glacier .","Ein Wanderer mit einer grünen Jacke posiert neben einem großen Gletscher ."
"Someone staring down at a mess on the ground .","Jemand , der auf eine Unordnung auf dem Boden starrt ."
"The little girl is standing on a stage dressed up as a pink fairy .","Das kleine Mädchen steht als rosafarbene Fee gekleidet auf einer Bühne ."
"An old woman taking pictures at an outdoor photography display .","Eine alte Frau , die bei einer Fotoausstellung im Freien Bilder macht ."
"A grinning girl sits in a pink wheeled cart sliding down a green ramp .","Ein grinsendes Mädchen sitzt in einem rosafarbenen Karren , der eine grüne Rampe hinuntergleitet ."
"Father and son smiling in the bed .","Vater und Sohn im Bett , lächelnd ."
"Five men stand in a line in front of a red curtain .","Fünf Männer stehen in einer Linie vor einem roten Vorhang ."
"A female tennis player stands in a ready position .","Eine Tennisspielerin steht in einer Bereitschaftshaltung ."
"A hiker is standing in before the mountain holding two walking sticks .","Ein Wanderer steht vor dem Berg und hält zwei Wanderstöcke ."
"A brown dogs walks near a green van and some junk .","Ein brauner Hund läuft in der Nähe von einem grünen Fahrzeugs und etwas Müll ."
"A black and gray cat stands on a contracption while two big dogs stare at it .","Eine schwarz @-@ graue Katze steht auf einem Apparat und wird von zwei großen Hunden angestarrt ."
"An elderly woman is preparing food in the kitchen .","Eine ältere Frau bereitet in der Küche etwas zu essen zu ."
"Two children , one in a red coat , one in a blue coat , are sitting by a lake .","Zwei Kinder , eines mit einem roten , eines mit einem blauen Mantel , sitzen an einem See ."
"A boys soccer team coach talking to his team on a soccer field .","Der Coach eines Fußballteams spricht auf einem Fußballfeld zu den Jungen ."
"Man in tan shirt and brown pants looks down the fairway at the golf ball he just hit .","Ein Mann in einem gelblichen Hemd und braunen Hosen blickt das Fairway entlang auf den Golfball , den er gerade geschlagen hat ."
"An woman paints her toenails while sitting on the floor .","Eine Frau sitzt auf dem Boden und lackiert ihre Zehennägel ."
"A small dog runs from the dirt onto the street","Ein kleiner Hund rennt vom Erdboden auf die Straße ."
"Three males on the edge of the water with fishing gear .","Drei männliche Personen an der Wasserkante mit Angelausrüstung ."
"A student jumps up to kick his heels together while outside of a school building in the winter snow .","Ein Schüler außerhalb eines Schulgebäudes im winterlichen Schnee hüpft , um die Hacken zusammenzuschlagen ."
"Two dogs drink water in a lake .","Zwei Hunde trinken Wasser in einem See ."
"A man with glasses and a green shirt is holding onto the wall .","Ein Mann mit Brille und grünem Hemd hält sich an der Mauer fest ."
"A woman in orange works beside a loom .","Eine orange gekleidete Frau arbeitet neben einem Webstuhl ."
"A small child jumps on a colorful toy in the street .","Ein kleines Kind springt auf einem bunten Spielzeug in der Straße ."
"A skier catches air over the snow .","Ein Skifahrer schnappt über dem Schnee Luft ."
"A white dog plays outside in a fenced yard while it snows .","Ein weißer Hund spielt draußen in einem eingezäunten Hof , während es schneit ."
"A person holding a  Free Hugs  sign , hugs another person .","Eine Person , die ein Schild mit der Aufschrift „ Free Hugs “ hält , umarmt eine andere Person ."
"A baseball is recoiling from an action taken on a treated field watched by others .","Ein Baseball prallt nach einer Aktion auf einem behandelten Feld zurück , während andere zusehen ."
"A guy standing is watching another guy in midair .","Ein Mann steht und beobachtet einen anderen Mann , der gerade in der Luft ist ."
"A small child in a red coat points to a handbag in a shop window .","Ein kleines Kind in einem roten Mantel zeigt auf eine Handtasche in einem Schaufenster ."
"A small child is standing at the edge of the woods .","Ein kleines Kind steht am Waldrand ."
"A black dog jumping off a riverbank near a wooded area .","Ein schwarzer Hund springt von einem Flussufer in der Nähe eines Waldgebiets ."
"Guy drinking beverage outside of brightly lit basement .","Ein Mann , der vor einem hell erleuchteten Keller etwas trinkt ."
"Five Asian girls are lined up on a track preparing to run .","Fünf asiatische Mädchen stehen auf einem Pfad Schlange und bereiten sich darauf vor , zu rennen ."
"Four men are pointing to a measuring stick while crouching .","Vier Männer in der Hocke zeigen auf eine Messlatte ."
"Two young school kids run to finish their race .","Zwei Schulkinder rennen , um zum Ziel zu kommen ."
"Three Asian men running and winning a race .","Drei asiatische Männer , die rennen und ein Wettrennen gewinnen ."
"Group of sitting asian children all dressed in white polos and navy blue pants .","Eine Gruppe sitzender asiatischer Kinder in weißen Polohemden und marineblauen Hosen ."
"A boy is surrounded by pigeons .","Ein Junge ist von Tauben umgeben ."
"A group in uniform marches carrying red signs with Chinese lettering on them .","Eine Gruppe in Uniformen marschiert und trägt Schilder mit chinesischen Buchstaben darauf ."
"A woman on a ski slope .","Eine Frau auf einer Skipiste ."
"A child wearing a green tank top with the number four on it is participating in a race .","Ein Kind , das ein grünes Trägertop mit der Nummer vier trägt , nimmt an einem Wettrennen teil ."
"Children pass a baton during a relay run .","Kinder übergeben bei einem Staffellauf einen Stab ."
"The blue team passes off the baton in a relay race .","Bei einem Staffellauf übergibt das blaue Team den Stab ."
"Two people stand on a beach and look to the right .","Zwei Personen stehen an einem Strand und blicken nach rechts ."
"A tattooed woman in a black dress holds a drink while sitting at a table in a dimly @-@ lit room .","Eine tätowierte Frau mit einem schwarzen Kleid sitzt an einem Tisch in einem schwach erleuchteten Raum und hält ein Getränk ."
"A man posing for his photo on a rocky beach .","Ein Mann an einem steinigen Strand posiert für das Foto ."
"Toddler standing near a pole with an orange life jacket at his feet .","Ein Kleinkind bei einem Pfosten mit einer orangefarbenen Schwimmweste zu seinen Füßen ."
"Three boys are racing against each other .","Drei Jungen machen ein Wettrennen ."
"Two girls competing in a track event .","Zwei Mädchen nehmen an einem Wettlauf auf einer Bahn teil ."
"Orange dog jumps over striped posts on course .","Ein orangefarbene Hund springt über gestreifte Pfosten auf seinem Weg ."
"Two people wearing black sit on a bench and look down .","Zwei schwarz gekleidete Personen sitzen auf einer Bank und blicken nach unten ."
"A parade of people in pink marches on .","Eine Parade mit rosa gekleideten Menschen marschiert vorbei ."
"Outside asian festival with white words on red banners , a stage of judges behind a row of red flowers with lots of asian people standing by .","Ein asiatisches Open @-@ Air @-@ Festival mit weißen Worten auf roten Spruchbändern , eine Bühne mit Richtern hinter eine Reihe roter Blumen , und viele asiatische Menschen , die herumstehen ."
"Several children at an Asian fair appear to be engaged in a game .","Mehrere Kinder auf einem asiatischen Markt scheinen mit einem Spiel beschäftigt zu sein ."
"Children holding foreign banners standing in front of an older man and woman .","Kinder , die fremde Spruchbänder halten und vor einem älteren Mann und einer älteren Frau stehen ."
"An older man sits on an ornate chair with a table in front of him .","Ein älterer Mann sitzt auf einem prachtvollen Stuhl mit einem Tisch vor sich ."
"Two men in a group of 4 people are looking up at a large soap bubble .","Zwei Männer in einer aus 4 Personen bestehenden Gruppe blicken zu einer großen Seifenblase hoch ."
"A crowd is enjoying an outdoor festival .","Eine Menschenmenge vergnügt sich bei einem Open @-@ Air @-@ Festival ."
"Two elderly woman , both in long @-@ sleeve jackets with white hair , holding hands near wall with graffiti .","Zwei ältere Frauen in der Nähe einer Mauer mit Graffitis , beide mit langärmeligen Jacken und weißen Haaren , halten Händchen ."
"Two girls and three boys are sitting on a bench laughing .","Zwei Mädchen und drei Jungen sitzen am Strand und lachen ."
"The white dog is wading in the pond atop the mountain .","Der weiße Hund wadet im Teich auf dem Berg ."
"A small boy looking at a red wall","Ein kleiner Junge , der auf eine rote Wand blickt ."
"Asian women standing in front of a body of water and surrounded by trees with red leaves .","Eine asiatische Frau , die vor einem Gewässer steht und von Bäumen mit roten Blättern umgeben ist ."
"An Asian boy is leaning against a pole .","Ein asiatischer Junge lehnt gegen einen Pfosten ."
"A ballerina teacher is showing a young girl how to position herself .","Eine Ballettlehrerin zeigt einem Mädchen , welche Haltung sie einnehmen soll ."
"A boy reads at a desk in front of closed blinds .","Ein Junge liest an einem Schreibtisch vor geschlossenen Jalousien ."
"People walking down the street past a Lounge & amp ; Grill .","Leute gehen an einem Lounge & Grill die Straße entlang ."
"Two young kids are in a hut .","Zwei Kinder sind in einer Hütte ."
"Young people are using computers next to each other .","Junge Leute sitzen nebeneinander und benutzen Computer ."
"Three men in a rustic cabin working with laptops .","Drei Männer in einer einfachen Kabine , die mit Laptops arbeiten ."
"A little boy is playing on a jungle @-@ gym with a blue roof and a yellow tunnel .","Ein kleiner Junge spielt auf einem Klettergerüst mit blauem Dach und gelbem Tunnel ."
"Man reaching for something in a plastic container outside .","Ein Mann , der draußen nach etwas in einem Kunststoffbehälter greift ."
"A white dog plays with a brown dog on carpet .","Ein weißer Hund spielt mit einem braunen Hund auf einem Teppich ."
"A boy playing in water .","Ein Junge , der im Wasser spielt ."
"A elderly man in a tan jacket is crossing a city street .","Ein älterer Mann in gelblicher Jacke überquert eine Straße in der Stadt ."
"A family walks down a nature pathway pushing a small child in a red stroller .","Eine Familie mit einem Kleinkind in einem roten Sportwagen geht einen Naturpfad entlang ."
"A young boy holds a baby crocodile up to the camera .","Ein Junge hält für die Kamera ein Krokodilbaby hoch ."
"Two women standing by a door behind another individual seated in a red chair .","Zwei Frauen , die neben einer Tür stehen , hinter einer anderen Person , die in einem roten Stuhl sitzt ."
"People shopping in a market with lots of fruits .","Leute , die in einem Markt mit sehr viel Obst einkaufen ."
"A boy stands near water with a stone in his hand .","Ein Junge mit einem Stein in der Hand steht am Wasser ."
"A young boy throwing a rock into a pond in front of a large building .","Ein Junge vor einem großen Gebäude , der einen Stein in einen Teich wirft ."
"An old man plays guitar in front of a red bucket filled with money .","Ein alter Mann spielt vor einem roten , mit Geld gefüllten Eimer Gitarre ."
"A seated , older woman finishing a painting of a group of African women .","Eine sitzende ältere Frau , die ein Gemälde einer Gruppe afrikanischer Frauen fertigstellt ."
"A woman climbs up a steep rock face .","Eine Frau klettert eine steile Felswand hinauf ."
"A black dog is running through a marsh @-@ like area .","Ein schwarzer Hund rennt durch eine sumpfähnliche Gegend ."
"A man and some bicycles are in front of a large building .","Ein Mann und ein paar Fahrräder befinden sich vor einem großen Gebäude ."
"A man wearing a grass skirt , is standing in the grass among a group of pigs on their backs near the coast .","Ein Mann mit einem Bastrock steht im Gras in einer Gruppe von auf dem Rücken liegenden Schweinen in der Nähe der Küste ."
"A person climbing up a snowy mountain .","Eine Person klettert einen verschneiten Berg hinauf ."
"A woman wearing a veil is sitting in front of a blanket .","Eine Frau mit einem Schleier sitzt vor einer Decke ."
"An older man sitting in front of a car .","Ein älterer Mann , der vor einem Auto sitzt ."
"A white dog with brown spots is jumping through the air .","Ein weißer Hund mit braunen Punkten springt durch die Luft ."
"A group of female dancers dancing on a stage .","Eine Gruppe von Tänzerinnen , die auf einer Bühne tanzen ."
"A brown dog wearing a red vest is running in the grass .","Ein brauner Hund mit einer roten Jacke rennt durch das Gras ."
"A rodeo man is roping a calf during a competition .","Ein Rodeoteilnehmer fängt während einem Wettbewerb ein Kalb mit dem Seil ein ."
"The silhouette of three men are either standing or sitting in a boat at sea as the sun sets .","Die Silhouette von drei Männern , die bei Sonnenuntergang in einem Boot stehen oder sitzen ."
"A man sits on a red sofa next to a cat .","Ein Mann sitzt auf einem roten Sofa neben einer Katze ."
"Three children in bathing suits are playing in foam","Drei Kinder in Badeanzügen spielen mit Schaum ."
"A man repairing a sidewalk on a steep hill .","Ein Mann , der den Bürgersteig an einem steilen Hügel repariert ."
"A man throwing or retrieving a line thrown into the water at the dock of a large boat .","Ein Mann , der ein Seil , das am Dock eines großen Boots ins Wasser geworfen wird , wirft oder herausholt ."
"A muddy jeep driving through the forest .","Ein verdreckter Jeep , der durch den Wald fährt ."
"A man walks toward a garage , on a poorly lit road .","Ein Mann geht auf einer schlecht beleuchteten Straße auf eine Tankstelle zu ."
"A mother and daughter standing in front of a graffiti covered wall .","Mutter und Tochter stehen vor einer von Graffitis bedeckten Mauer ."
"A fluffy white dog looks down a steep , grassy embankment .","Ein flauschiger weißer Hund blickt einen steilen , grasbewachsenen Damm hinunter ."
"A large boat drives through the harbor .","Ein großes Boot fährt durch den Hafen ."
"Two babies are asleep in messy highchairs in front of CD shelves .","Zwei Babys schlafen in verschmierten Hochstühlen vor CD @-@ Regalen ."
"A falcon is perched on a girl 's left arm as a man assists her and talks into a microphone .","Ein Falke sitzt auf dem linken Arm eines Mädchens , während ein Mann ihr hilft und in ein Mikrofon spricht ."
"Two soccer teams converge at the goal and the goalie reaches for the ball .","Zwei Fußballteams kommen am Tor zusammen und der Torwart fasst nach dem Ball ."
"The child in the red jacket and orange mittens is sitting in the snow next to a shovel .","Das Kind mit der roten Jacke und den orangefarbenen Handschuhen sitzt neben einer Schaufel im Schnee ."
"A group of people sit down at a table for a meal .","Eine Personengruppe sitzt zu einer Mahlzeit am Tisch ."
"A woman sitting on the side of the rode selling bananas .","Eine Frau , die am Straßenrand sitzt und Bananen verkauft ."
"2 men are sitting down and drawing on either side of an easel in a room with a Christmas Tree .","2 Männer in einem Raum mit einem Weihnachtsbaum sitzen auf beiden Seiten einer Staffelei und zeichnen ."
"There are people feeding sheep and a dog is herding them .","Personen , die Schafe füttern , und ein Hund , der sie zusammentreibt ."
"Five women in identical swimsuits hold on to a rope near the ocean .","Fünf Frauen in gleichen Badeanzügen halten nahe am Meer ein Seil ."
"A brown dog is sitting in the front of a canoe .","Ein brauner Hund sitzt vor einem Kanu ."
"A brown and black dog leaps through the freshly mown grass .","Ein braun @-@ schwarzer Hund springt durch das frisch gemähte Gras ."
"An old man wearing glasses is praying with his beads while sitting down .","Ein alter Mann mit Brille betet mit seinen Perlen im Sitzen ."
"People hanging out on the beach in bathing suits and relaxing clothing .","Leute hängen in Badeanzügen und Freizeitkleidung am Strand herum ."
"A multi generation family having a meal at a restaurant .","Eine Familie mit mehreren Generationen , die in einem Restaurant eine Mahlzeit einnimmt ."
"There are several women , some wearing T @-@ shirts with HSBC on them , at a food buffet .","Mehrere Frauen an einem Essensbuffet , von denen einige T @-@ Shirts mit der Aufschrift HSBC tragen ."
"Young girl hugging her red teddy bear .","Ein Mädchen , das seinen roten Teddybär umarmt ."
"Multiple children in bright colors are playing a game of musical chairs .","Mehrere Kinder in leuchtende Farben spielen die Reise nach Jerusalem ."
"A nice neighborhood street in the beautiful green foothills .","Eine Straße in einer besseren Gegend in den schönen grünen Hügeln des Vorgebirges ."
"White fluffy dog hangs out of the window of a turquoise building .","Ein weißer flauschiger Hund hängt aus dem Fenster eines türkisfarbenen Gebäudes ."
"The dog is running in the grass next to the water .","Der Hund rennt im Gras neben dem Wasser ."
"A blond dog with floppy ears runs toward the camera .","Ein heller Hund mit Hängeohren rennt auf die Kamera zu ."
"A man holding a plastic bag is standing in a doorway .","Ein Mann mit einer Plastiktüte steht in einer Toreinfahrt ."
"Four people stand around near a blue fork lift .","Vier Personen stehen um einen blauen Gabelstapler herum ."
"A girls brown hair is thrashed by the wind .","Das braune Haar eines Mädchens wird vom Wind zerzaust ."
"A man with a striped shirt is on stage next to another person with a guitar .","Ein Mann mit gestreiftem Hemd ist auf der Bühne neben einer anderen Person mit einer Gitarre ."
"A soccer player dressed in blue holding a soccer ball preparing to throw it .","Ein blau gekleideter Fußballspieler , der einen Fußball hält , um ihn zu werden ."
"A man wearing glasses plays a large brass instrument","Ein Mann mit Brille spielt ein großes Bassinstrument ."
"A little girl peers out from a woven basket .","Ein kleines Mädchen blickt aus einem geflochtenen Korb heraus ."
"Pigeon staring at a woman in black boots sitting on a park bench reading a paper .","Eine Taube starrt eine Frau mit schwarzen Stiefeln an , die auf einer Parkbank liest und die Zeitung liest ."
"A little girl is sweeping a patio with a broom that is bigger than she is .","Ein kleines Mädchen kehrt eine Veranda mit einem Besen , der größer ist als sie selbst ."
"The man standing on the beam is wearing a white hard hat .","Der Mann , der auf dem Balken steht , trägt einen weißen Schutzhelm ."
"City performer , male , all dressed in black with cowboy hat playing guitar .","Ein männlicher Straßenkünstler , der ganz in Schwarz gekleidet ist , einen Cowboyhut trägt und Gitarre spielt ."
"Construction worker on a beam helping guide the crane to place another beam in the right position .","Bauarbeiter auf einem Balken , die dabei helfen , den Kran so zu führen , dass ein anderer Balken an der richtigen Stelle platziert wird ."
"Man in blue sweater measuring curved board .","Ein Mann mit blauem Pullover , der ein gebogenes Brett misst ."
"A man walking in the side street with his head down .","Ein Mann , der mit gesenktem Kopf in einer Seitenstraße geht ."
"Man on a beach with a baby","Ein Mann am Strand mit einem Baby"
"A smiling man with short brown hair in a black shirt with an open orange shoe box .","Ein lächelnder Mann mit kurzen braunen Haaren und schwarzem Hemd mit einem offenen orangefarbenen Schuhkarton ."
"A lady is taking care of her child .","Eine Dame betreut ihr Kind ."
"Two men acting out a scene in front of a small group of friends .","Zwei Männer spielen vor einer kleinen Freundesgruppe eine Szene ."
"A woman wears an Egytian @-@ like headdress .","Eine Frau trägt eine Kopfbedeckung , die wie etwas Ägyptisches aussieht ."
"Two young girls and an old man with gray hair and beard are opening Christmas presents .","Zwei Mädchen und ein alter Mann mit grauen Haaren und Bart packen Weihnachtsgeschenke aus ."
"Older woman in red sweeter is opening a gift .","Eine ältere Frau in einem roten Pullover öffnet ein Geschenk ."
"A brown dog is laying on its back on a white carpet with a green ball on it .","Ein brauner Hund liegt auf dem Rücken auf einem weißen Teppich mit einem grünen Ball ."
"One person is looking at a painting while another person is holding her hand up .","Eine Person blickt auf ein Gemälde , und eine andere Person hält ihre Hand hoch ."
"A hummer is driving through a mud puddle several feet deep .","Ein Prachtskerl fährt durch eine schlammige Pfütze , die mindestens einen halben Meter tief ist ."
"A woman in a black shirt is cuddling a cat .","Eine Frau mit schwarzem Oberteil knuddelt eine Katze ."
